,ids,cloud_ceilings,Altitude
1340,1340,20000.107421875,20000.11
1341,1341,20000.107421875,20000.11
1342,1342,20000.107421875,20000.11
1343,1343,20000.107421875,20000.11
1344,1344,20000.107421875,20000.11
1345,1345,20000.107421875,20000.11
1346,1346,20000.107421875,20000.11
1347,1347,20000.107421875,20000.11
1348,1348,20000.107421875,20000.11
1349,1349,20000.107421875,20000.11
1350,1350,20000.107421875,20000.11
1351,1351,20000.107421875,20000.11
1352,1352,20000.107421875,20000.11
1353,1353,20000.107421875,20000.11
1354,1354,20000.107421875,20000.11
1355,1355,20000.107421875,20000.11
1356,1356,20000.107421875,20000.11
1357,1357,20000.107421875,20000.11
1358,1358,20000.107421875,20000.11
1359,1359,20000.107421875,20000.11
1360,1360,20000.107421875,20000.11
1361,1361,20000.107421875,20000.11
1362,1362,18482.30761718733,18482.31
1363,1363,18482.30761718733,18482.31
1364,1364,20000.107421875,20000.11
1365,1365,20000.107421875,20000.11
1366,1366,20000.107421875,20000.11
1367,1367,20000.107421875,20000.11
1368,1368,17557.707519530974,17557.71
1369,1369,8260.507705688155,8260.51
1370,1370,987.407783508261,987.41
1371,1371,605.407768249522,605.41
1372,1372,568.807762146004,568.81
1373,1373,545.2077713012721,545.21
1374,1374,630.9077758789084,630.91
1375,1375,671.6077575683634,671.61
1376,1376,749.9077606201204,749.91
1377,1377,746.2077789306605,746.21
1378,1378,764.2077941894474,764.21
1379,1379,844.307815551757,844.31
1380,1380,813.7077941894536,813.71
1381,1381,1292.1078033446574,1292.11
1382,1382,1185.8078002929046,1185.81
1383,1383,596.1077575683623,596.11
1384,1384,594.3077545166045,594.31
1385,1385,599.7077636718775,599.71
1386,1386,562.6077651977545,562.61
1387,1387,588.5077590942421,588.51
1388,1388,9820.407592773501,9820.41
1389,1389,17850.307617187747,17850.31
1390,1390,12396.307739257723,12396.31
1391,1391,4251.707717895229,4251.71
1392,1392,1903.9078063963234,1903.91
1393,1393,8462.80787658709,8462.81
1394,1394,12138.407775879807,12138.41
1395,1395,11498.30767822274,11498.31
1396,1396,10434.407775878117,10434.41
1397,1397,14296.007629394126,14296.01
1398,1398,20000.107421875,20000.11
1399,1399,20000.107421875,20000.11
1400,1400,20000.107421875,20000.11
1401,1401,20000.107421875,20000.11
1402,1402,20000.107421875,20000.11
1403,1403,20000.107421875,20000.11
1404,1404,20000.107421875,20000.11
1405,1405,20000.107421875,20000.11
1406,1406,20000.107421875,20000.11
1407,1407,20000.107421875,20000.11
1408,1408,20000.107421875,20000.11
1409,1409,20000.107421875,20000.11
1410,1410,20000.107421875,20000.11
1411,1411,20000.107421875,20000.11
1412,1412,20000.107421875,20000.11
1413,1413,20000.107421875,20000.11
1414,1414,20000.107421875,20000.11
1415,1415,20000.107421875,20000.11
1416,1416,16732.607543944985,16732.61
1417,1417,16732.607543944894,16732.61
1418,1418,20000.107421875,20000.11
1419,1419,20000.107421875,20000.11
1420,1420,20000.107421875,20000.11
1421,1421,20000.107421875,20000.11
1422,1422,20000.107421875,20000.11
1423,1423,20000.107421875,20000.11
1424,1424,20000.107421875,20000.11
1425,1425,20000.107421875,20000.11
1426,1426,20000.107421875,20000.11
1427,1427,20000.107421875,20000.11
1428,1428,20000.107421875,20000.11
1429,1429,20000.107421875,20000.11
1430,1430,20000.107421875,20000.11
1431,1431,20000.107421875,20000.11
1432,1432,20000.107421875,20000.11
1433,1433,20000.107421875,20000.11
1434,1434,18482.30761718767,18482.31
1435,1435,16624.607666015585,16624.61
1436,1436,18142.407470702914,18142.41
1437,1437,20000.107421875,20000.11
1438,1438,20000.107421875,20000.11
1439,1439,20000.107421875,20000.11
1440,1440,14458.907592773363,14458.91
1441,1441,4740.007766723554,4740.01
1442,1442,601.6077728271443,601.61
1443,1443,644.8077697753849,644.81
1444,1444,589.5077667236271,589.51
1445,1445,551.207778930662,551.21
1446,1446,593.4077758788998,593.41
1447,1447,612.4077606201064,612.41
1448,1448,706.7077636718669,706.71
1449,1449,759.3077850341847,759.31
1450,1450,791.2078094482506,791.21
1451,1451,840.7078094482428,840.71
1452,1452,744.3077850341717,744.31
1453,1453,600.0077667236218,600.01
1454,1454,575.7077636718716,575.71
1455,1455,634.6077575683607,634.61
1456,1456,633.8077545166032,633.81
1457,1457,634.7077636718765,634.71
1458,1458,618.5077743530333,618.51
1459,1459,1449.5078048706996,1449.51
1460,1460,11153.70762634286,11153.71
1461,1461,15809.20751953079,15809.21
1462,1462,6965.907745360863,6965.91
1463,1463,1379.6078186035018,1379.61
1464,1464,517.3077697753831,517.31
1465,1465,5773.50790405218,5773.51
1466,1466,11507.90777587794,11507.91
1467,1467,12167.307617187487,12167.31
1468,1468,11678.807678223606,11678.81
1469,1469,15540.407531738756,15540.41
1470,1470,20000.107421875,20000.11
1471,1471,20000.107421875,20000.11
1472,1472,20000.107421875,20000.11
1473,1473,20000.107421875,20000.11
1474,1474,20000.107421875,20000.11
1475,1475,20000.107421875,20000.11
1476,1476,20000.107421875,20000.11
1477,1477,20000.107421875,20000.11
1478,1478,20000.107421875,20000.11
1479,1479,20000.107421875,20000.11
1480,1480,20000.107421875,20000.11
1481,1481,20000.107421875,20000.11
1482,1482,20000.107421875,20000.11
1483,1483,20000.107421875,20000.11
1484,1484,20000.107421875,20000.11
1485,1485,20000.107421875,20000.11
1486,1486,20000.107421875,20000.11
1487,1487,16183.007568358995,16183.01
1488,1488,8526.807800292461,8526.81
1489,1489,9079.307800292409,9079.31
1490,1490,16735.507568358957,16735.51
1491,1491,20000.107421875,20000.11
1492,1492,20000.107421875,20000.11
1493,1493,20000.107421875,20000.11
1494,1494,20000.107421875,20000.11
1495,1495,20000.107421875,20000.11
1496,1496,20000.107421875,20000.11
1497,1497,20000.107421875,20000.11
1498,1498,20000.107421875,20000.11
1499,1499,20000.107421875,20000.11
1500,1500,20000.107421875,20000.11
1501,1501,16352.107543944949,16352.11
1502,1502,16352.107543944847,16352.11
1503,1503,20000.107421875,20000.11
1504,1504,20000.107421875,20000.11
1505,1505,20000.107421875,20000.11
1506,1506,20000.107421875,20000.11
1507,1507,18142.407470703336,18142.41
1508,1508,18142.407470703336,18142.41
1509,1509,20000.107421875,20000.11
1510,1510,20000.107421875,20000.11
1511,1511,20000.107421875,20000.11
1512,1512,12033.80758666972,12033.81
1513,1513,2301.7077636716763,2301.71
1514,1514,586.2077789306663,586.21
1515,1515,589.6077728271479,589.61
1516,1516,579.8077697753952,579.81
1517,1517,571.4077758789106,571.41
1518,1518,530.3077697753899,530.31
1519,1519,577.3077697753972,577.31
1520,1520,694.8077697753974,694.81
1521,1521,785.8077850341776,785.81
1522,1522,834.4078063964806,834.41
1523,1523,741.1077880859261,741.11
1524,1524,638.2077789306602,638.21
1525,1525,551.9077758789125,551.91
1526,1526,492.40776824950524,492.41
1527,1527,605.2077560424756,605.21
1528,1528,674.2077484130889,674.21
1529,1529,681.407760620121,681.41
1530,1530,723.0077819824279,723.01
1531,1531,2382.907806396496,2382.91
1532,1532,11797.007812499985,11797.01
1533,1533,11369.207824707031,11369.21
1534,1534,2530.607818603513,2530.61
1535,1535,1282.2077865600725,1282.21
1536,1536,557.6077728271607,557.61
1537,1537,894.2077865600187,894.21
1538,1538,1808.6077423094262,1808.61
1539,1539,7453.407699584402,7453.41
1540,1540,16306.50756835893,16306.51
1541,1541,20000.107421875,20000.11
1542,1542,20000.107421875,20000.11
1543,1543,20000.107421875,20000.11
1544,1544,20000.107421875,20000.11
1545,1545,20000.107421875,20000.11
1546,1546,20000.107421875,20000.11
1547,1547,20000.107421875,20000.11
1548,1548,20000.107421875,20000.11
1549,1549,20000.107421875,20000.11
1550,1550,20000.107421875,20000.11
1551,1551,20000.107421875,20000.11
1552,1552,20000.107421875,20000.11
1553,1553,20000.107421875,20000.11
1554,1554,20000.107421875,20000.11
1555,1555,20000.107421875,20000.11
1556,1556,20000.107421875,20000.11
1557,1557,20000.107421875,20000.11
1558,1558,20000.107421875,20000.11
1559,1559,11793.007690429738,11793.01
1560,1560,3034.5078735351017,3034.51
1561,1561,4700.407897949188,4700.41
1562,1562,13458.907714843655,13458.91
1563,1563,20000.107421875,20000.11
1564,1564,20000.107421875,20000.11
1565,1565,20000.107421875,20000.11
1566,1566,20000.107421875,20000.11
1567,1567,20000.107421875,20000.11
1568,1568,20000.107421875,20000.11
1569,1569,20000.107421875,20000.11
1570,1570,20000.107421875,20000.11
1571,1571,20000.107421875,20000.11
1572,1572,20000.107421875,20000.11
1573,1573,16352.107543945778,16352.11
1574,1574,16352.107543945676,16352.11
1575,1575,20000.107421875,20000.11
1576,1576,20000.107421875,20000.11
1577,1577,20000.107421875,20000.11
1578,1578,20000.107421875,20000.11
1579,1579,19807.307617187478,19807.31
1580,1580,19807.307617187478,19807.31
1581,1581,20000.107421875,20000.11
1582,1582,20000.107421875,20000.11
1583,1583,20000.107421875,20000.11
1584,1584,7812.50774383517,7812.51
1585,1585,533.7077713012671,533.71
1586,1586,583.2077789306614,583.21
1587,1587,600.2077636718768,600.21
1588,1588,625.0077514648443,625.01
1589,1589,606.907760620117,606.91
1590,1590,566.9077606201221,566.91
1591,1591,660.4077758789089,660.41
1592,1592,747.7077789306634,747.71
1593,1593,716.7077789306583,716.71
1594,1594,757.0077972412057,757.01
1595,1595,736.5077972412225,736.51
1596,1596,625.6077804565454,625.61
1597,1597,567.2077713012656,567.21
1598,1598,515.0077743530362,515.01
1599,1599,627.8077621460031,627.81
1600,1600,761.0077667236396,761.01
1601,1601,768.0077819824278,768.01
1602,1602,774.5077819824216,774.51
1603,1603,5766.207580566779,5766.21
1604,1604,12646.5076904298,12646.51
1605,1605,13039.207824707257,13039.21
1606,1606,8391.20776367257,8391.21
1607,1607,2953.2078323366227,2953.21
1608,1608,622.8077697753866,622.81
1609,1609,627.2077560424866,627.21
1610,1610,5448.907669067903,5448.91
1611,1611,10198.107650757673,10198.11
1612,1612,14487.907470703307,14487.91
1613,1613,19408.007324218677,19408.01
1614,1614,20000.107421875,20000.11
1615,1615,20000.107421875,20000.11
1616,1616,20000.107421875,20000.11
1617,1617,20000.107421875,20000.11
1618,1618,20000.107421875,20000.11
1619,1619,20000.107421875,20000.11
1620,1620,20000.107421875,20000.11
1621,1621,20000.107421875,20000.11
1622,1622,20000.107421875,20000.11
1623,1623,20000.107421875,20000.11
1624,1624,20000.107421875,20000.11
1625,1625,20000.107421875,20000.11
1626,1626,20000.107421875,20000.11
1627,1627,20000.107421875,20000.11
1628,1628,20000.107421875,20000.11
1629,1629,20000.107421875,20000.11
1630,1630,20000.107421875,20000.11
1631,1631,12326.007690429922,12326.01
1632,1632,7956.207763672451,7956.21
1633,1633,12353.707641602417,12353.71
1634,1634,16723.507568359702,16723.51
1635,1635,20000.107421875,20000.11
1636,1636,20000.107421875,20000.11
1637,1637,20000.107421875,20000.11
1638,1638,20000.107421875,20000.11
1639,1639,20000.107421875,20000.11
1640,1640,20000.107421875,20000.11
1641,1641,20000.107421875,20000.11
1642,1642,20000.107421875,20000.11
1643,1643,20000.107421875,20000.11
1644,1644,20000.107421875,20000.11
1645,1645,20000.107421875,20000.11
1646,1646,20000.107421875,20000.11
1647,1647,20000.107421875,20000.11
1648,1648,20000.107421875,20000.11
1649,1649,20000.107421875,20000.11
1650,1650,20000.107421875,20000.11
1651,1651,15930.807739257394,15930.81
1652,1652,15930.807739257394,15930.81
1653,1653,20000.107421875,20000.11
1654,1654,20000.107421875,20000.11
1655,1655,20000.107421875,20000.11
1656,1656,7801.407737732211,7801.41
1657,1657,509.2077560424801,509.21
1658,1658,560.707763671875,560.71
1659,1659,617.1077575683595,617.11
1660,1660,636.0077514648444,636.01
1661,1661,604.9077606201172,604.91
1662,1662,622.4077606201186,622.41
1663,1663,693.8077697753916,693.81
1664,1664,738.6077728271481,738.61
1665,1665,716.8077697753964,716.81
1666,1666,751.2077789306684,751.21
1667,1667,815.0077819824196,815.01
1668,1668,646.8077621459967,646.81
1669,1669,524.1077499389639,524.11
1670,1670,591.907760620117,591.91
1671,1671,690.107757568359,690.11
1672,1672,743.507766723624,743.51
1673,1673,727.7077789306535,727.71
1674,1674,712.3077697753838,712.31
1675,1675,5796.207595824826,5796.21
1676,1676,10281.70751953087,10281.71
1677,1677,11410.807617187089,11410.81
1678,1678,8841.907752990131,8841.91
1679,1679,7380.607742309873,7380.61
1680,1680,10293.00759124866,10293.01
1681,1681,10341.607589722778,10341.61
1682,1682,15163.007507324734,15163.01
1683,1683,17543.707519531265,17543.71
1684,1684,13968.607543945049,13968.61
1685,1685,16425.007446288764,16425.01
1686,1686,20000.107421875,20000.11
1687,1687,20000.107421875,20000.11
1688,1688,20000.107421875,20000.11
1689,1689,20000.107421875,20000.11
1690,1690,20000.107421875,20000.11
1691,1691,20000.107421875,20000.11
1692,1692,20000.107421875,20000.11
1693,1693,20000.107421875,20000.11
1694,1694,20000.107421875,20000.11
1695,1695,20000.107421875,20000.11
1696,1696,20000.107421875,20000.11
1697,1697,20000.107421875,20000.11
1698,1698,20000.107421875,20000.11
1699,1699,20000.107421875,20000.11
1700,1700,20000.107421875,20000.11
1701,1701,20000.107421875,20000.11
1702,1702,20000.107421875,20000.11
1703,1703,16716.007568359797,16716.01
1704,1704,16716.007568359702,16716.01
1705,1705,20000.107421875,20000.11
1706,1706,20000.107421875,20000.11
1707,1707,20000.107421875,20000.11
1708,1708,20000.107421875,20000.11
1709,1709,20000.107421875,20000.11
1710,1710,20000.107421875,20000.11
1711,1711,20000.107421875,20000.11
1712,1712,20000.107421875,20000.11
1713,1713,20000.107421875,20000.11
1714,1714,20000.107421875,20000.11
1715,1715,20000.107421875,20000.11
1716,1716,20000.107421875,20000.11
1717,1717,20000.107421875,20000.11
1718,1718,20000.107421875,20000.11
1719,1719,20000.107421875,20000.11
1720,1720,20000.107421875,20000.11
1721,1721,20000.107421875,20000.11
1722,1722,20000.107421875,20000.11
1723,1723,16123.607543945753,16123.61
1724,1724,16123.607543945753,16123.61
1725,1725,20000.107421875,20000.11
1726,1726,20000.107421875,20000.11
1727,1727,20000.107421875,20000.11
1728,1728,10261.207595825197,10261.21
1729,1729,525.4077606201195,525.41
1730,1730,559.2077636718748,559.21
1731,1731,623.2077636718755,623.21
1732,1732,647.9077606201179,647.91
1733,1733,616.9077606201186,616.91
1734,1734,640.3077545166021,640.31
1735,1735,704.0077667236328,704.01
1736,1736,730.1077728271478,730.11
1737,1737,712.107757568353,712.11
1738,1738,738.3077545165954,738.31
1739,1739,781.0077667236312,781.01
1740,1740,698.1077575683655,698.11
1741,1741,593.1077423095791,593.11
1742,1742,584.7077484130851,584.71
1743,1743,610.1077575683505,610.11
1744,1744,565.9077606201058,565.91
1745,1745,579.6077575683531,579.61
1746,1746,2896.9078216555286,2896.91
1747,1747,6824.007949829587,6824.01
1748,1748,6712.607803344702,6712.61
1749,1749,5324.607681274123,5324.61
1750,1750,3078.5077667236183,3078.51
1751,1751,9575.307693481307,9575.31
1752,1752,15195.607604979947,15195.61
1753,1753,13543.407653807848,13543.41
1754,1754,15699.307617187009,15699.31
1755,1755,16194.007568359219,16194.01
1756,1756,15215.207641601986,15215.21
1757,1757,17017.107543945633,17017.11
1758,1758,20000.107421875,20000.11
1759,1759,20000.107421875,20000.11
1760,1760,20000.107421875,20000.11
1761,1761,20000.107421875,20000.11
1762,1762,20000.107421875,20000.11
1763,1763,20000.107421875,20000.11
1764,1764,20000.107421875,20000.11
1765,1765,20000.107421875,20000.11
1766,1766,20000.107421875,20000.11
1767,1767,20000.107421875,20000.11
1768,1768,20000.107421875,20000.11
1769,1769,20000.107421875,20000.11
1770,1770,20000.107421875,20000.11
1771,1771,20000.107421875,20000.11
1772,1772,20000.107421875,20000.11
1773,1773,20000.107421875,20000.11
1774,1774,20000.107421875,20000.11
1775,1775,20000.107421875,20000.11
1776,1776,20000.107421875,20000.11
1777,1777,20000.107421875,20000.11
1778,1778,20000.107421875,20000.11
1779,1779,20000.107421875,20000.11
1780,1780,20000.107421875,20000.11
1781,1781,20000.107421875,20000.11
1782,1782,20000.107421875,20000.11
1783,1783,20000.107421875,20000.11
1784,1784,20000.107421875,20000.11
1785,1785,20000.107421875,20000.11
1786,1786,20000.107421875,20000.11
1787,1787,20000.107421875,20000.11
1788,1788,20000.107421875,20000.11
1789,1789,17910.507568359168,17910.51
1790,1790,17910.50756835911,17910.51
1791,1791,20000.107421875,20000.11
1792,1792,20000.107421875,20000.11
1793,1793,20000.107421875,20000.11
1794,1794,20000.107421875,20000.11
1795,1795,20000.107421875,20000.11
1796,1796,20000.107421875,20000.11
1797,1797,20000.107421875,20000.11
1798,1798,20000.107421875,20000.11
1799,1799,20000.107421875,20000.11
1800,1800,10990.60762023934,10990.61
1801,1801,1255.7077941895338,1255.71
1802,1802,557.2077789306641,557.21
1803,1803,620.2077789306632,620.21
1804,1804,647.7077636718742,647.71
1805,1805,635.4077606201179,635.41
1806,1806,650.5077514648443,650.51
1807,1807,695.5077514648426,695.51
1808,1808,729.9077606201179,729.91
1809,1809,712.0077514648501,712.01
1810,1810,727.4077606201217,727.41
1811,1811,752.4077758789045,752.41
1812,1812,731.5077667236309,731.51
1813,1813,676.207748413087,676.21
1814,1814,609.9077453613316,609.91
1815,1815,537.507759094239,537.51
1816,1816,449.107765197752,449.11
1817,1817,528.6077575683598,528.61
1818,1818,4783.007781982382,4783.01
1819,1819,12256.308105468881,12256.31
1820,1820,11982.208145142225,11982.21
1821,1821,7776.307876587483,7776.31
1822,1822,7552.7079238896995,7552.71
1823,1823,10528.207801819011,10528.21
1824,1824,7855.407714843499,7855.41
1825,1825,4144.80784606899,4144.81
1826,1826,6231.3077850335885,6231.31
1827,1827,11575.007751464436,11575.01
1828,1828,13317.20770263611,13317.21
1829,1829,12775.007507323378,12775.01
1830,1830,16198.507568358937,16198.51
1831,1831,18545.007568359204,18545.01
1832,1832,20000.107421875,20000.11
1833,1833,20000.107421875,20000.11
1834,1834,20000.107421875,20000.11
1835,1835,20000.107421875,20000.11
1836,1836,20000.107421875,20000.11
1837,1837,20000.107421875,20000.11
1838,1838,20000.107421875,20000.11
1839,1839,20000.107421875,20000.11
1840,1840,20000.107421875,20000.11
1841,1841,20000.107421875,20000.11
1842,1842,20000.107421875,20000.11
1843,1843,20000.107421875,20000.11
1844,1844,20000.107421875,20000.11
1845,1845,20000.107421875,20000.11
1846,1846,20000.107421875,20000.11
1847,1847,20000.107421875,20000.11
1848,1848,20000.107421875,20000.11
1849,1849,20000.107421875,20000.11
1850,1850,20000.107421875,20000.11
1851,1851,20000.107421875,20000.11
1852,1852,20000.107421875,20000.11
1853,1853,20000.107421875,20000.11
1854,1854,20000.107421875,20000.11
1855,1855,20000.107421875,20000.11
1856,1856,20000.107421875,20000.11
1857,1857,20000.107421875,20000.11
1858,1858,20000.107421875,20000.11
1859,1859,20000.107421875,20000.11
1860,1860,20000.107421875,20000.11
1861,1861,17910.507568359644,17910.51
1862,1862,17910.507568359582,17910.51
1863,1863,20000.107421875,20000.11
1864,1864,20000.107421875,20000.11
1865,1865,20000.107421875,20000.11
1866,1866,20000.107421875,20000.11
1867,1867,20000.107421875,20000.11
1868,1868,20000.107421875,20000.11
1869,1869,20000.107421875,20000.11
1870,1870,20000.107421875,20000.11
1871,1871,20000.107421875,20000.11
1872,1872,6755.007736205774,6755.01
1873,1873,1233.907791137654,1233.91
1874,1874,554.0077819824218,554.01
1875,1875,597.4077758789053,597.41
1876,1876,627.007751464843,627.01
1877,1877,641.707763671875,641.71
1878,1878,661.807769775391,661.81
1879,1879,674.6077575683587,674.61
1880,1880,710.0077667236313,710.01
1881,1881,763.1077575683591,763.11
1882,1882,771.4077606201173,771.41
1883,1883,739.007766723633,739.01
1884,1884,661.0077590942354,661.01
1885,1885,576.9077529907167,576.91
1886,1886,562.7077484130814,562.71
1887,1887,560.1077499389659,560.11
1888,1888,552.1077499389717,552.11
1889,1889,608.6077575683637,608.61
1890,1890,6063.50769042978,6063.51
1891,1891,15396.007812500113,15396.01
1892,1892,18323.508056640676,18323.51
1893,1893,15970.607910156436,15970.61
1894,1894,12581.607910156281,12581.61
1895,1895,7594.607849120857,7594.61
1896,1896,2909.807708740109,2909.81
1897,1897,890.0077972411952,890.01
1898,1898,5527.407974243382,5527.41
1899,1899,13998.007995605769,13998.01
1900,1900,12576.007751465153,12576.01
1901,1901,10831.60784912137,10831.61
1902,1902,15568.307861328294,15568.31
1903,1903,18545.00756835945,18545.01
1904,1904,20000.107421875,20000.11
1905,1905,20000.107421875,20000.11
1906,1906,20000.107421875,20000.11
1907,1907,20000.107421875,20000.11
1908,1908,20000.107421875,20000.11
1909,1909,20000.107421875,20000.11
1910,1910,20000.107421875,20000.11
1911,1911,20000.107421875,20000.11
1912,1912,20000.107421875,20000.11
1913,1913,20000.107421875,20000.11
1914,1914,20000.107421875,20000.11
1915,1915,20000.107421875,20000.11
1916,1916,20000.107421875,20000.11
1917,1917,20000.107421875,20000.11
1918,1918,20000.107421875,20000.11
1919,1919,20000.107421875,20000.11
1920,1920,20000.107421875,20000.11
1921,1921,20000.107421875,20000.11
1922,1922,20000.107421875,20000.11
1923,1923,20000.107421875,20000.11
1924,1924,20000.107421875,20000.11
1925,1925,20000.107421875,20000.11
1926,1926,20000.107421875,20000.11
1927,1927,20000.107421875,20000.11
1928,1928,20000.107421875,20000.11
1929,1929,20000.107421875,20000.11
1930,1930,20000.107421875,20000.11
1931,1931,20000.107421875,20000.11
1932,1932,20000.107421875,20000.11
1933,1933,20000.107421875,20000.11
1934,1934,20000.107421875,20000.11
1935,1935,20000.107421875,20000.11
1936,1936,20000.107421875,20000.11
1937,1937,20000.107421875,20000.11
1938,1938,20000.107421875,20000.11
1939,1939,20000.107421875,20000.11
1940,1940,20000.107421875,20000.11
1941,1941,20000.107421875,20000.11
1942,1942,20000.107421875,20000.11
1943,1943,20000.107421875,20000.11
1944,1944,1148.7078018188477,1148.71
1945,1945,499.6077651977539,499.61
1946,1946,539.5077667236328,539.51
1947,1947,560.5077667236328,560.51
1948,1948,601.9077606201172,601.91
1949,1949,629.6077575683594,629.61
1950,1950,639.9077606201172,639.91
1951,1951,664.9077606201172,664.91
1952,1952,3642.507827758789,3642.51
1953,1953,7958.107833862305,7958.11
1954,1954,5018.007766723641,5018.01
1955,1955,686.3077545166018,686.31
1956,1956,576.7077560424807,576.71
1957,1957,501.90775299072277,501.91
1958,1958,525.1077575683591,525.11
1959,1959,614.9077606201171,614.91
1960,1960,702.9077606201172,702.91
1961,1961,682.207763671875,682.21
1962,1962,9001.407638549805,9001.41
1963,1963,18689.407470703125,18689.41
1964,1964,19587.3076171875,19587.31
1965,1965,17388.407714843757,17388.41
1966,1966,9321.50775146489,9321.51
1967,1967,1728.8078231811617,1728.81
1968,1968,447.0077667236326,447.01
1969,1969,535.6077804565425,535.61
1970,1970,8985.907897949159,8985.91
1971,1971,15528.407836914077,15528.41
1972,1972,15526.407592773423,15526.41
1973,1973,18056.70776367187,18056.71
1974,1974,19369.907714843746,19369.91
1975,1975,20000.107421875,20000.11
1976,1976,20000.107421875,20000.11
1977,1977,20000.107421875,20000.11
1978,1978,20000.107421875,20000.11
1979,1979,20000.107421875,20000.11
1980,1980,20000.107421875,20000.11
1981,1981,20000.107421875,20000.11
1982,1982,20000.107421875,20000.11
1983,1983,20000.107421875,20000.11
1984,1984,20000.107421875,20000.11
1985,1985,20000.107421875,20000.11
1986,1986,20000.107421875,20000.11
1987,1987,20000.107421875,20000.11
1988,1988,20000.107421875,20000.11
1989,1989,20000.107421875,20000.11
1990,1990,20000.107421875,20000.11
1991,1991,20000.107421875,20000.11
1992,1992,20000.107421875,20000.11
1993,1993,20000.107421875,20000.11
1994,1994,20000.107421875,20000.11
1995,1995,20000.107421875,20000.11
1996,1996,20000.107421875,20000.11
1997,1997,20000.107421875,20000.11
1998,1998,20000.107421875,20000.11
1999,1999,20000.107421875,20000.11
2000,2000,20000.107421875,20000.11
2001,2001,20000.107421875,20000.11
2002,2002,20000.107421875,20000.11
2003,2003,20000.107421875,20000.11
2004,2004,20000.107421875,20000.11
2005,2005,20000.107421875,20000.11
2006,2006,20000.107421875,20000.11
2007,2007,20000.107421875,20000.11
2008,2008,20000.107421875,20000.11
2009,2009,20000.107421875,20000.11
2010,2010,20000.107421875,20000.11
2011,2011,20000.107421875,20000.11
2012,2012,20000.107421875,20000.11
2013,2013,19504.8076171875,19504.81
2014,2014,19504.8076171875,19504.81
2015,2015,20000.107421875,20000.11
2016,2016,484.3077697753906,484.31
2017,2017,498.70777130126953,498.71
2018,2018,526.5077667236328,526.51
2019,2019,534.9077606201172,534.91
2020,2020,577.0077667236328,577.01
2021,2021,618.0077667236328,618.01
2022,2022,642.1077575683594,642.11
2023,2023,2749.907714843748,2749.91
2024,2024,5722.907775878906,5722.91
2025,2025,7952.807830810547,7952.81
2026,2026,4999.107772827157,4999.11
2027,2027,625.8077545166018,625.81
2028,2028,5397.907867431624,5397.91
2029,2029,5437.807861328141,5437.81
2030,2030,609.8077545166016,609.81
2031,2031,630.3077697753906,630.31
2032,2032,713.1077728271484,713.11
2033,2033,681.0077667236328,681.01
2034,2034,10301.60758972168,10301.61
2035,2035,20000.107421875,20000.11
2036,2036,20000.107421875,20000.11
2037,2037,12909.307601928736,12909.31
2038,2038,3106.1077728271675,3106.11
2039,2039,393.9077606201172,393.91
2040,2040,394.1077575683594,394.11
2041,2041,502.2077636718742,502.21
2042,2042,9146.207595825133,9146.21
2043,2043,15674.307739257827,15674.31
2044,2044,16833.30773925779,16833.31
2045,2045,20000.107421875,20000.11
2046,2046,20000.107421875,20000.11
2047,2047,20000.107421875,20000.11
2048,2048,20000.107421875,20000.11
2049,2049,20000.107421875,20000.11
2050,2050,20000.107421875,20000.11
2051,2051,20000.107421875,20000.11
2052,2052,20000.107421875,20000.11
2053,2053,20000.107421875,20000.11
2054,2054,20000.107421875,20000.11
2055,2055,20000.107421875,20000.11
2056,2056,20000.107421875,20000.11
2057,2057,20000.107421875,20000.11
2058,2058,20000.107421875,20000.11
2059,2059,20000.107421875,20000.11
2060,2060,20000.107421875,20000.11
2061,2061,20000.107421875,20000.11
2062,2062,20000.107421875,20000.11
2063,2063,20000.107421875,20000.11
2064,2064,20000.107421875,20000.11
2065,2065,20000.107421875,20000.11
2066,2066,20000.107421875,20000.11
2067,2067,20000.107421875,20000.11
2068,2068,20000.107421875,20000.11
2069,2069,20000.107421875,20000.11
2070,2070,20000.107421875,20000.11
2071,2071,20000.107421875,20000.11
2072,2072,20000.107421875,20000.11
2073,2073,20000.107421875,20000.11
2074,2074,20000.107421875,20000.11
2075,2075,20000.107421875,20000.11
2076,2076,20000.107421875,20000.11
2077,2077,20000.107421875,20000.11
2078,2078,20000.107421875,20000.11
2079,2079,20000.107421875,20000.11
2080,2080,20000.107421875,20000.11
2081,2081,20000.107421875,20000.11
2082,2082,20000.107421875,20000.11
2083,2083,20000.107421875,20000.11
2084,2084,15157.607513427734,15157.61
2085,2085,14661.307708740234,14661.31
2086,2086,19503.8076171875,19503.81
2087,2087,20000.107421875,20000.11
2088,2088,481.207763671875,481.21
2089,2089,503.5077667236328,503.51
2090,2090,542.5077667236328,542.51
2091,2091,557.9077606201172,557.91
2092,2092,576.5077667236328,576.51
2093,2093,617.2077789306641,617.21
2094,2094,656.9077758789062,656.91
2095,2095,2753.8077239990216,2753.81
2096,2096,2756.5077209472656,2756.51
2097,2097,717.5077667236328,717.51
2098,2098,746.1077728271484,746.11
2099,2099,1792.4077301025354,1792.41
2100,2100,10783.107650756809,10783.11
2101,2101,9695.807678222689,9695.81
2102,2102,630.007751464844,630.01
2103,2103,607.5077667236328,607.51
2104,2104,680.207763671875,680.21
2105,2105,689.0077667236328,689.01
2106,2106,9486.207794189453,9486.21
