,ids,precipitations,Precipitation
831,831,0.0,0.0
832,832,0.0,0.0
833,833,0.0,0.0
834,834,0.0,0.0
835,835,0.0,0.0
836,836,0.0,0.0
837,837,0.0,0.0
838,838,0.0,0.0
839,839,0.0,0.0
840,840,0.0,0.0
841,841,0.0,0.0
842,842,0.0,0.0
843,843,0.0,0.0
844,844,0.0,0.0
845,845,0.0,0.0
846,846,0.0,0.0
847,847,0.0,0.0
848,848,0.0,0.0
849,849,0.0,0.0
850,850,0.0,0.0
851,851,5.000000058430757e-07,1e-06
852,852,1.9000000506254294e-06,2e-06
853,853,8.999999934644578e-06,9e-06
854,854,2.009999980145879e-05,2e-05
855,855,1.2799999915102461e-05,1.3e-05
856,856,3.0000000350581784e-07,0.0
857,857,0.0,0.0
858,858,0.0,0.0
859,859,0.0,0.0
860,860,0.0,0.0
861,861,0.0,0.0
862,862,0.0,0.0
863,863,0.0,0.0
864,864,0.0,0.0
865,865,0.0,0.0
866,866,0.0,0.0
867,867,0.0,0.0
868,868,3.000000106112907e-07,0.0
869,869,1.3999999737281306e-06,1e-06
870,870,2.199999961760796e-06,2e-06
871,871,2.6999999747092826e-06,3e-06
872,872,2.7999999403507674e-06,3e-06
873,873,1.899999986676619e-06,2e-06
874,874,1.50000003174008e-06,2e-06
875,875,2.299999984245628e-06,2e-06
876,876,2.8999999841519756e-06,3e-06
877,877,1.9000000150983316e-06,2e-06
878,878,1.800000013929659e-06,2e-06
879,879,3.5999999568048436e-06,4e-06
880,880,3.499999934319851e-06,3e-06
881,881,2.3000000055617306e-06,2e-06
882,882,1.500000031740035e-06,2e-06
883,883,1.0000000116861656e-06,1e-06
884,884,2.199999961760591e-06,2e-06
885,885,7.000000152856919e-06,7e-06
886,886,8.900000182166175e-06,9e-06
887,887,5.699999974240356e-06,6e-06
888,888,8.199999967928074e-06,8e-06
889,889,1.0599999995974586e-05,1.1e-05
890,890,3.989999959230535e-05,4e-05
891,891,8.039999920583663e-05,8e-05
892,892,6.51999998808612e-05,6.5e-05
893,893,2.2700000272379863e-05,2.3e-05
894,894,2.8000000185103943e-06,3e-06
895,895,5.0999998677520525e-06,5e-06
896,896,5.6999998889746055e-06,6e-06
897,897,3.600000113124497e-06,4e-06
898,898,3.2000000942392034e-06,3e-06
899,899,4.0000000467448444e-07,0.0
900,900,0.0,0.0
901,901,0.0,0.0
902,902,0.0,0.0
903,903,0.0,0.0
904,904,0.0,0.0
905,905,0.0,0.0
906,906,0.0,0.0
907,907,0.0,0.0
908,908,0.0,0.0
909,909,0.0,0.0
910,910,0.0,0.0
911,911,0.0,0.0
912,912,0.0,0.0
913,913,0.0,0.0
914,914,0.0,0.0
915,915,0.0,0.0
916,916,0.0,0.0
917,917,0.0,0.0
918,918,0.0,0.0
919,919,0.0,0.0
920,920,0.0,0.0
921,921,0.0,0.0
922,922,0.0,0.0
923,923,4.0000000467438783e-07,0.0
924,924,1.600000047119272e-06,2e-06
925,925,4.800000091619848e-06,5e-06
926,926,7.4000001077925805e-06,7e-06
927,927,3.900000059786218e-06,4e-06
928,928,1.0000000116859837e-07,0.0
929,929,2.0000000233724222e-07,0.0
930,930,1.1999999998125986e-06,1e-06
931,931,4.599999897437169e-06,5e-06
932,932,3.699999901130434e-06,4e-06
933,933,1.0000000116862111e-07,0.0
934,934,0.0,0.0
935,935,0.0,0.0
936,936,0.0,0.0
937,937,0.0,0.0
938,938,0.0,0.0
939,939,0.0,0.0
940,940,1.3999999737280633e-06,1e-06
941,941,4.399999966153881e-06,4e-06
942,942,6.199999916134629e-06,6e-06
943,943,7.600000003549529e-06,8e-06
944,944,6.900000016685441e-06,7e-06
945,945,4.30000000051233e-06,4e-06
946,946,3.100000071754142e-06,3e-06
947,947,5.700000087927242e-06,6e-06
948,948,7.500000037907982e-06,8e-06
949,949,6.599999920809204e-06,7e-06
950,950,7.099999976390369e-06,7e-06
951,951,5.199999975502741e-06,5e-06
952,952,3.3000000030370415e-06,3e-06
953,953,3.500000104850335e-06,4e-06
954,954,3.200000037395671e-06,3e-06
955,955,2.699999981814597e-06,3e-06
956,956,3.0999999580672807e-06,3e-06
957,957,6.900000130372063e-06,7e-06
958,958,1.3500000250133176e-05,1.4e-05
959,959,1.3100000103350605e-05,1.3e-05
960,960,1.0800000097788634e-05,1.1e-05
961,961,1.4200000123310778e-05,1.4e-05
962,962,2.6099999786311454e-05,2.6e-05
963,963,6.300000040937356e-05,6.3e-05
964,964,5.70000011066429e-05,5.7e-05
965,965,1.410000045609569e-05,1.4e-05
966,966,3.2000000089736956e-06,3e-06
967,967,6.599999863966066e-06,7e-06
968,968,1.9599999930621607e-05,2e-05
969,969,2.6400000024298195e-05,2.6e-05
970,970,1.4600000014298644e-05,1.5e-05
971,971,2.300000033983622e-06,2e-06
972,972,0.0,0.0
973,973,0.0,0.0
974,974,0.0,0.0
975,975,0.0,0.0
976,976,0.0,0.0
977,977,0.0,0.0
978,978,0.0,0.0
979,979,0.0,0.0
980,980,0.0,0.0
981,981,0.0,0.0
982,982,0.0,0.0
983,983,0.0,0.0
984,984,0.0,0.0
985,985,0.0,0.0
986,986,0.0,0.0
987,987,0.0,0.0
988,988,0.0,0.0
989,989,0.0,0.0
990,990,0.0,0.0
991,991,0.0,0.0
992,992,0.0,0.0
993,993,0.0,0.0
994,994,0.0,0.0
995,995,0.0,0.0
996,996,0.0,0.0
997,997,1.0000000116859696e-07,0.0
998,998,1.0000000116859979e-07,0.0
999,999,0.0,0.0
1000,1000,0.0,0.0
1001,1001,1.2999999654540376e-06,1e-06
1002,1002,3.999999947268589e-06,4e-06
1003,1003,6.899999902998127e-06,7e-06
1004,1004,4.399999923520795e-06,4e-06
1005,1005,2.0000000233721948e-07,0.0
1006,1006,0.0,0.0
1007,1007,0.0,0.0
1008,1008,0.0,0.0
1009,1009,0.0,0.0
1010,1010,0.0,0.0
1011,1011,2.0000000233724214e-07,0.0
1012,1012,1.899999986676414e-06,2e-06
1013,1013,4.900000021734614e-06,5e-06
1014,1014,6.900000016685077e-06,7e-06
1015,1015,8.700000080352572e-06,9e-06
1016,1016,7.1000000616548165e-06,7e-06
1017,1017,3.9999999899008345e-06,4e-06
1018,1018,3.1000000433322286e-06,3e-06
1019,1019,4.500000130746779e-06,5e-06
1020,1020,5.100000066704018e-06,5e-06
1021,1021,5.099999910384583e-06,5e-06
1022,1022,7.299999950304923e-06,7e-06
1023,1023,7.199999913609714e-06,7e-06
1024,1024,6.999999982327062e-06,7e-06
1025,1025,9.699999964141728e-06,1e-05
1026,1026,8.399999842368265e-06,8e-06
1027,1027,3.4999999485307515e-06,3e-06
1028,1028,3.399999982889267e-06,3e-06
1029,1029,5.600000065441984e-06,6e-06
1030,1030,1.2500000195813723e-05,1.3e-05
1031,1031,1.480000014453206e-05,1.5e-05
1032,1032,1.1100000051555513e-05,1.1e-05
1033,1033,1.470000017889032e-05,1.5e-05
1034,1034,2.389999963270297e-05,2.4e-05
1035,1035,4.2899999698418635e-05,4.3e-05
1036,1036,4.0100000660458625e-05,4e-05
1037,1037,2.580000030150351e-05,2.6e-05
1038,1038,1.5899999894488067e-05,1.6e-05
1039,1039,1.3999999680436451e-05,1.4e-05
1040,1040,3.7899999369983595e-05,3.8e-05
1041,1041,5.039999996370211e-05,5e-05
1042,1042,2.6900000307250966e-05,2.7e-05
1043,1043,2.500000050531378e-06,3e-06
1044,1044,0.0,0.0
1045,1045,0.0,0.0
1046,1046,0.0,0.0
1047,1047,0.0,0.0
1048,1048,0.0,0.0
1049,1049,0.0,0.0
1050,1050,0.0,0.0
1051,1051,0.0,0.0
1052,1052,0.0,0.0
1053,1053,0.0,0.0
1054,1054,0.0,0.0
1055,1055,0.0,0.0
1056,1056,0.0,0.0
1057,1057,0.0,0.0
1058,1058,0.0,0.0
1059,1059,0.0,0.0
1060,1060,0.0,0.0
1061,1061,0.0,0.0
1062,1062,0.0,0.0
1063,1063,0.0,0.0
1064,1064,0.0,0.0
1065,1065,0.0,0.0
1066,1066,0.0,0.0
1067,1067,0.0,0.0
1068,1068,0.0,0.0
1069,1069,0.0,0.0
1070,1070,0.0,0.0
1071,1071,0.0,0.0
1072,1072,0.0,0.0
1073,1073,1.1999999642852117e-06,1e-06
1074,1074,2.899999948624247e-06,3e-06
1075,1075,2.4000000067301014e-06,2e-06
1076,1076,1.1000000341709551e-06,1e-06
1077,1077,4.0000001177988904e-07,0.0
1078,1078,6.000000212225814e-07,1e-06
1079,1079,8.000000235598236e-07,1e-06
1080,1080,0.0,0.0
1081,1081,0.0,0.0
1082,1082,0.0,0.0
1083,1083,5.000000129484872e-07,1e-06
1084,1084,1.7000000553935138e-06,2e-06
1085,1085,4.00000010358783e-06,4e-06
1086,1086,6.600000119760919e-06,7e-06
1087,1087,8.700000080352959e-06,9e-06
1088,1088,6.8000000510439114e-06,7e-06
1089,1089,2.6000000161729757e-06,3e-06
1090,1090,1.1999999927069215e-06,1e-06
1091,1091,2.0000000588993964e-06,2e-06
1092,1092,2.4000000280468405e-06,2e-06
1093,1093,1.0999999773276523e-06,1e-06
1094,1094,1.5999999760650056e-06,2e-06
1095,1095,3.999999911740835e-06,4e-06
1096,1096,5.699999952923406e-06,6e-06
1097,1097,1.3599999931557136e-05,1.4e-05
1098,1098,1.4699999837830831e-05,1.5e-05
1099,1099,5.499999886638114e-06,5e-06
1100,1100,3.6999999366572297e-06,4e-06
1101,1101,3.1999999805519845e-06,3e-06
1102,1102,4.600000067966427e-06,5e-06
1103,1103,6.300000052305675e-06,6e-06
1104,1104,4.599999954279796e-06,5e-06
1105,1105,4.500000045481566e-06,5e-06
1106,1106,1.180000003841937e-05,1.2e-05
1107,1107,2.0699999822681023e-05,2.1e-05
1108,1108,3.230000061193963e-05,3.2e-05
1109,1109,4.9600000238570366e-05,5e-05
1110,1110,3.079999953570255e-05,3.1e-05
1111,1111,1.8899999417954275e-05,1.9e-05
1112,1112,3.349999906276881e-05,3.3e-05
1113,1113,3.220000002101849e-05,3.2e-05
1114,1114,1.6000000357506203e-05,1.6e-05
1115,1115,6.00000021222445e-07,1e-06
1116,1116,0.0,0.0
1117,1117,0.0,0.0
1118,1118,0.0,0.0
1119,1119,0.0,0.0
1120,1120,0.0,0.0
1121,1121,0.0,0.0
1122,1122,0.0,0.0
1123,1123,0.0,0.0
1124,1124,0.0,0.0
1125,1125,0.0,0.0
1126,1126,0.0,0.0
1127,1127,0.0,0.0
1128,1128,0.0,0.0
1129,1129,0.0,0.0
1130,1130,0.0,0.0
1131,1131,0.0,0.0
1132,1132,0.0,0.0
1133,1133,0.0,0.0
1134,1134,0.0,0.0
1135,1135,0.0,0.0
1136,1136,0.0,0.0
1137,1137,0.0,0.0
1138,1138,0.0,0.0
1139,1139,0.0,0.0
1140,1140,0.0,0.0
1141,1141,0.0,0.0
1142,1142,0.0,0.0
1143,1143,0.0,0.0
1144,1144,0.0,0.0
1145,1145,1.0000000116859837e-07,0.0
1146,1146,2.0000000233721948e-07,0.0
1147,1147,1.0000000116861885e-06,1e-06
1148,1148,1.2000000211287898e-06,1e-06
1149,1149,3.000000106112225e-07,0.0
1150,1150,8.000000235596872e-07,1e-06
1151,1151,1.1000000270655051e-06,1e-06
1152,1152,0.0,0.0
1153,1153,0.0,0.0
1154,1154,0.0,0.0
1155,1155,5.000000129484644e-07,1e-06
1156,1156,2.3000000766160723e-06,2e-06
1157,1157,5.2000001460329475e-06,5e-06
1158,1158,7.800000162205855e-06,8e-06
1159,1159,9.900000122797734e-06,1e-05
1160,1160,8.900000011635791e-06,9e-06
1161,1161,3.6999999792898625e-06,4e-06
1162,1162,1.200000021128857e-06,1e-06
1163,1163,3.8000000373018724e-06,4e-06
1164,1164,4.300000000512244e-06,4e-06
1165,1165,1.4999999748965526e-06,1e-06
1166,1166,3.00000003505863e-07,0.0
1167,1167,5.000000058430826e-07,1e-06
1168,1168,1.3000000009810834e-06,1e-06
1169,1169,9.20000013593342e-06,9e-06
1170,1170,1.2100000049030644e-05,1.2e-05
1171,1171,5.099999874857678e-06,5e-06
1172,1172,2.7999999261394803e-06,3e-06
1173,1173,1.7999999641915158e-06,2e-06
1174,1174,1.7000000553936182e-06,2e-06
1175,1175,3.6000000704918147e-06,4e-06
1176,1176,3.0000000492692465e-06,3e-06
1177,1177,1.4000000305714847e-06,1e-06
1178,1178,1.00000002589698e-05,1e-05
1179,1179,1.9300000076328512e-05,1.9e-05
1180,1180,4.260000036993142e-05,4.3e-05
1181,1181,6.180000036693037e-05,6.2e-05
1182,1182,3.139999978429854e-05,3.1e-05
1183,1183,2.1399999127424813e-05,2.1e-05
1184,1184,2.629999926284626e-05,2.6e-05
1185,1185,8.200000081614893e-06,8e-06
1186,1186,8.999999749902486e-07,1e-06
1187,1187,0.0,0.0
1188,1188,0.0,0.0
1189,1189,0.0,0.0
1190,1190,0.0,0.0
1191,1191,0.0,0.0
1192,1192,0.0,0.0
1193,1193,0.0,0.0
1194,1194,0.0,0.0
1195,1195,0.0,0.0
1196,1196,0.0,0.0
1197,1197,0.0,0.0
1198,1198,0.0,0.0
1199,1199,0.0,0.0
1200,1200,0.0,0.0
1201,1201,0.0,0.0
1202,1202,0.0,0.0
1203,1203,0.0,0.0
1204,1204,0.0,0.0
1205,1205,0.0,0.0
1206,1206,0.0,0.0
1207,1207,0.0,0.0
1208,1208,0.0,0.0
1209,1209,0.0,0.0
1210,1210,0.0,0.0
1211,1211,0.0,0.0
1212,1212,0.0,0.0
1213,1213,0.0,0.0
1214,1214,0.0,0.0
1215,1215,0.0,0.0
1216,1216,0.0,0.0
1217,1217,0.0,0.0
1218,1218,1.0000000116859837e-07,0.0
1219,1219,1.0000000116860066e-06,1e-06
1220,1220,9.000000105174081e-07,1e-06
1221,1221,0.0,0.0
1222,1222,2.0000000233719675e-07,0.0
1223,1223,3.0000000350579513e-07,0.0
1224,1224,0.0,0.0
1225,1225,0.0,0.0
1226,1226,3.000000106112905e-07,0.0
1227,1227,1.3999999879389403e-06,1e-06
1228,1228,4.200000049081768e-06,4e-06
1229,1229,6.800000051043821e-06,7e-06
1230,1230,6.300000052305939e-06,6e-06
1231,1231,6.500000097275584e-06,7e-06
1232,1232,8.999999977277117e-06,9e-06
1233,1233,7.09999994796841e-06,7e-06
1234,1234,4.000000046744595e-06,4e-06
1235,1235,4.7000000336083385e-06,5e-06
1236,1236,4.099999955542415e-06,4e-06
1237,1237,2.2999999842455866e-06,2e-06
1238,1238,1.9000000222037325e-06,2e-06
1239,1239,2.299999977140203e-06,2e-06
1240,1240,2.899999927308443e-06,3e-06
1241,1241,5.500000099800639e-06,6e-06
1242,1242,5.400000105737308e-06,5e-06
1243,1243,1.899999979570964e-06,2e-06
1244,1244,1.1000000128546957e-06,1e-06
1245,1245,7.39999993015838e-06,7e-06
1246,1246,1.7500000311089755e-05,1.8e-05
1247,1247,1.650000024255994e-05,1.7e-05
1248,1248,6.999999868640257e-06,7e-06
1249,1249,6.4999998699027015e-06,6e-06
1250,1250,2.18999996945977e-05,2.2e-05
1251,1251,4.120000039620371e-05,4.1e-05
1252,1252,6.320000056803182e-05,6.3e-05
1253,1253,5.900000041947243e-05,5.9e-05
1254,1254,2.1800000389759156e-05,2.2e-05
1255,1255,1.079999953645824e-05,1.1e-05
1256,1256,1.3099999677023029e-05,1.3e-05
1257,1257,4.100000126072484e-06,4e-06
1258,1258,3.000000106112907e-07,0.0
1259,1259,0.0,0.0
1260,1260,0.0,0.0
1261,1261,0.0,0.0
1262,1262,0.0,0.0
1263,1263,0.0,0.0
1264,1264,0.0,0.0
1265,1265,0.0,0.0
1266,1266,0.0,0.0
1267,1267,0.0,0.0
1268,1268,0.0,0.0
1269,1269,0.0,0.0
1270,1270,0.0,0.0
1271,1271,0.0,0.0
1272,1272,0.0,0.0
1273,1273,0.0,0.0
1274,1274,0.0,0.0
1275,1275,0.0,0.0
1276,1276,0.0,0.0
1277,1277,0.0,0.0
1278,1278,0.0,0.0
1279,1279,0.0,0.0
1280,1280,0.0,0.0
1281,1281,0.0,0.0
1282,1282,0.0,0.0
1283,1283,4.999999987376711e-07,0.0
1284,1284,8.000000093489717e-07,1e-06
1285,1285,3.0000001061129497e-07,0.0
1286,1286,0.0,0.0
1287,1287,0.0,0.0
1288,1288,0.0,0.0
1289,1289,0.0,0.0
1290,1290,0.0,0.0
1291,1291,1.0000000116859837e-07,0.0
1292,1292,1.0000000116859837e-07,0.0
1293,1293,0.0,0.0
1294,1294,0.0,0.0
1295,1295,2.0000000233724222e-07,0.0
1296,1296,0.0,0.0
1297,1297,4.0000000467448444e-07,0.0
1298,1298,1.5999999902761597e-06,2e-06
1299,1299,3.499999934320055e-06,3e-06
1300,1300,5.599999951755308e-06,6e-06
1301,1301,6.299999995462588e-06,6e-06
1302,1302,3.9999999899009065e-06,4e-06
1303,1303,3.100000014910562e-06,3e-06
1304,1304,5.700000031083311e-06,6e-06
1305,1305,5.900000019209609e-06,6e-06
1306,1306,3.60000004917513e-06,4e-06
1307,1307,2.8000000398263176e-06,3e-06
1308,1308,3.2999999461935082e-06,3e-06
1309,1309,3.1999999805520717e-06,3e-06
1310,1310,2.9000000267842204e-06,3e-06
1311,1311,3.899999967416089e-06,4e-06
1312,1312,4.89999990804796e-06,5e-06
1313,1313,6.499999926745806e-06,6e-06
1314,1314,5.60000003702064e-06,6e-06
1315,1315,2.7000000670797476e-06,3e-06
1316,1316,1.300000022297388e-06,1e-06
1317,1317,8.299999947780028e-06,8e-06
1318,1318,2.3000000169303167e-05,2.3e-05
1319,1319,3.8299999232550564e-05,3.8e-05
1320,1320,2.5699999014252263e-05,2.6e-05
1321,1321,1.1899999890374676e-05,1.2e-05
1322,1322,3.4199999845441476e-05,3.4e-05
1323,1323,6.639999992330666e-05,6.6e-05
1324,1324,7.399999958579475e-05,7.4e-05
1325,1325,4.109999986212576e-05,4.1e-05
1326,1326,9.000000240177627e-06,9e-06
1327,1327,5.000000058429908e-07,1e-06
1328,1328,2.2000000114985367e-06,2e-06
1329,1329,2.4000000280466567e-06,2e-06
1330,1330,6.000000212225132e-07,1e-06
1331,1331,0.0,0.0
1332,1332,0.0,0.0
1333,1333,0.0,0.0
1334,1334,0.0,0.0
1335,1335,0.0,0.0
1336,1336,0.0,0.0
1337,1337,0.0,0.0
1338,1338,0.0,0.0
1339,1339,0.0,0.0
1340,1340,0.0,0.0
1341,1341,0.0,0.0
1342,1342,0.0,0.0
1343,1343,0.0,0.0
1344,1344,0.0,0.0
1345,1345,0.0,0.0
1346,1346,0.0,0.0
1347,1347,0.0,0.0
1348,1348,0.0,0.0
1349,1349,0.0,0.0
1350,1350,0.0,0.0
1351,1351,0.0,0.0
1352,1352,0.0,0.0
1353,1353,0.0,0.0
1354,1354,0.0,0.0
1355,1355,4.999999987375574e-07,0.0
1356,1356,8.000000093487898e-07,1e-06
1357,1357,3.000000106112268e-07,0.0
1358,1358,0.0,0.0
1359,1359,0.0,0.0
1360,1360,0.0,0.0
1361,1361,0.0,0.0
1362,1362,4.0000000467448444e-07,0.0
1363,1363,1.6000000471196472e-06,2e-06
1364,1364,1.4000000447824049e-06,1e-06
1365,1365,2.0000000233724222e-07,0.0
1366,1366,0.0,0.0
1367,1367,2.0000000233719675e-07,0.0
1368,1368,1.0000000116862111e-07,0.0
1369,1369,1.8999999795711461e-06,2e-06
1370,1370,4.299999972090711e-06,4e-06
1371,1371,4.49999998863858e-06,4e-06
1372,1372,4.6000000111233705e-06,5e-06
1373,1373,5.200000032345997e-06,5e-06
1374,1374,3.600000013648267e-06,4e-06
1375,1375,2.3000000055617073e-06,2e-06
1376,1376,2.0999999961189927e-06,2e-06
1377,1377,1.5000000104235938e-06,2e-06
1378,1378,1.2000000282341492e-06,1e-06
1379,1379,2.099999967697484e-06,2e-06
1380,1380,2.999999935582333e-06,3e-06
1381,1381,2.8999999699408245e-06,3e-06
1382,1382,3.8000000017747395e-06,4e-06
1383,1383,5.600000008598906e-06,6e-06
1384,1384,7.100000061655203e-06,7e-06
1385,1385,9.099999942918805e-06,9e-06
1386,1386,8.099999945443494e-06,8e-06
1387,1387,4.400000079840583e-06,4e-06
1388,1388,1.6000000186977559e-06,2e-06
1389,1389,1.700000019866189e-06,2e-06
1390,1390,7.299999914777489e-06,7e-06
1391,1391,3.249999917897896e-05,3.2e-05
1392,1392,4.390000015064326e-05,4.4e-05
1393,1393,4.420000152549966e-05,4.4e-05
1394,1394,5.39000011485787e-05,5.4e-05
1395,1395,7.59000004109109e-05,7.6e-05
1396,1396,7.719999939581623e-05,7.7e-05
1397,1397,3.139999950008122e-05,3.1e-05
1398,1398,3.400000025521696e-06,3e-06
1399,1399,0.0,0.0
1400,1400,9.99999997475129e-07,1e-06
1401,1401,1.3000000080863515e-06,1e-06
1402,1402,3.000000106112225e-07,0.0
1403,1403,0.0,0.0
1404,1404,0.0,0.0
1405,1405,0.0,0.0
1406,1406,0.0,0.0
1407,1407,0.0,0.0
1408,1408,0.0,0.0
1409,1409,0.0,0.0
1410,1410,0.0,0.0
1411,1411,0.0,0.0
1412,1412,0.0,0.0
1413,1413,0.0,0.0
1414,1414,0.0,0.0
1415,1415,0.0,0.0
1416,1416,0.0,0.0
1417,1417,0.0,0.0
1418,1418,0.0,0.0
1419,1419,0.0,0.0
1420,1420,0.0,0.0
1421,1421,0.0,0.0
1422,1422,0.0,0.0
1423,1423,0.0,0.0
1424,1424,0.0,0.0
1425,1425,0.0,0.0
1426,1426,0.0,0.0
1427,1427,0.0,0.0
1428,1428,0.0,0.0
1429,1429,0.0,0.0
1430,1430,1.000000011686197e-07,0.0
1431,1431,3.0000000350586263e-07,0.0
1432,1432,4.0000000467448444e-07,0.0
1433,1433,3.000000035058633e-07,0.0
1434,1434,1.3000000151919834e-06,1e-06
1435,1435,5.500000014535805e-06,6e-06
1436,1436,5.8999999765777715e-06,6e-06
1437,1437,1.7999999784025705e-06,2e-06
1438,1438,3.000000035058633e-07,0.0
1439,1439,1.0000000116862111e-07,0.0
1440,1440,4.0000001177988904e-07,0.0
1441,1441,3.1999999592358337e-06,3e-06
1442,1442,5.499999929270359e-06,5e-06
1443,1443,4.100000012385829e-06,4e-06
1444,1444,4.100000126072757e-06,4e-06
1445,1445,5.400000077315804e-06,5e-06
1446,1446,3.999999989900996e-06,4e-06
1447,1447,3.5999999568050033e-06,4e-06
1448,1448,3.099999936751135e-06,3e-06
1449,1449,9.999999903698835e-07,1e-06
1450,1450,1.2999999938756772e-06,1e-06
1451,1451,3.399999997100208e-06,3e-06
1452,1452,4.599999954280224e-06,5e-06
1453,1453,4.099999898699174e-06,4e-06
1454,1454,5.399999963628982e-06,5e-06
1455,1455,7.500000037907772e-06,8e-06
1456,1456,7.80000016220572e-06,8e-06
1457,1457,8.400000069741282e-06,8e-06
1458,1458,7.2999999929377844e-06,7e-06
1459,1459,3.900000081102814e-06,4e-06
1460,1460,1.1000000199600778e-06,1e-06
1461,1461,1.0000000116859802e-07,0.0
1462,1462,4.000000117798195e-07,0.0
1463,1463,1.0100000167766793e-05,1e-05
1464,1464,3.7500000985345394e-05,3.8e-05
1465,1465,8.100000104605032e-05,8.1e-05
1466,1466,9.520000003249444e-05,9.5e-05
1467,1467,0.00010799999927258244,0.000108
1468,1468,9.449999924982196e-05,9.4e-05
1469,1469,2.9799999822444363e-05,3e-05
1470,1470,1.4000000305713784e-06,1e-06
1471,1471,0.0,0.0
1472,1472,0.0,0.0
1473,1473,0.0,0.0
1474,1474,0.0,0.0
1475,1475,0.0,0.0
1476,1476,0.0,0.0
1477,1477,0.0,0.0
1478,1478,0.0,0.0
1479,1479,0.0,0.0
1480,1480,0.0,0.0
1481,1481,0.0,0.0
1482,1482,0.0,0.0
1483,1483,0.0,0.0
1484,1484,0.0,0.0
1485,1485,0.0,0.0
1486,1486,0.0,0.0
1487,1487,0.0,0.0
1488,1488,0.0,0.0
1489,1489,0.0,0.0
1490,1490,0.0,0.0
1491,1491,0.0,0.0
1492,1492,0.0,0.0
1493,1493,0.0,0.0
1494,1494,0.0,0.0
1495,1495,0.0,0.0
1496,1496,0.0,0.0
1497,1497,0.0,0.0
1498,1498,0.0,0.0
1499,1499,0.0,0.0
1500,1500,0.0,0.0
1501,1501,0.0,0.0
1502,1502,1.0000000116859696e-07,0.0
1503,1503,6.00000014117083e-07,1e-06
1504,1504,9.000000176229264e-07,1e-06
1505,1505,6.000000070116585e-07,1e-06
1506,1506,1.3000000222972973e-06,1e-06
1507,1507,5.499999986113574e-06,5e-06
1508,1508,6.799999937356665e-06,7e-06
1509,1509,3.4999999485308192e-06,3e-06
1510,1510,1.5999999831707328e-06,2e-06
1511,1511,5.000000058430828e-07,1e-06
1512,1512,1.2999999867702968e-06,1e-06
1513,1513,5.300000054831105e-06,5e-06
1514,1514,5.600000037020506e-06,6e-06
1515,1515,3.099999986488831e-06,3e-06
1516,1516,4.2000000348707096e-06,4e-06
1517,1517,5.299999997987436e-06,5e-06
1518,1518,5.600000065442305e-06,6e-06
1519,1519,5.6000000085987724e-06,6e-06
1520,1520,4.199999921183825e-06,4e-06
1521,1521,2.200000018604055e-06,2e-06
1522,1522,2.299999984245538e-06,2e-06
1523,1523,3.899999967416088e-06,4e-06
1524,1524,5.399999963628872e-06,5e-06
1525,1525,4.5999999542799804e-06,5e-06
1526,1526,3.899999995837569e-06,4e-06
1527,1527,6.099999978914442e-06,6e-06
1528,1528,6.500000040432463e-06,7e-06
1529,1529,5.8000000535684426e-06,6e-06
1530,1530,6.399999961104255e-06,6e-06
1531,1531,4.300000000512375e-06,4e-06
1532,1532,9.000000318338038e-07,1e-06
1533,1533,0.0,0.0
1534,1534,0.0,0.0
1535,1535,4.900000135421668e-06,5e-06
1536,1536,3.509999999096239e-05,3.5e-05
1537,1537,8.07999995231504e-05,8.1e-05
1538,1538,8.639999941805936e-05,8.6e-05
1539,1539,8.589999833929414e-05,8.6e-05
1540,1540,8.469999920634715e-05,8.5e-05
1541,1541,3.550000064933636e-05,3.6e-05
1542,1542,9.00000031833742e-07,1e-06
1543,1543,0.0,0.0
1544,1544,0.0,0.0
1545,1545,0.0,0.0
1546,1546,0.0,0.0
1547,1547,0.0,0.0
1548,1548,0.0,0.0
1549,1549,0.0,0.0
1550,1550,0.0,0.0
1551,1551,0.0,0.0
1552,1552,0.0,0.0
1553,1553,0.0,0.0
1554,1554,0.0,0.0
1555,1555,0.0,0.0
1556,1556,0.0,0.0
1557,1557,0.0,0.0
1558,1558,0.0,0.0
1559,1559,0.0,0.0
1560,1560,0.0,0.0
1561,1561,0.0,0.0
1562,1562,0.0,0.0
1563,1563,0.0,0.0
1564,1564,0.0,0.0
1565,1565,0.0,0.0
1566,1566,0.0,0.0
1567,1567,0.0,0.0
1568,1568,0.0,0.0
1569,1569,0.0,0.0
1570,1570,0.0,0.0
1571,1571,0.0,0.0
1572,1572,0.0,0.0
1573,1573,0.0,0.0
1574,1574,0.0,0.0
1575,1575,4.0000001177984076e-07,0.0
1576,1576,7.000000152856614e-07,1e-06
1577,1577,4.0000000467441626e-07,0.0
1578,1578,5.00000012948442e-07,1e-06
1579,1579,2.500000029215164e-06,3e-06
1580,1580,3.6000000136481274e-06,4e-06
1581,1581,2.699999981814346e-06,3e-06
1582,1582,1.5999999902759327e-06,2e-06
1583,1583,4.000000046743935e-07,0.0
1584,1584,1.900000007992719e-06,2e-06
1585,1585,5.800000110411771e-06,6e-06
1586,1586,5.100000123547819e-06,5e-06
1587,1587,2.4999999936881178e-06,2e-06
1588,1588,3.6999999224462844e-06,4e-06
1589,1589,4.499999874951697e-06,4e-06
1590,1590,5.900000019209856e-06,6e-06
1591,1591,4.600000067966745e-06,5e-06
1592,1592,3.3999999686784577e-06,3e-06
1593,1593,4.59999995428027e-06,5e-06
