,geometry,Longitude,Latitude,ids
337,POINT (-85.10416666666667 -2.71875),-85.10416666666667,-2.71875,337
338,POINT (-85.10416666666667 -1.864583333333334),-85.10416666666667,-1.864583333333334,338
339,POINT (-85.10416666666666 -1.010416666666667),-85.10416666666666,-1.0104166666666667,339
340,POINT (-85.10416666666666 -0.1562500000000002),-85.10416666666666,-0.15625000000000017,340
341,POINT (-85.10416666666667 0.6979166666666663),-85.10416666666667,0.6979166666666663,341
342,POINT (-85.10416666666667 1.552083333333333),-85.10416666666667,1.552083333333333,342
343,POINT (-85.10416666666667 2.406249999999999),-85.10416666666667,2.4062499999999987,343
344,POINT (-85.10416666666667 3.260416666666667),-85.10416666666667,3.2604166666666665,344
345,POINT (-85.10416666666666 4.114583333333334),-85.10416666666666,4.114583333333334,345
346,POINT (-85.10416666666666 4.968749999999999),-85.10416666666666,4.968749999999999,346
347,POINT (-85.10416666666666 5.822916666666665),-85.10416666666666,5.822916666666665,347
348,POINT (-85.10416666666666 6.677083333333334),-85.10416666666666,6.677083333333334,348
349,POINT (-85.10416666666666 7.531250000000001),-85.10416666666666,7.531250000000001,349
350,POINT (-85.10416666666666 8.385416666666666),-85.10416666666666,8.385416666666666,350
351,POINT (-85.10416666666666 9.239583333333332),-85.10416666666666,9.239583333333332,351
352,POINT (-85.10416666666666 10.09375),-85.10416666666666,10.09375,352
353,POINT (-85.10416666666666 10.94791666666666),-85.10416666666666,10.947916666666664,353
354,POINT (-85.10416666666666 11.80208333333333),-85.10416666666666,11.802083333333332,354
355,POINT (-85.10416666666666 12.65624999999999),-85.10416666666666,12.656249999999995,355
356,POINT (-85.10416666666666 13.51041666666666),-85.10416666666666,13.510416666666664,356
357,POINT (-85.10416666666666 14.36458333333333),-85.10416666666666,14.364583333333334,357
358,POINT (-85.10416666666666 15.21875),-85.10416666666666,15.218749999999998,358
359,POINT (-85.10416666666664 16.07291666666666),-85.10416666666664,16.072916666666664,359
360,POINT (-84.14583333333334 -3.572916666666667),-84.14583333333334,-3.572916666666667,360
361,POINT (-84.14583333333334 -2.71875),-84.14583333333334,-2.71875,361
362,POINT (-84.14583333333334 -1.864583333333334),-84.14583333333334,-1.864583333333334,362
363,POINT (-84.14583333333334 -1.010416666666667),-84.14583333333334,-1.0104166666666667,363
364,POINT (-84.14583333333334 -0.1562500000000002),-84.14583333333334,-0.15625000000000017,364
365,POINT (-84.14583333333334 0.6979166666666663),-84.14583333333334,0.6979166666666663,365
366,POINT (-84.14583333333334 1.552083333333333),-84.14583333333334,1.552083333333333,366
367,POINT (-84.14583333333334 2.406249999999999),-84.14583333333334,2.4062499999999987,367
368,POINT (-84.14583333333334 3.260416666666667),-84.14583333333334,3.2604166666666665,368
369,POINT (-84.14583333333334 4.114583333333334),-84.14583333333334,4.114583333333334,369
370,POINT (-84.14583333333334 4.968749999999999),-84.14583333333334,4.968749999999999,370
371,POINT (-84.14583333333334 5.822916666666665),-84.14583333333334,5.822916666666665,371
372,POINT (-84.14583333333334 6.677083333333334),-84.14583333333334,6.677083333333334,372
373,POINT (-84.14583333333334 7.531250000000001),-84.14583333333334,7.531250000000001,373
374,POINT (-84.14583333333334 8.385416666666666),-84.14583333333334,8.385416666666666,374
375,POINT (-84.14583333333334 9.239583333333332),-84.14583333333334,9.239583333333332,375
376,POINT (-84.14583333333334 10.09375),-84.14583333333334,10.09375,376
377,POINT (-84.14583333333334 10.94791666666666),-84.14583333333334,10.947916666666664,377
378,POINT (-84.14583333333334 11.80208333333333),-84.14583333333334,11.802083333333332,378
379,POINT (-84.14583333333334 12.65624999999999),-84.14583333333334,12.656249999999995,379
380,POINT (-84.14583333333334 13.51041666666666),-84.14583333333334,13.510416666666664,380
381,POINT (-84.14583333333334 14.36458333333333),-84.14583333333334,14.364583333333334,381
382,POINT (-84.14583333333334 15.21875),-84.14583333333334,15.218749999999998,382
383,POINT (-84.14583333333336 16.07291666666666),-84.14583333333336,16.072916666666664,383
384,POINT (-83.1875 -3.572916666666667),-83.1875,-3.572916666666667,384
385,POINT (-83.1875 -2.71875),-83.1875,-2.71875,385
386,POINT (-83.1875 -1.864583333333334),-83.1875,-1.864583333333334,386
387,POINT (-83.18750000000001 -1.010416666666667),-83.18750000000001,-1.0104166666666667,387
388,POINT (-83.18750000000001 -0.1562500000000002),-83.18750000000001,-0.15625000000000017,388
389,POINT (-83.1875 0.6979166666666663),-83.1875,0.6979166666666663,389
390,POINT (-83.1875 1.552083333333333),-83.1875,1.552083333333333,390
391,POINT (-83.1875 2.406249999999999),-83.1875,2.4062499999999987,391
392,POINT (-83.1875 3.260416666666667),-83.1875,3.2604166666666665,392
393,POINT (-83.1875 4.114583333333334),-83.1875,4.114583333333334,393
394,POINT (-83.1875 4.968749999999999),-83.1875,4.968749999999999,394
395,POINT (-83.1875 5.822916666666665),-83.1875,5.822916666666665,395
396,POINT (-83.1875 6.677083333333334),-83.1875,6.677083333333334,396
397,POINT (-83.1875 7.531250000000001),-83.1875,7.531250000000001,397
398,POINT (-83.18750000000001 8.385416666666666),-83.18750000000001,8.385416666666666,398
399,POINT (-83.18750000000001 9.239583333333332),-83.18750000000001,9.239583333333332,399
400,POINT (-83.18750000000001 10.09375),-83.18750000000001,10.09375,400
401,POINT (-83.18750000000001 10.94791666666666),-83.18750000000001,10.947916666666664,401
402,POINT (-83.18750000000001 11.80208333333333),-83.18750000000001,11.802083333333332,402
403,POINT (-83.18750000000001 12.65624999999999),-83.18750000000001,12.656249999999995,403
404,POINT (-83.18750000000001 13.51041666666666),-83.18750000000001,13.510416666666664,404
405,POINT (-83.18750000000001 14.36458333333333),-83.18750000000001,14.364583333333334,405
406,POINT (-83.18750000000001 15.21875),-83.18750000000001,15.218749999999998,406
407,POINT (-83.1875 16.07291666666666),-83.1875,16.072916666666664,407
408,POINT (-82.22916666666667 -3.572916666666667),-82.22916666666667,-3.572916666666667,408
409,POINT (-82.22916666666667 -2.71875),-82.22916666666667,-2.71875,409
410,POINT (-82.22916666666667 -1.864583333333334),-82.22916666666667,-1.864583333333334,410
411,POINT (-82.22916666666666 -1.010416666666667),-82.22916666666666,-1.0104166666666667,411
412,POINT (-82.22916666666666 -0.1562500000000002),-82.22916666666666,-0.15625000000000017,412
413,POINT (-82.22916666666667 0.6979166666666663),-82.22916666666667,0.6979166666666663,413
414,POINT (-82.22916666666667 1.552083333333333),-82.22916666666667,1.552083333333333,414
415,POINT (-82.22916666666667 2.406249999999999),-82.22916666666667,2.4062499999999987,415
416,POINT (-82.22916666666667 3.260416666666667),-82.22916666666667,3.2604166666666665,416
417,POINT (-82.22916666666666 4.114583333333334),-82.22916666666666,4.114583333333334,417
418,POINT (-82.22916666666666 4.968749999999999),-82.22916666666666,4.968749999999999,418
419,POINT (-82.22916666666666 5.822916666666665),-82.22916666666666,5.822916666666665,419
420,POINT (-82.22916666666666 6.677083333333334),-82.22916666666666,6.677083333333334,420
421,POINT (-82.22916666666666 7.531250000000001),-82.22916666666666,7.531250000000001,421
422,POINT (-82.22916666666666 8.385416666666666),-82.22916666666666,8.385416666666666,422
423,POINT (-82.22916666666666 9.239583333333332),-82.22916666666666,9.239583333333332,423
424,POINT (-82.22916666666666 10.09375),-82.22916666666666,10.09375,424
425,POINT (-82.22916666666666 10.94791666666666),-82.22916666666666,10.947916666666664,425
426,POINT (-82.22916666666666 11.80208333333333),-82.22916666666666,11.802083333333332,426
427,POINT (-82.22916666666666 12.65624999999999),-82.22916666666666,12.656249999999995,427
428,POINT (-82.22916666666666 13.51041666666666),-82.22916666666666,13.510416666666664,428
429,POINT (-82.22916666666666 14.36458333333333),-82.22916666666666,14.364583333333334,429
430,POINT (-82.22916666666666 15.21875),-82.22916666666666,15.218749999999998,430
431,POINT (-82.22916666666666 16.07291666666666),-82.22916666666666,16.072916666666664,431
432,POINT (-81.27083333333334 -3.572916666666667),-81.27083333333334,-3.572916666666667,432
433,POINT (-81.27083333333334 -2.71875),-81.27083333333334,-2.71875,433
434,POINT (-81.27083333333334 -1.864583333333334),-81.27083333333334,-1.864583333333334,434
435,POINT (-81.27083333333334 -1.010416666666667),-81.27083333333334,-1.0104166666666667,435
436,POINT (-81.27083333333334 -0.1562500000000002),-81.27083333333334,-0.15625000000000017,436
437,POINT (-81.27083333333334 0.6979166666666663),-81.27083333333334,0.6979166666666663,437
438,POINT (-81.27083333333334 1.552083333333333),-81.27083333333334,1.552083333333333,438
439,POINT (-81.27083333333334 2.406249999999999),-81.27083333333334,2.4062499999999987,439
440,POINT (-81.27083333333334 3.260416666666667),-81.27083333333334,3.2604166666666665,440
441,POINT (-81.27083333333333 4.114583333333334),-81.27083333333333,4.114583333333334,441
442,POINT (-81.27083333333333 4.968749999999999),-81.27083333333333,4.968749999999999,442
443,POINT (-81.27083333333333 5.822916666666665),-81.27083333333333,5.822916666666665,443
444,POINT (-81.27083333333333 6.677083333333334),-81.27083333333333,6.677083333333334,444
445,POINT (-81.27083333333333 7.531250000000001),-81.27083333333333,7.531250000000001,445
446,POINT (-81.27083333333334 8.385416666666666),-81.27083333333334,8.385416666666666,446
447,POINT (-81.27083333333334 9.239583333333332),-81.27083333333334,9.239583333333332,447
448,POINT (-81.27083333333334 10.09375),-81.27083333333334,10.09375,448
449,POINT (-81.27083333333334 10.94791666666666),-81.27083333333334,10.947916666666664,449
450,POINT (-81.27083333333334 11.80208333333333),-81.27083333333334,11.802083333333332,450
451,POINT (-81.27083333333334 12.65624999999999),-81.27083333333334,12.656249999999995,451
452,POINT (-81.27083333333334 13.51041666666666),-81.27083333333334,13.510416666666664,452
453,POINT (-81.27083333333334 14.36458333333333),-81.27083333333334,14.364583333333334,453
454,POINT (-81.27083333333334 15.21875),-81.27083333333334,15.218749999999998,454
455,POINT (-81.27083333333336 16.07291666666666),-81.27083333333336,16.072916666666664,455
456,POINT (-80.3125 -3.572916666666667),-80.3125,-3.572916666666667,456
457,POINT (-80.3125 -2.71875),-80.3125,-2.71875,457
458,POINT (-80.3125 -1.864583333333334),-80.3125,-1.864583333333334,458
459,POINT (-80.3125 -1.010416666666667),-80.3125,-1.0104166666666667,459
460,POINT (-80.3125 -0.1562500000000002),-80.3125,-0.15625000000000017,460
461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,461
462,POINT (-80.3125 1.552083333333333),-80.3125,1.552083333333333,462
463,POINT (-80.3125 2.406249999999999),-80.3125,2.4062499999999987,463
464,POINT (-80.3125 3.260416666666667),-80.3125,3.2604166666666665,464
465,POINT (-80.3125 4.114583333333334),-80.3125,4.114583333333334,465
466,POINT (-80.3125 4.968749999999999),-80.3125,4.968749999999999,466
467,POINT (-80.3125 5.822916666666665),-80.3125,5.822916666666665,467
468,POINT (-80.3125 6.677083333333334),-80.3125,6.677083333333334,468
469,POINT (-80.3125 7.531250000000001),-80.3125,7.531250000000001,469
470,POINT (-80.3125 8.385416666666666),-80.3125,8.385416666666666,470
471,POINT (-80.3125 9.239583333333332),-80.3125,9.239583333333332,471
472,POINT (-80.3125 10.09375),-80.3125,10.09375,472
473,POINT (-80.3125 10.94791666666666),-80.3125,10.947916666666664,473
474,POINT (-80.3125 11.80208333333333),-80.3125,11.802083333333332,474
475,POINT (-80.3125 12.65624999999999),-80.3125,12.656249999999995,475
476,POINT (-80.3125 13.51041666666666),-80.3125,13.510416666666664,476
477,POINT (-80.3125 14.36458333333333),-80.3125,14.364583333333334,477
478,POINT (-80.3125 15.21875),-80.3125,15.218749999999998,478
479,POINT (-80.31249999999999 16.07291666666666),-80.31249999999999,16.072916666666664,479
480,POINT (-79.35416666666667 -3.572916666666667),-79.35416666666667,-3.572916666666667,480
481,POINT (-79.35416666666667 -2.71875),-79.35416666666667,-2.71875,481
482,POINT (-79.35416666666667 -1.864583333333334),-79.35416666666667,-1.864583333333334,482
483,POINT (-79.35416666666666 -1.010416666666667),-79.35416666666666,-1.0104166666666667,483
484,POINT (-79.35416666666666 -0.1562500000000002),-79.35416666666666,-0.15625000000000017,484
485,POINT (-79.35416666666667 0.6979166666666663),-79.35416666666667,0.6979166666666663,485
486,POINT (-79.35416666666667 1.552083333333333),-79.35416666666667,1.552083333333333,486
487,POINT (-79.35416666666667 2.406249999999999),-79.35416666666667,2.4062499999999987,487
488,POINT (-79.35416666666667 3.260416666666667),-79.35416666666667,3.2604166666666665,488
489,POINT (-79.35416666666666 4.114583333333334),-79.35416666666666,4.114583333333334,489
490,POINT (-79.35416666666666 4.968749999999999),-79.35416666666666,4.968749999999999,490
491,POINT (-79.35416666666666 5.822916666666665),-79.35416666666666,5.822916666666665,491
492,POINT (-79.35416666666666 6.677083333333334),-79.35416666666666,6.677083333333334,492
493,POINT (-79.35416666666666 7.531250000000001),-79.35416666666666,7.531250000000001,493
494,POINT (-79.35416666666666 8.385416666666666),-79.35416666666666,8.385416666666666,494
495,POINT (-79.35416666666666 9.239583333333332),-79.35416666666666,9.239583333333332,495
496,POINT (-79.35416666666666 10.09375),-79.35416666666666,10.09375,496
497,POINT (-79.35416666666666 10.94791666666666),-79.35416666666666,10.947916666666664,497
498,POINT (-79.35416666666666 11.80208333333333),-79.35416666666666,11.802083333333332,498
499,POINT (-79.35416666666666 12.65624999999999),-79.35416666666666,12.656249999999995,499
500,POINT (-79.35416666666666 13.51041666666666),-79.35416666666666,13.510416666666664,500
501,POINT (-79.35416666666666 14.36458333333333),-79.35416666666666,14.364583333333334,501
502,POINT (-79.35416666666666 15.21875),-79.35416666666666,15.218749999999998,502
503,POINT (-79.35416666666666 16.07291666666666),-79.35416666666666,16.072916666666664,503
504,POINT (-78.39583333333334 -3.572916666666667),-78.39583333333334,-3.572916666666667,504
505,POINT (-78.39583333333334 -2.71875),-78.39583333333334,-2.71875,505
506,POINT (-78.39583333333334 -1.864583333333334),-78.39583333333334,-1.864583333333334,506
507,POINT (-78.39583333333334 -1.010416666666667),-78.39583333333334,-1.0104166666666667,507
508,POINT (-78.39583333333334 -0.1562500000000002),-78.39583333333334,-0.15625000000000017,508
509,POINT (-78.39583333333334 0.6979166666666663),-78.39583333333334,0.6979166666666663,509
510,POINT (-78.39583333333334 1.552083333333333),-78.39583333333334,1.552083333333333,510
511,POINT (-78.39583333333334 2.406249999999999),-78.39583333333334,2.4062499999999987,511
512,POINT (-78.39583333333334 3.260416666666667),-78.39583333333334,3.2604166666666665,512
513,POINT (-78.39583333333333 4.114583333333334),-78.39583333333333,4.114583333333334,513
514,POINT (-78.39583333333333 4.968749999999999),-78.39583333333333,4.968749999999999,514
515,POINT (-78.39583333333333 5.822916666666665),-78.39583333333333,5.822916666666665,515
516,POINT (-78.39583333333333 6.677083333333334),-78.39583333333333,6.677083333333334,516
517,POINT (-78.39583333333333 7.531250000000001),-78.39583333333333,7.531250000000001,517
518,POINT (-78.39583333333334 8.385416666666666),-78.39583333333334,8.385416666666666,518
519,POINT (-78.39583333333334 9.239583333333332),-78.39583333333334,9.239583333333332,519
520,POINT (-78.39583333333334 10.09375),-78.39583333333334,10.09375,520
521,POINT (-78.39583333333334 10.94791666666666),-78.39583333333334,10.947916666666664,521
522,POINT (-78.39583333333334 11.80208333333333),-78.39583333333334,11.802083333333332,522
523,POINT (-78.39583333333334 12.65624999999999),-78.39583333333334,12.656249999999995,523
524,POINT (-78.39583333333334 13.51041666666666),-78.39583333333334,13.510416666666664,524
525,POINT (-78.39583333333334 14.36458333333333),-78.39583333333334,14.364583333333334,525
526,POINT (-78.39583333333334 15.21875),-78.39583333333334,15.218749999999998,526
527,POINT (-78.39583333333334 16.07291666666666),-78.39583333333334,16.072916666666664,527
528,POINT (-77.4375 -3.572916666666667),-77.4375,-3.572916666666667,528
529,POINT (-77.4375 -2.71875),-77.4375,-2.71875,529
530,POINT (-77.4375 -1.864583333333334),-77.4375,-1.864583333333334,530
531,POINT (-77.43749999999999 -1.010416666666667),-77.43749999999999,-1.0104166666666667,531
532,POINT (-77.43749999999999 -0.1562500000000002),-77.43749999999999,-0.15625000000000017,532
533,POINT (-77.4375 0.6979166666666663),-77.4375,0.6979166666666663,533
534,POINT (-77.4375 1.552083333333333),-77.4375,1.552083333333333,534
535,POINT (-77.4375 2.406249999999999),-77.4375,2.4062499999999987,535
536,POINT (-77.4375 3.260416666666667),-77.4375,3.2604166666666665,536
537,POINT (-77.43749999999999 4.114583333333334),-77.43749999999999,4.114583333333334,537
538,POINT (-77.43749999999999 4.968749999999999),-77.43749999999999,4.968749999999999,538
539,POINT (-77.43749999999999 5.822916666666665),-77.43749999999999,5.822916666666665,539
540,POINT (-77.43749999999999 6.677083333333334),-77.43749999999999,6.677083333333334,540
541,POINT (-77.43749999999999 7.531250000000001),-77.43749999999999,7.531250000000001,541
542,POINT (-77.4375 8.385416666666666),-77.4375,8.385416666666666,542
543,POINT (-77.4375 9.239583333333332),-77.4375,9.239583333333332,543
544,POINT (-77.4375 10.09375),-77.4375,10.09375,544
545,POINT (-77.4375 10.94791666666666),-77.4375,10.947916666666664,545
546,POINT (-77.4375 11.80208333333333),-77.4375,11.802083333333332,546
547,POINT (-77.4375 12.65624999999999),-77.4375,12.656249999999995,547
548,POINT (-77.4375 13.51041666666666),-77.4375,13.510416666666664,548
549,POINT (-77.4375 14.36458333333333),-77.4375,14.364583333333334,549
550,POINT (-77.4375 15.21875),-77.4375,15.218749999999998,550
551,POINT (-77.4375 16.07291666666666),-77.4375,16.072916666666664,551
552,POINT (-76.47916666666666 -3.572916666666667),-76.47916666666666,-3.572916666666667,552
553,POINT (-76.47916666666666 -2.71875),-76.47916666666666,-2.71875,553
554,POINT (-76.47916666666666 -1.864583333333334),-76.47916666666666,-1.864583333333334,554
555,POINT (-76.47916666666666 -1.010416666666667),-76.47916666666666,-1.0104166666666667,555
556,POINT (-76.47916666666666 -0.1562500000000002),-76.47916666666666,-0.15625000000000017,556
557,POINT (-76.47916666666666 0.6979166666666663),-76.47916666666666,0.6979166666666663,557
558,POINT (-76.47916666666666 1.552083333333333),-76.47916666666666,1.552083333333333,558
559,POINT (-76.47916666666666 2.406249999999999),-76.47916666666666,2.4062499999999987,559
560,POINT (-76.47916666666666 3.260416666666667),-76.47916666666666,3.2604166666666665,560
561,POINT (-76.47916666666666 4.114583333333334),-76.47916666666666,4.114583333333334,561
562,POINT (-76.47916666666666 4.968749999999999),-76.47916666666666,4.968749999999999,562
563,POINT (-76.47916666666666 5.822916666666665),-76.47916666666666,5.822916666666665,563
564,POINT (-76.47916666666666 6.677083333333334),-76.47916666666666,6.677083333333334,564
565,POINT (-76.47916666666666 7.531250000000001),-76.47916666666666,7.531250000000001,565
566,POINT (-76.47916666666666 8.385416666666666),-76.47916666666666,8.385416666666666,566
567,POINT (-76.47916666666666 9.239583333333332),-76.47916666666666,9.239583333333332,567
568,POINT (-76.47916666666666 10.09375),-76.47916666666666,10.09375,568
569,POINT (-76.47916666666666 10.94791666666666),-76.47916666666666,10.947916666666664,569
570,POINT (-76.47916666666666 11.80208333333333),-76.47916666666666,11.802083333333332,570
571,POINT (-76.47916666666666 12.65624999999999),-76.47916666666666,12.656249999999995,571
572,POINT (-76.47916666666666 13.51041666666666),-76.47916666666666,13.510416666666664,572
573,POINT (-76.47916666666666 14.36458333333333),-76.47916666666666,14.364583333333334,573
574,POINT (-76.47916666666666 15.21875),-76.47916666666666,15.218749999999998,574
575,POINT (-76.47916666666666 16.07291666666666),-76.47916666666666,16.072916666666664,575
