,ids,Land,map_tiles
1597,1597,1,water
1598,1598,1,water
1599,1599,1,water
1600,1600,1,water
1601,1601,1,water
1602,1602,1,water
1603,1603,1,water
1604,1604,1,water
1605,1605,1,water
1606,1606,1,water
1607,1607,1,water
1608,1608,1,water
1609,1609,1,water
1610,1610,1,water
1611,1611,1,water
1612,1612,1,water
1613,1613,1,water
1614,1614,1,water
1615,1615,1,water
1616,1616,1,water
1617,1617,1,water
1618,1618,1,water
1619,1619,1,water
1620,1620,1,water
1621,1621,1,water
1622,1622,1,water
1623,1623,1,water
1624,1624,1,water
1625,1625,1,water
1626,1626,1,water
1627,1627,1,water
1628,1628,1,water
1629,1629,1,water
1630,1630,1,water
1631,1631,1,water
1632,1632,1,water
1633,1633,1,water
1634,1634,1,water
1635,1635,1,water
1636,1636,1,water
1637,1637,2,land
1638,1638,2,land
1639,1639,2,land
1640,1640,2,land
1641,1641,2,land
1642,1642,2,land
1643,1643,2,land
1644,1644,2,land
1645,1645,2,land
1646,1646,2,land
1647,1647,1,water
1648,1648,1,water
1649,1649,1,water
1650,1650,1,water
1651,1651,1,water
1652,1652,1,water
1653,1653,1,water
1654,1654,1,water
1655,1655,1,water
1656,1656,1,water
1657,1657,1,water
1658,1658,1,water
1659,1659,1,water
1660,1660,1,water
1661,1661,1,water
1662,1662,1,water
1663,1663,1,water
1664,1664,1,water
1665,1665,1,water
1666,1666,1,water
1667,1667,1,water
1668,1668,1,water
1669,1669,1,water
1670,1670,1,water
1671,1671,1,water
1672,1672,1,water
1673,1673,1,water
1674,1674,1,water
1675,1675,1,water
1676,1676,1,water
1677,1677,1,water
1678,1678,1,water
1679,1679,1,water
1680,1680,1,water
1681,1681,1,water
1682,1682,1,water
1683,1683,1,water
1684,1684,1,water
1685,1685,1,water
1686,1686,1,water
1687,1687,1,water
1688,1688,1,water
1689,1689,1,water
1690,1690,1,water
1691,1691,1,water
1692,1692,1,water
1693,1693,1,water
1694,1694,1,water
1695,1695,1,water
1696,1696,1,water
1697,1697,1,water
1698,1698,1,water
1699,1699,1,water
1700,1700,1,water
1701,1701,1,water
1702,1702,1,water
1703,1703,1,water
1704,1704,1,water
1705,1705,1,water
1706,1706,1,water
1707,1707,2,land
1708,1708,1,water
1709,1709,2,land
1710,1710,2,land
1711,1711,2,land
1712,1712,2,land
1713,1713,2,land
1714,1714,2,land
1715,1715,2,land
1716,1716,2,land
1717,1717,2,land
1718,1718,2,land
1719,1719,1,water
1720,1720,1,water
1721,1721,1,water
1722,1722,1,water
1723,1723,1,water
1724,1724,1,water
1725,1725,1,water
1726,1726,1,water
1727,1727,1,water
1728,1728,1,water
1729,1729,1,water
1730,1730,1,water
1731,1731,1,water
1732,1732,1,water
1733,1733,1,water
1734,1734,1,water
1735,1735,1,water
1736,1736,1,water
1737,1737,1,water
1738,1738,1,water
1739,1739,1,water
1740,1740,1,water
1741,1741,1,water
1742,1742,1,water
1743,1743,1,water
1744,1744,1,water
1745,1745,1,water
1746,1746,1,water
1747,1747,1,water
1748,1748,1,water
1749,1749,1,water
1750,1750,1,water
1751,1751,1,water
1752,1752,1,water
1753,1753,1,water
1754,1754,1,water
1755,1755,1,water
1756,1756,1,water
1757,1757,1,water
1758,1758,1,water
1759,1759,1,water
1760,1760,1,water
1761,1761,1,water
1762,1762,1,water
1763,1763,1,water
1764,1764,1,water
1765,1765,1,water
1766,1766,1,water
1767,1767,1,water
1768,1768,1,water
1769,1769,1,water
1770,1770,1,water
1771,1771,1,water
1772,1772,1,water
1773,1773,1,water
1774,1774,1,water
1775,1775,1,water
1776,1776,1,water
1777,1777,1,water
1778,1778,1,water
1779,1779,2,land
1780,1780,2,land
1781,1781,2,land
1782,1782,2,land
1783,1783,2,land
1784,1784,2,land
1785,1785,2,land
1786,1786,2,land
1787,1787,2,land
1788,1788,2,land
1789,1789,2,land
1790,1790,2,land
1791,1791,1,water
1792,1792,1,water
1793,1793,1,water
1794,1794,1,water
1795,1795,1,water
1796,1796,1,water
1797,1797,1,water
1798,1798,1,water
1799,1799,1,water
1800,1800,1,water
1801,1801,1,water
1802,1802,1,water
1803,1803,1,water
1804,1804,1,water
1805,1805,1,water
1806,1806,1,water
1807,1807,1,water
1808,1808,1,water
1809,1809,1,water
1810,1810,1,water
1811,1811,1,water
1812,1812,1,water
1813,1813,1,water
1814,1814,1,water
1815,1815,1,water
1816,1816,1,water
1817,1817,1,water
1818,1818,1,water
1819,1819,1,water
1820,1820,1,water
1821,1821,1,water
1822,1822,1,water
1823,1823,1,water
1824,1824,1,water
1825,1825,1,water
1826,1826,1,water
1827,1827,1,water
1828,1828,1,water
1829,1829,1,water
1830,1830,1,water
1831,1831,1,water
1832,1832,1,water
1833,1833,1,water
1834,1834,1,water
1835,1835,1,water
1836,1836,1,water
1837,1837,1,water
1838,1838,1,water
1839,1839,1,water
1840,1840,1,water
1841,1841,1,water
1842,1842,1,water
1843,1843,1,water
1844,1844,1,water
1845,1845,1,water
1846,1846,1,water
1847,1847,1,water
1848,1848,1,water
1849,1849,1,water
1850,1850,2,land
1851,1851,2,land
1852,1852,2,land
1853,1853,2,land
1854,1854,2,land
1855,1855,2,land
1856,1856,2,land
1857,1857,2,land
1858,1858,2,land
1859,1859,2,land
1860,1860,2,land
1861,1861,2,land
1862,1862,2,land
1863,1863,1,water
1864,1864,1,water
1865,1865,1,water
1866,1866,1,water
1867,1867,1,water
1868,1868,1,water
1869,1869,1,water
1870,1870,1,water
1871,1871,1,water
1872,1872,1,water
1873,1873,1,water
1874,1874,1,water
1875,1875,1,water
1876,1876,1,water
1877,1877,1,water
1878,1878,1,water
1879,1879,1,water
1880,1880,1,water
1881,1881,1,water
1882,1882,1,water
1883,1883,1,water
1884,1884,1,water
1885,1885,1,water
1886,1886,1,water
1887,1887,1,water
1888,1888,1,water
1889,1889,1,water
1890,1890,1,water
1891,1891,1,water
1892,1892,1,water
1893,1893,1,water
1894,1894,1,water
1895,1895,1,water
1896,1896,1,water
1897,1897,1,water
1898,1898,1,water
1899,1899,1,water
1900,1900,1,water
1901,1901,1,water
1902,1902,1,water
1903,1903,1,water
1904,1904,1,water
1905,1905,1,water
1906,1906,1,water
1907,1907,1,water
1908,1908,1,water
1909,1909,1,water
1910,1910,1,water
1911,1911,1,water
1912,1912,1,water
1913,1913,1,water
1914,1914,1,water
1915,1915,1,water
1916,1916,1,water
1917,1917,1,water
1918,1918,1,water
1919,1919,1,water
1920,1920,1,water
1921,1921,2,land
1922,1922,2,land
1923,1923,2,land
1924,1924,2,land
1925,1925,2,land
1926,1926,2,land
1927,1927,2,land
1928,1928,2,land
1929,1929,2,land
1930,1930,2,land
1931,1931,2,land
1932,1932,2,land
1933,1933,2,land
1934,1934,2,land
1935,1935,1,water
1936,1936,1,water
1937,1937,1,water
1938,1938,1,water
1939,1939,1,water
1940,1940,1,water
1941,1941,1,water
1942,1942,1,water
1943,1943,1,water
1944,1944,1,water
1945,1945,1,water
1946,1946,1,water
1947,1947,1,water
1948,1948,1,water
1949,1949,1,water
1950,1950,1,water
1951,1951,1,water
1952,1952,1,water
1953,1953,1,water
1954,1954,1,water
1955,1955,1,water
1956,1956,1,water
1957,1957,1,water
1958,1958,1,water
1959,1959,1,water
1960,1960,1,water
1961,1961,1,water
1962,1962,1,water
1963,1963,1,water
1964,1964,1,water
1965,1965,1,water
1966,1966,1,water
1967,1967,1,water
1968,1968,1,water
1969,1969,1,water
1970,1970,1,water
1971,1971,1,water
1972,1972,1,water
1973,1973,1,water
1974,1974,1,water
1975,1975,1,water
1976,1976,1,water
1977,1977,1,water
1978,1978,1,water
1979,1979,1,water
1980,1980,1,water
1981,1981,1,water
1982,1982,1,water
1983,1983,1,water
1984,1984,1,water
1985,1985,1,water
1986,1986,1,water
1987,1987,1,water
1988,1988,1,water
1989,1989,1,water
1990,1990,1,water
1991,1991,1,water
1992,1992,2,land
1993,1993,2,land
1994,1994,2,land
1995,1995,2,land
1996,1996,2,land
1997,1997,2,land
1998,1998,2,land
1999,1999,2,land
2000,2000,2,land
2001,2001,2,land
2002,2002,2,land
2003,2003,2,land
2004,2004,2,land
2005,2005,2,land
2006,2006,2,land
2007,2007,1,water
2008,2008,1,water
2009,2009,1,water
2010,2010,1,water
2011,2011,1,water
2012,2012,1,water
2013,2013,1,water
2014,2014,1,water
2015,2015,1,water
2016,2016,1,water
2017,2017,1,water
2018,2018,1,water
2019,2019,1,water
2020,2020,1,water
2021,2021,1,water
2022,2022,1,water
2023,2023,1,water
2024,2024,1,water
2025,2025,1,water
2026,2026,1,water
2027,2027,1,water
2028,2028,1,water
2029,2029,1,water
2030,2030,1,water
2031,2031,1,water
2032,2032,1,water
2033,2033,1,water
2034,2034,1,water
2035,2035,1,water
2036,2036,1,water
2037,2037,1,water
2038,2038,1,water
2039,2039,1,water
2040,2040,1,water
2041,2041,1,water
2042,2042,1,water
2043,2043,1,water
2044,2044,1,water
2045,2045,1,water
2046,2046,1,water
2047,2047,1,water
2048,2048,1,water
2049,2049,1,water
2050,2050,1,water
2051,2051,1,water
2052,2052,1,water
2053,2053,1,water
2054,2054,1,water
2055,2055,1,water
2056,2056,1,water
2057,2057,1,water
2058,2058,1,water
2059,2059,1,water
2060,2060,1,water
2061,2061,1,water
2062,2062,1,water
2063,2063,2,land
2064,2064,2,land
2065,2065,2,land
2066,2066,2,land
2067,2067,2,land
2068,2068,2,land
2069,2069,2,land
2070,2070,2,land
2071,2071,2,land
2072,2072,2,land
2073,2073,2,land
2074,2074,2,land
2075,2075,2,land
2076,2076,2,land
2077,2077,2,land
2078,2078,2,land
2079,2079,1,water
2080,2080,1,water
2081,2081,1,water
2082,2082,1,water
2083,2083,1,water
2084,2084,1,water
2085,2085,1,water
2086,2086,1,water
2087,2087,1,water
2088,2088,1,water
2089,2089,1,water
2090,2090,1,water
2091,2091,1,water
2092,2092,1,water
2093,2093,1,water
2094,2094,1,water
2095,2095,1,water
2096,2096,1,water
2097,2097,1,water
2098,2098,1,water
2099,2099,1,water
2100,2100,1,water
2101,2101,1,water
2102,2102,1,water
2103,2103,1,water
2104,2104,1,water
2105,2105,1,water
2106,2106,1,water
2107,2107,1,water
2108,2108,1,water
2109,2109,1,water
2110,2110,1,water
2111,2111,1,water
2112,2112,1,water
2113,2113,1,water
2114,2114,1,water
2115,2115,1,water
2116,2116,1,water
2117,2117,1,water
2118,2118,1,water
2119,2119,1,water
2120,2120,1,water
2121,2121,1,water
2122,2122,1,water
2123,2123,1,water
2124,2124,1,water
2125,2125,1,water
2126,2126,1,water
2127,2127,1,water
2128,2128,1,water
2129,2129,1,water
2130,2130,1,water
2131,2131,1,water
2132,2132,1,water
2133,2133,1,water
2134,2134,2,land
2135,2135,2,land
2136,2136,2,land
2137,2137,2,land
2138,2138,2,land
2139,2139,2,land
2140,2140,2,land
2141,2141,2,land
2142,2142,2,land
2143,2143,2,land
2144,2144,2,land
2145,2145,2,land
2146,2146,2,land
2147,2147,2,land
2148,2148,2,land
2149,2149,2,land
2150,2150,2,land
2151,2151,2,land
2152,2152,1,water
2153,2153,1,water
2154,2154,1,water
2155,2155,1,water
2156,2156,1,water
2157,2157,1,water
2158,2158,1,water
2159,2159,1,water
2160,2160,1,water
2161,2161,1,water
2162,2162,1,water
2163,2163,1,water
2164,2164,1,water
2165,2165,1,water
2166,2166,1,water
2167,2167,1,water
2168,2168,1,water
2169,2169,1,water
2170,2170,1,water
2171,2171,1,water
2172,2172,1,water
2173,2173,1,water
2174,2174,1,water
2175,2175,1,water
2176,2176,1,water
2177,2177,1,water
2178,2178,1,water
2179,2179,1,water
2180,2180,1,water
2181,2181,1,water
2182,2182,1,water
2183,2183,1,water
2184,2184,1,water
2185,2185,1,water
2186,2186,1,water
2187,2187,1,water
2188,2188,1,water
2189,2189,1,water
2190,2190,1,water
2191,2191,1,water
2192,2192,1,water
2193,2193,1,water
2194,2194,1,water
2195,2195,1,water
2196,2196,1,water
2197,2197,1,water
2198,2198,1,water
2199,2199,1,water
2200,2200,1,water
2201,2201,1,water
2202,2202,1,water
2203,2203,1,water
2204,2204,1,water
2205,2205,2,land
2206,2206,2,land
2207,2207,2,land
2208,2208,2,land
2209,2209,2,land
2210,2210,2,land
2211,2211,2,land
2212,2212,2,land
2213,2213,2,land
2214,2214,2,land
2215,2215,2,land
2216,2216,2,land
2217,2217,2,land
2218,2218,2,land
2219,2219,2,land
2220,2220,2,land
2221,2221,2,land
2222,2222,2,land
2223,2223,2,land
2224,2224,1,water
2225,2225,1,water
2226,2226,1,water
2227,2227,1,water
2228,2228,1,water
2229,2229,1,water
2230,2230,1,water
2231,2231,1,water
2232,2232,1,water
2233,2233,1,water
2234,2234,1,water
2235,2235,1,water
2236,2236,1,water
2237,2237,1,water
2238,2238,1,water
2239,2239,1,water
2240,2240,1,water
2241,2241,1,water
2242,2242,1,water
2243,2243,1,water
2244,2244,1,water
2245,2245,1,water
2246,2246,1,water
2247,2247,1,water
2248,2248,1,water
2249,2249,1,water
2250,2250,1,water
2251,2251,1,water
2252,2252,1,water
2253,2253,1,water
2254,2254,1,water
2255,2255,1,water
2256,2256,1,water
2257,2257,1,water
2258,2258,1,water
2259,2259,1,water
2260,2260,1,water
2261,2261,1,water
2262,2262,1,water
2263,2263,1,water
2264,2264,1,water
2265,2265,1,water
2266,2266,1,water
2267,2267,1,water
2268,2268,1,water
2269,2269,1,water
2270,2270,1,water
2271,2271,1,water
2272,2272,2,land
2273,2273,2,land
2274,2274,2,land
2275,2275,2,land
2276,2276,2,land
2277,2277,2,land
2278,2278,2,land
2279,2279,2,land
2280,2280,2,land
2281,2281,2,land
2282,2282,2,land
2283,2283,2,land
2284,2284,2,land
2285,2285,2,land
2286,2286,2,land
2287,2287,2,land
2288,2288,2,land
2289,2289,2,land
2290,2290,2,land
2291,2291,2,land
2292,2292,2,land
2293,2293,2,land
2294,2294,2,land
2295,2295,2,land
2296,2296,1,water
2297,2297,1,water
2298,2298,1,water
2299,2299,1,water
2300,2300,1,water
2301,2301,1,water
2302,2302,1,water
2303,2303,1,water
2304,2304,1,water
2305,2305,1,water
2306,2306,1,water
2307,2307,1,water
2308,2308,1,water
2309,2309,1,water
2310,2310,1,water
2311,2311,1,water
2312,2312,1,water
2313,2313,1,water
2314,2314,1,water
2315,2315,1,water
2316,2316,1,water
2317,2317,1,water
2318,2318,1,water
2319,2319,1,water
2320,2320,1,water
2321,2321,1,water
2322,2322,1,water
2323,2323,1,water
2324,2324,1,water
2325,2325,1,water
2326,2326,1,water
2327,2327,1,water
2328,2328,1,water
2329,2329,1,water
2330,2330,1,water
2331,2331,1,water
2332,2332,1,water
2333,2333,1,water
2334,2334,1,water
2335,2335,1,water
2336,2336,1,water
2337,2337,1,water
2338,2338,1,water
2339,2339,1,water
2340,2340,1,water
2341,2341,1,water
2342,2342,1,water
2343,2343,2,land
2344,2344,2,land
2345,2345,2,land
2346,2346,2,land
2347,2347,2,land
2348,2348,2,land
2349,2349,2,land
2350,2350,2,land
2351,2351,2,land
2352,2352,2,land
2353,2353,2,land
2354,2354,2,land
2355,2355,2,land
2356,2356,2,land
2357,2357,2,land
2358,2358,2,land
2359,2359,2,land
2360,2360,2,land
2361,2361,2,land
2362,2362,2,land
2363,2363,2,land
2364,2364,2,land
2365,2365,2,land
2366,2366,2,land
2367,2367,2,land
2368,2368,1,water
2369,2369,1,water
2370,2370,1,water
2371,2371,1,water
2372,2372,1,water
2373,2373,1,water
2374,2374,1,water
2375,2375,1,water
2376,2376,1,water
2377,2377,1,water
2378,2378,1,water
2379,2379,1,water
2380,2380,1,water
2381,2381,1,water
2382,2382,1,water
2383,2383,1,water
2384,2384,1,water
2385,2385,1,water
2386,2386,1,water
2387,2387,1,water
2388,2388,1,water
2389,2389,1,water
2390,2390,1,water
2391,2391,1,water
2392,2392,1,water
2393,2393,1,water
2394,2394,1,water
2395,2395,1,water
2396,2396,1,water
2397,2397,1,water
2398,2398,1,water
2399,2399,1,water
2400,2400,1,water
2401,2401,1,water
2402,2402,1,water
2403,2403,1,water
2404,2404,1,water
2405,2405,1,water
2406,2406,1,water
2407,2407,1,water
2408,2408,1,water
2409,2409,1,water
2410,2410,1,water
2411,2411,1,water
2412,2412,1,water
2413,2413,1,water
2414,2414,1,water
2415,2415,2,land
2416,2416,2,land
2417,2417,2,land
2418,2418,2,land
2419,2419,2,land
2420,2420,2,land
2421,2421,2,land
2422,2422,2,land
2423,2423,2,land
2424,2424,2,land
2425,2425,2,land
2426,2426,2,land
2427,2427,2,land
2428,2428,2,land
2429,2429,2,land
2430,2430,2,land
2431,2431,2,land
2432,2432,2,land
2433,2433,2,land
2434,2434,2,land
2435,2435,2,land
2436,2436,2,land
2437,2437,2,land
2438,2438,2,land
2439,2439,2,land
2440,2440,1,water
2441,2441,1,water
2442,2442,1,water
2443,2443,1,water
2444,2444,1,water
2445,2445,1,water
2446,2446,1,water
2447,2447,1,water
2448,2448,1,water
2449,2449,1,water
2450,2450,1,water
2451,2451,1,water
2452,2452,1,water
2453,2453,1,water
2454,2454,1,water
2455,2455,1,water
2456,2456,1,water
2457,2457,1,water
2458,2458,1,water
2459,2459,1,water
2460,2460,1,water
2461,2461,1,water
2462,2462,1,water
2463,2463,1,water
2464,2464,1,water
2465,2465,1,water
2466,2466,1,water
2467,2467,1,water
2468,2468,1,water
2469,2469,1,water
2470,2470,1,water
2471,2471,1,water
2472,2472,1,water
2473,2473,1,water
2474,2474,1,water
2475,2475,1,water
2476,2476,1,water
2477,2477,1,water
2478,2478,1,water
2479,2479,1,water
2480,2480,1,water
2481,2481,1,water
2482,2482,1,water
2483,2483,1,water
2484,2484,1,water
2485,2485,1,water
2486,2486,1,water
2487,2487,1,water
2488,2488,2,land
2489,2489,2,land
2490,2490,2,land
2491,2491,2,land
2492,2492,2,land
2493,2493,2,land
2494,2494,2,land
2495,2495,2,land
2496,2496,2,land
2497,2497,2,land
2498,2498,2,land
2499,2499,2,land
2500,2500,2,land
2501,2501,2,land
2502,2502,2,land
2503,2503,2,land
2504,2504,2,land
2505,2505,2,land
2506,2506,2,land
2507,2507,2,land
2508,2508,2,land
2509,2509,2,land
2510,2510,2,land
2511,2511,2,land
2512,2512,1,water
2513,2513,1,water
2514,2514,1,water
2515,2515,1,water
2516,2516,1,water
2517,2517,1,water
2518,2518,1,water
2519,2519,1,water
2520,2520,1,water
2521,2521,1,water
2522,2522,1,water
2523,2523,1,water
2524,2524,1,water
2525,2525,1,water
2526,2526,1,water
2527,2527,1,water
2528,2528,1,water
2529,2529,1,water
2530,2530,1,water
2531,2531,1,water
2532,2532,1,water
2533,2533,1,water
2534,2534,1,water
2535,2535,1,water
2536,2536,1,water
2537,2537,1,water
2538,2538,1,water
2539,2539,1,water
2540,2540,1,water
2541,2541,1,water
2542,2542,1,water
2543,2543,1,water
2544,2544,1,water
2545,2545,1,water
2546,2546,1,water
2547,2547,1,water
2548,2548,1,water
2549,2549,1,water
2550,2550,1,water
2551,2551,1,water
2552,2552,1,water
2553,2553,1,water
2554,2554,1,water
2555,2555,1,water
2556,2556,1,water
2557,2557,1,water
2558,2558,2,land
2559,2559,2,land
2560,2560,2,land
2561,2561,2,land
2562,2562,2,land
2563,2563,2,land
2564,2564,2,land
2565,2565,2,land
2566,2566,2,land
2567,2567,2,land
2568,2568,2,land
2569,2569,2,land
2570,2570,2,land
2571,2571,2,land
2572,2572,2,land
2573,2573,2,land
2574,2574,2,land
2575,2575,2,land
2576,2576,2,land
2577,2577,2,land
2578,2578,2,land
2579,2579,2,land
2580,2580,2,land
2581,2581,2,land
2582,2582,2,land
2583,2583,1,water
2584,2584,1,water
2585,2585,1,water
2586,2586,1,water
2587,2587,1,water
2588,2588,1,water
2589,2589,1,water
2590,2590,1,water
2591,2591,1,water
2592,2592,1,water
2593,2593,1,water
2594,2594,1,water
2595,2595,1,water
2596,2596,1,water
2597,2597,1,water
2598,2598,1,water
2599,2599,1,water
2600,2600,1,water
2601,2601,1,water
2602,2602,1,water
2603,2603,1,water
2604,2604,1,water
2605,2605,1,water
2606,2606,1,water
2607,2607,1,water
2608,2608,1,water
2609,2609,1,water
2610,2610,1,water
2611,2611,1,water
2612,2612,1,water
2613,2613,1,water
2614,2614,1,water
2615,2615,1,water
2616,2616,1,water
2617,2617,1,water
2618,2618,1,water
2619,2619,1,water
2620,2620,1,water
2621,2621,1,water
2622,2622,1,water
2623,2623,1,water
2624,2624,1,water
2625,2625,1,water
2626,2626,1,water
2627,2627,1,water
2628,2628,1,water
2629,2629,1,water
2630,2630,2,land
2631,2631,2,land
2632,2632,2,land
2633,2633,2,land
2634,2634,2,land
2635,2635,2,land
2636,2636,2,land
2637,2637,2,land
2638,2638,2,land
2639,2639,2,land
2640,2640,2,land
2641,2641,2,land
2642,2642,2,land
2643,2643,2,land
2644,2644,2,land
2645,2645,2,land
2646,2646,2,land
2647,2647,2,land
2648,2648,2,land
2649,2649,2,land
2650,2650,2,land
2651,2651,2,land
2652,2652,2,land
2653,2653,2,land
2654,2654,2,land
2655,2655,1,water
2656,2656,1,water
2657,2657,1,water
2658,2658,1,water
2659,2659,1,water
2660,2660,1,water
2661,2661,1,water
2662,2662,1,water
2663,2663,1,water
2664,2664,1,water
2665,2665,1,water
2666,2666,1,water
2667,2667,1,water
2668,2668,1,water
2669,2669,1,water
2670,2670,1,water
2671,2671,1,water
2672,2672,1,water
2673,2673,1,water
2674,2674,1,water
2675,2675,1,water
2676,2676,1,water
2677,2677,1,water
2678,2678,1,water
2679,2679,1,water
2680,2680,1,water
2681,2681,1,water
2682,2682,1,water
2683,2683,1,water
2684,2684,1,water
2685,2685,1,water
2686,2686,1,water
2687,2687,1,water
2688,2688,1,water
2689,2689,1,water
2690,2690,1,water
2691,2691,1,water
2692,2692,1,water
2693,2693,1,water
2694,2694,1,water
2695,2695,1,water
2696,2696,1,water
2697,2697,1,water
2698,2698,1,water
2699,2699,1,water
2700,2700,1,water
2701,2701,2,land
2702,2702,2,land
2703,2703,2,land
2704,2704,2,land
2705,2705,2,land
2706,2706,2,land
2707,2707,2,land
2708,2708,2,land
2709,2709,2,land
2710,2710,2,land
2711,2711,2,land
2712,2712,2,land
2713,2713,2,land
2714,2714,2,land
2715,2715,2,land
2716,2716,2,land
2717,2717,2,land
2718,2718,2,land
2719,2719,2,land
2720,2720,2,land
2721,2721,2,land
2722,2722,2,land
2723,2723,2,land
2724,2724,2,land
2725,2725,2,land
2726,2726,2,land
2727,2727,1,water
2728,2728,1,water
2729,2729,1,water
2730,2730,1,water
2731,2731,1,water
2732,2732,1,water
2733,2733,1,water
2734,2734,1,water
2735,2735,1,water
2736,2736,1,water
2737,2737,1,water
2738,2738,1,water
2739,2739,1,water
2740,2740,1,water
2741,2741,1,water
2742,2742,1,water
2743,2743,1,water
2744,2744,1,water
2745,2745,1,water
2746,2746,1,water
2747,2747,1,water
2748,2748,1,water
2749,2749,1,water
2750,2750,1,water
2751,2751,1,water
2752,2752,1,water
2753,2753,1,water
2754,2754,1,water
2755,2755,1,water
2756,2756,1,water
2757,2757,1,water
2758,2758,1,water
2759,2759,1,water
2760,2760,1,water
2761,2761,1,water
2762,2762,1,water
2763,2763,1,water
2764,2764,1,water
2765,2765,1,water
2766,2766,1,water
2767,2767,1,water
2768,2768,1,water
2769,2769,1,water
2770,2770,1,water
2771,2771,1,water
2772,2772,1,water
2773,2773,2,land
2774,2774,2,land
2775,2775,2,land
2776,2776,2,land
2777,2777,2,land
2778,2778,2,land
2779,2779,2,land
2780,2780,2,land
2781,2781,2,land
2782,2782,2,land
2783,2783,2,land
2784,2784,2,land
2785,2785,2,land
2786,2786,2,land
2787,2787,2,land
2788,2788,2,land
2789,2789,2,land
2790,2790,2,land
2791,2791,2,land
2792,2792,2,land
2793,2793,2,land
2794,2794,2,land
2795,2795,2,land
2796,2796,2,land
2797,2797,1,water
2798,2798,1,water
2799,2799,1,water
2800,2800,1,water
2801,2801,1,water
2802,2802,1,water
2803,2803,1,water
2804,2804,1,water
2805,2805,1,water
2806,2806,1,water
2807,2807,1,water
2808,2808,1,water
2809,2809,1,water
2810,2810,1,water
2811,2811,1,water
2812,2812,1,water
2813,2813,1,water
2814,2814,1,water
2815,2815,1,water
2816,2816,1,water
2817,2817,1,water
2818,2818,1,water
2819,2819,1,water
2820,2820,1,water
2821,2821,1,water
2822,2822,1,water
2823,2823,1,water
2824,2824,1,water
2825,2825,1,water
2826,2826,1,water
2827,2827,1,water
2828,2828,1,water
2829,2829,1,water
2830,2830,1,water
2831,2831,1,water
2832,2832,1,water
2833,2833,1,water
2834,2834,1,water
2835,2835,1,water
2836,2836,1,water
2837,2837,1,water
2838,2838,1,water
2839,2839,1,water
2840,2840,1,water
2841,2841,1,water
2842,2842,2,land
2843,2843,2,land
2844,2844,2,land
2845,2845,2,land
2846,2846,2,land
2847,2847,2,land
2848,2848,2,land
2849,2849,2,land
2850,2850,2,land
2851,2851,1,water
2852,2852,1,water
2853,2853,1,water
2854,2854,1,water
2855,2855,1,water
2856,2856,1,water
2857,2857,2,land
2858,2858,2,land
2859,2859,2,land
2860,2860,2,land
2861,2861,2,land
2862,2862,2,land
2863,2863,2,land
2864,2864,2,land
2865,2865,2,land
2866,2866,2,land
2867,2867,2,land
2868,2868,2,land
2869,2869,1,water
2870,2870,1,water
2871,2871,1,water
2872,2872,1,water
2873,2873,1,water
2874,2874,1,water
2875,2875,1,water
2876,2876,1,water
2877,2877,1,water
2878,2878,1,water
2879,2879,1,water
2880,2880,1,water
2881,2881,1,water
2882,2882,1,water
2883,2883,1,water
2884,2884,1,water
2885,2885,1,water
2886,2886,1,water
2887,2887,1,water
2888,2888,1,water
2889,2889,1,water
2890,2890,1,water
2891,2891,1,water
2892,2892,1,water
2893,2893,1,water
2894,2894,1,water
2895,2895,1,water
2896,2896,1,water
2897,2897,1,water
2898,2898,1,water
2899,2899,1,water
2900,2900,1,water
2901,2901,1,water
2902,2902,1,water
2903,2903,1,water
2904,2904,1,water
2905,2905,1,water
2906,2906,1,water
2907,2907,1,water
2908,2908,1,water
2909,2909,1,water
2910,2910,1,water
2911,2911,1,water
2912,2912,1,water
2913,2913,1,water
2914,2914,2,land
2915,2915,2,land
2916,2916,2,land
2917,2917,2,land
2918,2918,2,land
2919,2919,2,land
2920,2920,2,land
2921,2921,1,water
2922,2922,1,water
2923,2923,1,water
2924,2924,1,water
2925,2925,1,water
2926,2926,1,water
2927,2927,1,water
2928,2928,1,water
2929,2929,1,water
2930,2930,1,water
2931,2931,1,water
2932,2932,1,water
2933,2933,1,water
2934,2934,1,water
2935,2935,1,water
2936,2936,2,land
2937,2937,2,land
2938,2938,2,land
2939,2939,2,land
2940,2940,2,land
2941,2941,1,water
2942,2942,1,water
2943,2943,1,water
2944,2944,1,water
2945,2945,1,water
2946,2946,1,water
2947,2947,1,water
2948,2948,1,water
2949,2949,1,water
2950,2950,1,water
2951,2951,1,water
2952,2952,1,water
2953,2953,1,water
2954,2954,1,water
2955,2955,1,water
2956,2956,1,water
2957,2957,1,water
2958,2958,1,water
2959,2959,1,water
2960,2960,1,water
2961,2961,1,water
2962,2962,1,water
2963,2963,1,water
2964,2964,1,water
2965,2965,1,water
2966,2966,1,water
2967,2967,1,water
2968,2968,1,water
2969,2969,1,water
2970,2970,1,water
2971,2971,1,water
2972,2972,1,water
2973,2973,1,water
2974,2974,1,water
2975,2975,1,water
2976,2976,1,water
2977,2977,1,water
2978,2978,1,water
2979,2979,1,water
2980,2980,1,water
2981,2981,1,water
2982,2982,1,water
2983,2983,1,water
2984,2984,1,water
2985,2985,2,land
2986,2986,2,land
2987,2987,2,land
2988,2988,2,land
2989,2989,2,land
2990,2990,2,land
2991,2991,2,land
2992,2992,1,water
2993,2993,1,water
2994,2994,1,water
