,ids,waves,height,text
1225,1225,29.34562349319466,29.35,Wave Height: 29.35
1226,1226,29.776873707771365,29.78,Wave Height: 29.78
1227,1227,30.10062444210057,30.1,Wave Height: 30.1
1228,1228,30.241874814033526,30.24,Wave Height: 30.24
1229,1229,30.200624823570244,30.2,Wave Height: 30.2
1230,1230,30.09062469005581,30.09,Wave Height: 30.09
1231,1231,29.911874413490242,29.91,Wave Height: 29.91
1232,1232,29.751874446868854,29.75,Wave Height: 29.75
1233,1233,29.61062479019165,29.61,Wave Height: 29.61
1234,1234,29.213124632835388,29.21,Wave Height: 29.21
1235,1235,28.559373974800064,28.56,Wave Height: 28.56
1236,1236,28.49124896526331,28.49,Wave Height: 28.49
1237,1237,29.00874960422513,29.01,Wave Height: 29.01
1238,1238,29.518749594688394,29.52,Wave Height: 29.52
1239,1239,30.0212489366531,30.02,Wave Height: 30.02
1240,1240,30.76499891281124,30.76,Wave Height: 30.76
1241,1241,31.74999952316281,31.75,Wave Height: 31.75
1242,1242,32.499999880790675,32.5,Wave Height: 32.5
1243,1243,33.01499998569483,33.01,Wave Height: 33.01
1244,1244,33.87812471389763,33.88,Wave Height: 33.88
1245,1245,35.08937406539907,35.09,Wave Height: 35.09
1246,1246,35.10062360763542,35.1,Wave Height: 35.1
1247,1247,33.91187334060665,33.91,Wave Height: 33.91
1248,1248,33.19749844074245,33.2,Wave Height: 33.2
1249,1249,32.95749890804283,32.96,Wave Height: 32.96
1250,1250,31.69874918460839,31.7,Wave Height: 31.7
1251,1251,29.421249270439112,29.42,Wave Height: 29.42
1252,1252,27.46062445640562,27.46,Wave Height: 27.46
1253,1253,25.816874742507913,25.82,Wave Height: 25.82
1254,1254,25.0743746757507,25.07,Wave Height: 25.07
1255,1255,25.233124256133998,25.23,Wave Height: 25.23
1256,1256,25.87062418460841,25.87,Wave Height: 25.87
1257,1257,26.986874461173933,26.99,Wave Height: 26.99
1258,1258,29.858749270439056,29.86,Wave Height: 29.86
1259,1259,34.486248612403784,34.49,Wave Height: 34.49
1260,1260,38.7887480258941,38.79,Wave Height: 38.79
1261,1261,42.766247510910006,42.77,Wave Height: 42.77
1262,1262,48.14874792098999,48.15,Wave Height: 48.15
1263,1263,54.936249256134055,54.94,Wave Height: 54.94
1264,1264,59.24187469482426,59.24,Wave Height: 59.24
1265,1265,61.065624237060604,61.07,Wave Height: 61.07
1266,1266,60.50124931335454,60.5,Wave Height: 60.5
1267,1267,57.5487499237061,57.55,Wave Height: 57.55
1268,1268,54.9881250858307,54.99,Wave Height: 54.99
1269,1269,52.819374799728365,52.82,Wave Height: 52.82
1270,1270,49.3924992084503,49.39,Wave Height: 49.39
1271,1271,44.707498311996474,44.71,Wave Height: 44.71
1272,1272,40.68374848365785,40.68,Wave Height: 40.68
1273,1273,37.321249723434484,37.32,Wave Height: 37.32
1274,1274,33.041875004768414,33.04,Wave Height: 33.04
1275,1275,27.845624327659614,27.85,Wave Height: 27.85
1276,1276,18.935624241828975,18.94,Wave Height: 18.94
1277,1277,6.311874747276386,6.31,Wave Height: 6.31
1278,1278,0.0,0.0,Wave Height: 0.0
1279,1279,0.0,0.0,Wave Height: 0.0
1280,1280,0.0,0.0,Wave Height: 0.0
1281,1281,0.0,0.0,Wave Height: 0.0
1282,1282,0.0,0.0,Wave Height: 0.0
1283,1283,0.0,0.0,Wave Height: 0.0
1284,1284,0.0,0.0,Wave Height: 0.0
1285,1285,0.0,0.0,Wave Height: 0.0
1286,1286,0.0,0.0,Wave Height: 0.0
1287,1287,0.0,0.0,Wave Height: 0.0
1288,1288,0.0,0.0,Wave Height: 0.0
1289,1289,0.0,0.0,Wave Height: 0.0
1290,1290,0.0,0.0,Wave Height: 0.0
1291,1291,0.0,0.0,Wave Height: 0.0
1292,1292,0.0,0.0,Wave Height: 0.0
1293,1293,0.0,0.0,Wave Height: 0.0
1294,1294,0.0,0.0,Wave Height: 0.0
1295,1295,0.0,0.0,Wave Height: 0.0
1296,1296,30.071248769760196,30.07,Wave Height: 30.07
1297,1297,30.40374875068669,30.4,Wave Height: 30.4
1298,1298,30.57812392711642,30.58,Wave Height: 30.58
1299,1299,30.594374299049388,30.59,Wave Height: 30.59
1300,1300,30.419999480247494,30.42,Wave Height: 30.42
1301,1301,30.054999470710747,30.05,Wave Height: 30.05
1302,1302,29.639999508857713,29.64,Wave Height: 29.64
1303,1303,29.174999594688387,29.17,Wave Height: 29.17
1304,1304,29.041249632835346,29.04,Wave Height: 29.04
1305,1305,29.238749623298602,29.24,Wave Height: 29.24
1306,1306,28.944999456405608,28.94,Wave Height: 28.94
1307,1307,28.159999132156372,28.16,Wave Height: 28.16
1308,1308,28.014374136924744,28.01,Wave Height: 28.01
1309,1309,28.508124470710722,28.51,Wave Height: 28.51
1310,1310,28.991249442100482,28.99,Wave Height: 28.99
1311,1311,29.46374905109402,29.46,Wave Height: 29.46
1312,1312,30.106249094009364,30.11,Wave Height: 30.11
1313,1313,30.918749570846494,30.92,Wave Height: 30.92
1314,1314,31.501249909400865,31.5,Wave Height: 31.5
1315,1315,31.853750109672475,31.85,Wave Height: 31.85
1316,1316,32.57124984264367,32.57,Wave Height: 32.57
1317,1317,33.65374910831444,33.65,Wave Height: 33.65
1318,1318,33.74062359333032,33.74,Wave Height: 33.74
1319,1319,32.831873297691274,32.83,Wave Height: 32.83
1320,1320,32.055623531341475,32.06,Wave Height: 32.06
1321,1321,31.41187429428091,31.41,Wave Height: 31.41
1322,1322,30.08249962329855,30.08,Wave Height: 30.08
1323,1323,28.06749951839437,28.07,Wave Height: 28.07
1324,1324,26.344374656677154,26.34,Wave Height: 26.34
1325,1325,24.913125038146898,24.91,Wave Height: 24.91
1326,1326,24.27749991416925,24.28,Wave Height: 24.28
1327,1327,24.437499284744206,24.44,Wave Height: 24.44
1328,1328,24.976249098777718,24.98,Wave Height: 24.98
1329,1329,25.89374935626979,25.89,Wave Height: 25.89
1330,1330,28.34687423706046,28.35,Wave Height: 28.35
1331,1331,32.33562374114974,32.34,Wave Height: 32.34
1332,1332,36.68937337398511,36.69,Wave Height: 36.69
1333,1333,41.40812313556658,41.41,Wave Height: 41.41
1334,1334,47.43687367439263,47.44,Wave Height: 47.44
1335,1335,54.775624990463214,54.78,Wave Height: 54.78
1336,1336,59.613125085830696,59.61,Wave Height: 59.61
1337,1337,61.94937396049505,61.95,Wave Height: 61.95
1338,1338,61.674373865127656,61.67,Wave Height: 61.67
1339,1339,58.78812479972852,58.79,Wave Height: 58.79
1340,1340,55.93562531471266,55.94,Wave Height: 55.94
1341,1341,53.11687541008005,53.12,Wave Height: 53.12
1342,1342,49.52062487602243,49.52,Wave Height: 49.52
1343,1343,45.14687371253979,45.15,Wave Height: 45.15
1344,1344,40.9581236839295,40.96,Wave Height: 40.96
1345,1345,36.95437479019163,36.95,Wave Height: 36.95
1346,1346,32.18937504291529,32.19,Wave Height: 32.19
1347,1347,26.663124442100457,26.66,Wave Height: 26.66
1348,1348,17.924999356269836,17.92,Wave Height: 17.92
1349,1349,5.9749997854233365,5.97,Wave Height: 5.97
1350,1350,0.0,0.0,Wave Height: 0.0
1351,1351,0.0,0.0,Wave Height: 0.0
1352,1352,0.0,0.0,Wave Height: 0.0
1353,1353,0.0,0.0,Wave Height: 0.0
1354,1354,0.0,0.0,Wave Height: 0.0
1355,1355,0.0,0.0,Wave Height: 0.0
1356,1356,0.0,0.0,Wave Height: 0.0
1357,1357,0.0,0.0,Wave Height: 0.0
1358,1358,0.8599999547005586,0.86,Wave Height: 0.86
1359,1359,2.5799998641017003,2.58,Wave Height: 2.58
1360,1360,2.5799998641017035,2.58,Wave Height: 2.58
1361,1361,0.8599999547005678,0.86,Wave Height: 0.86
1362,1362,0.0,0.0,Wave Height: 0.0
1363,1363,0.0,0.0,Wave Height: 0.0
1364,1364,0.0,0.0,Wave Height: 0.0
1365,1365,0.0,0.0,Wave Height: 0.0
1366,1366,0.0,0.0,Wave Height: 0.0
1367,1367,0.0,0.0,Wave Height: 0.0
1368,1368,31.178749322891296,31.18,Wave Height: 31.18
1369,1369,31.186249494552655,31.19,Wave Height: 31.19
1370,1370,31.059374451637296,31.06,Wave Height: 31.06
1371,1371,30.798124194145213,30.8,Wave Height: 30.8
1372,1372,30.409999012947083,30.41,Wave Height: 30.41
1373,1373,29.8949989080429,29.89,Wave Height: 29.89
1374,1374,29.31999909877775,29.32,Wave Height: 29.32
1375,1375,28.684999585151644,28.68,Wave Height: 28.68
1376,1376,28.403749585151637,28.4,Wave Height: 28.4
1377,1377,28.47624909877773,28.48,Wave Height: 28.48
1378,1378,28.404999017715422,28.4,Wave Height: 28.4
1379,1379,28.18999934196472,28.19,Wave Height: 28.19
1380,1380,28.043124318122867,28.04,Wave Height: 28.04
1381,1381,27.964373946189852,27.96,Wave Height: 27.96
1382,1382,28.25374901294704,28.25,Wave Height: 28.25
1383,1383,28.91124951839444,28.91,Wave Height: 28.91
1384,1384,29.428749799728354,29.43,Wave Height: 29.43
1385,1385,29.80624985694879,29.81,Wave Height: 29.81
1386,1386,30.178749918937605,30.18,Wave Height: 30.18
1387,1387,30.546249985694814,30.55,Wave Height: 30.55
1388,1388,31.303749680519033,31.3,Wave Height: 31.3
1389,1389,32.45124900341027,32.45,Wave Height: 32.45
1390,1390,32.51187360286706,32.51,Wave Height: 32.51
1391,1391,31.485623478889394,31.49,Wave Height: 31.49
1392,1392,30.55187368392936,30.55,Wave Height: 30.55
1393,1393,29.710624217986968,29.71,Wave Height: 29.71
1394,1394,28.23749959468832,28.24,Wave Height: 28.24
1395,1395,26.132499814033405,26.13,Wave Height: 26.13
1396,1396,24.5781249999999,24.58,Wave Height: 24.58
1397,1397,23.57437515258782,23.57,Wave Height: 23.57
1398,1398,23.21749997138971,23.22,Wave Height: 23.22
1399,1399,23.50749945640559,23.51,Wave Height: 23.51
1400,1400,24.13874924182887,24.14,Wave Height: 24.14
1401,1401,25.111249327659564,25.11,Wave Height: 25.11
1402,1402,26.905624389648356,26.91,Wave Height: 26.91
1403,1403,29.521874427795254,29.52,Wave Height: 29.52
1404,1404,33.633124470710584,33.63,Wave Height: 33.63
1405,1405,39.23937451839434,39.24,Wave Height: 39.24
1406,1406,46.06062483787529,46.06,Wave Height: 46.06
1407,1407,54.0968754291534,54.1,Wave Height: 54.1
1408,1408,59.6943747997284,59.69,Wave Height: 59.69
1409,1409,62.85312294960027,62.85,Wave Height: 62.85
1410,1410,63.24312281608591,63.24,Wave Height: 63.24
1411,1411,60.86437439918531,60.86,Wave Height: 60.86
1412,1412,57.946875333786146,57.95,Wave Height: 57.95
1413,1413,54.490625619888405,54.49,Wave Height: 54.49
1414,1414,50.64687561988839,50.65,Wave Height: 50.65
1415,1415,46.41562533378611,46.42,Wave Height: 46.42
1416,1416,41.54437494277961,41.54,Wave Height: 41.54
1417,1417,36.03312444686888,36.03,Wave Height: 36.03
1418,1418,30.443124175071656,30.44,Wave Height: 30.44
1419,1419,24.774374127387933,24.77,Wave Height: 24.77
1420,1420,16.4549993276596,16.45,Wave Height: 16.45
1421,1421,5.484999775886585,5.48,Wave Height: 5.48
1422,1422,0.0,0.0,Wave Height: 0.0
1423,1423,0.0,0.0,Wave Height: 0.0
1424,1424,0.0,0.0,Wave Height: 0.0
1425,1425,0.0,0.0,Wave Height: 0.0
1426,1426,0.0,0.0,Wave Height: 0.0
1427,1427,0.0,0.0,Wave Height: 0.0
1428,1428,0.0,0.0,Wave Height: 0.0
1429,1429,0.0,0.0,Wave Height: 0.0
1430,1430,2.57999986410148,2.58,Wave Height: 2.58
1431,1431,7.739999592304514,7.74,Wave Height: 7.74
1432,1432,7.739999592304523,7.74,Wave Height: 7.74
1433,1433,2.5799998641015076,2.58,Wave Height: 2.58
1434,1434,0.0,0.0,Wave Height: 0.0
1435,1435,0.0,0.0,Wave Height: 0.0
1436,1436,0.0,0.0,Wave Height: 0.0
1437,1437,0.0,0.0,Wave Height: 0.0
1438,1438,0.0,0.0,Wave Height: 0.0
1439,1439,0.0,0.0,Wave Height: 0.0
1440,1440,32.36749935150154,32.37,Wave Height: 32.37
1441,1441,31.837499618530305,31.84,Wave Height: 31.84
1442,1442,31.347499608993537,31.35,Wave Height: 31.35
1443,1443,30.897499322891235,30.9,Wave Height: 30.9
1444,1444,30.51124906539918,30.51,Wave Height: 30.51
1445,1445,30.18874883651738,30.19,Wave Height: 30.19
1446,1446,29.643748998642025,29.64,Wave Height: 29.64
1447,1447,28.876249551773117,28.88,Wave Height: 28.88
1448,1448,28.446249604225198,28.45,Wave Height: 28.45
1449,1449,28.35374915599826,28.35,Wave Height: 28.35
1450,1450,28.343124151229883,28.34,Wave Height: 28.34
1451,1451,28.414374589920065,28.41,Wave Height: 28.41
1452,1452,28.346249461174043,28.35,Wave Height: 28.35
1453,1453,28.138748764991814,28.14,Wave Height: 28.14
1454,1454,28.296248793602036,28.3,Wave Height: 28.3
1455,1455,28.81874954700472,28.82,Wave Height: 28.82
1456,1456,29.184999823570262,29.18,Wave Height: 29.18
1457,1457,29.394999623298663,29.39,Wave Height: 29.39
1458,1458,29.588124632835395,29.59,Wave Height: 29.59
1459,1459,29.764374852180463,29.76,Wave Height: 29.76
1460,1460,30.293124675750686,30.29,Wave Height: 30.29
1461,1461,31.17437410354606,31.17,Wave Height: 31.17
1462,1462,31.2137488126754,31.21,Wave Height: 31.21
1463,1463,30.41124880313869,30.41,Wave Height: 30.41
1464,1464,29.512498974800078,29.51,Wave Height: 29.51
1465,1465,28.51749932765957,28.52,Wave Height: 28.52
1466,1466,26.913124561309775,26.91,Wave Height: 26.91
1467,1467,24.699374675750686,24.7,Wave Height: 24.7
1468,1468,23.239999771118114,23.24,Wave Height: 23.24
1469,1469,22.534999847412067,22.53,Wave Height: 22.53
1470,1470,22.341874718666034,22.34,Wave Height: 22.34
1471,1471,22.660624384880023,22.66,Wave Height: 22.66
1472,1472,23.281249284744213,23.28,Wave Height: 23.28
1473,1473,24.203749418258607,24.2,Wave Height: 24.2
1474,1474,25.53562462329857,25.54,Wave Height: 25.54
1475,1475,27.276874899864097,27.28,Wave Height: 27.28
1476,1476,31.038125038146852,31.04,Wave Height: 31.04
1477,1477,36.81937503814682,36.82,Wave Height: 36.82
1478,1478,43.977499961852864,43.98,Wave Height: 43.98
1479,1479,52.512499809264995,52.51,Wave Height: 52.51
1480,1480,58.911874055862334,58.91,Wave Height: 58.91
1481,1481,63.17562270164488,63.18,Wave Height: 63.18
1482,1482,64.37437272071843,64.37,Wave Height: 64.37
1483,1483,62.508124113082964,62.51,Wave Height: 62.51
1484,1484,59.62749981880199,59.63,Wave Height: 59.63
1485,1485,55.73249983787546,55.73,Wave Height: 55.73
1486,1486,51.50625014305121,51.51,Wave Height: 51.51
1487,1487,46.948750734329245,46.95,Wave Height: 46.95
1488,1488,41.29625046253203,41.3,Wave Height: 41.3
1489,1489,34.548749327659536,34.55,Wave Height: 34.55
1490,1490,28.438123822212127,28.44,Wave Height: 28.44
1491,1491,22.964373946189824,22.96,Wave Height: 22.96
1492,1492,15.170624256134044,15.17,Wave Height: 15.17
1493,1493,5.056874752044729,5.06,Wave Height: 5.06
1494,1494,0.0,0.0,Wave Height: 0.0
1495,1495,0.0,0.0,Wave Height: 0.0
1496,1496,0.0,0.0,Wave Height: 0.0
1497,1497,0.0,0.0,Wave Height: 0.0
1498,1498,0.0,0.0,Wave Height: 0.0
1499,1499,0.0,0.0,Wave Height: 0.0
1500,1500,0.0,0.0,Wave Height: 0.0
1501,1501,0.0,0.0,Wave Height: 0.0
1502,1502,3.577499866485573,3.58,Wave Height: 3.58
1503,1503,10.732499599456823,10.73,Wave Height: 10.73
1504,1504,12.68624961376217,12.69,Wave Height: 12.69
1505,1505,9.438749909401622,9.44,Wave Height: 9.44
1506,1506,7.512500047684569,7.51,Wave Height: 7.51
1507,1507,6.907500028611015,6.91,Wave Height: 6.91
1508,1508,6.933124899864985,6.93,Wave Height: 6.93
1509,1509,7.58937466144648,7.59,Wave Height: 7.59
1510,1510,5.938124656677921,5.94,Wave Height: 5.94
1511,1511,1.979374885559307,1.98,Wave Height: 1.98
1512,1512,33.63749885559089,33.64,Wave Height: 33.64
1513,1513,32.35749912261966,32.36,Wave Height: 32.36
1514,1514,31.442499399185184,31.44,Wave Height: 31.44
1515,1515,30.892499685287476,30.89,Wave Height: 30.89
1516,1516,30.72374963760377,30.72,Wave Height: 30.72
1517,1517,30.936249256134076,30.94,Wave Height: 30.94
1518,1518,30.611249208450374,30.61,Wave Height: 30.61
1519,1519,29.748749494552662,29.75,Wave Height: 29.75
1520,1520,29.168749690055886,29.17,Wave Height: 29.17
1521,1521,28.87124979496005,28.87,Wave Height: 28.87
1522,1522,28.759374856948877,28.76,Wave Height: 28.76
1523,1523,28.833124876022364,28.83,Wave Height: 28.83
1524,1524,28.92374956607822,28.92,Wave Height: 28.92
1525,1525,29.031248927116444,29.03,Wave Height: 29.03
1526,1526,29.118748784065296,29.12,Wave Height: 29.12
1527,1527,29.186249136924765,29.19,Wave Height: 29.19
1528,1528,29.374999165534984,29.37,Wave Height: 29.37
1529,1529,29.68499886989595,29.68,Wave Height: 29.68
1530,1530,29.729374051094062,29.73,Wave Height: 29.73
1531,1531,29.50812470912932,29.51,Wave Height: 29.51
1532,1532,29.53937482833858,29.54,Wave Height: 29.54
1533,1533,29.823124408721846,29.82,Wave Height: 29.82
1534,1534,29.846249222755354,29.85,Wave Height: 29.85
1535,1535,29.608749270439105,29.61,Wave Height: 29.61
1536,1536,28.937499403953524,28.94,Wave Height: 28.94
1537,1537,27.83249962329861,27.83,Wave Height: 27.83
1538,1538,26.109374523162806,26.11,Wave Height: 26.11
1539,1539,23.7681241035461,23.77,Wave Height: 23.77
1540,1540,22.32999897003169,22.33,Wave Height: 22.33
1541,1541,21.794999122619586,21.79,Wave Height: 21.79
1542,1542,21.65062415599819,21.65,Wave Height: 21.65
1543,1543,21.8968740701675,21.9,Wave Height: 21.9
1544,1544,22.403749227523754,22.4,Wave Height: 22.4
1545,1545,23.17124962806696,23.17,Wave Height: 23.17
1546,1546,24.236874938011095,24.24,Wave Height: 24.24
1547,1547,25.600625157356166,25.6,Wave Height: 25.6
1548,1548,28.904375076293825,28.9,Wave Height: 28.9
1549,1549,34.14812469482407,34.15,Wave Height: 34.15
1550,1550,41.18749904632553,41.19,Wave Height: 41.19
1551,1551,50.0224981307982,50.02,Wave Height: 50.02
1552,1552,57.265622854232696,57.27,Wave Height: 57.27
1553,1553,62.916873216629014,62.92,Wave Height: 62.92
1554,1554,65.06812357902531,65.07,Wave Height: 65.07
1555,1555,63.71937394142158,63.72,Wave Height: 63.72
1556,1556,60.97749876976023,60.98,Wave Height: 60.98
1557,1557,56.84249806404123,56.84,Wave Height: 56.84
1558,1558,52.09874844551093,52.1,Wave Height: 52.1
1559,1559,46.74624991416934,46.75,Wave Height: 46.75
1560,1560,40.213750243186944,40.21,Wave Height: 40.21
1561,1561,32.50124943256372,32.5,Wave Height: 32.5
1562,1562,26.17437398433676,26.17,Wave Height: 26.17
1563,1563,21.2331238985061,21.23,Wave Height: 21.23
1564,1564,14.071874141693119,14.07,Wave Height: 14.07
1565,1565,4.69062471389775,4.69,Wave Height: 4.69
1566,1566,0.0,0.0,Wave Height: 0.0
1567,1567,0.0,0.0,Wave Height: 0.0
1568,1568,0.0,0.0,Wave Height: 0.0
1569,1569,0.0,0.0,Wave Height: 0.0
1570,1570,0.0,0.0,Wave Height: 0.0
1571,1571,0.0,0.0,Wave Height: 0.0
1572,1572,0.0,0.0,Wave Height: 0.0
1573,1573,0.0,0.0,Wave Height: 0.0
1574,1574,3.8524999618530016,3.85,Wave Height: 3.85
1575,1575,11.557499885559114,11.56,Wave Height: 11.56
1576,1576,17.418749928474696,17.42,Wave Height: 17.42
1577,1577,21.436250090599742,21.44,Wave Height: 21.44
1578,1578,22.537500143052004,22.54,Wave Height: 22.54
1579,1579,20.72250008583147,20.72,Wave Height: 20.72
1580,1580,20.799374699593375,20.8,Wave Height: 20.8
1581,1581,22.768123984337716,22.77,Wave Height: 22.77
1582,1582,17.814373970032413,17.81,Wave Height: 17.81
1583,1583,5.938124656677471,5.94,Wave Height: 5.94
1584,1584,34.85687339305885,34.86,Wave Height: 34.86
1585,1585,33.18562376499183,33.19,Wave Height: 33.19
1586,1586,32.093749165535044,32.09,Wave Height: 32.09
1587,1587,31.58124959468849,31.58,Wave Height: 31.58
1588,1588,31.432499647140567,31.43,Wave Height: 31.43
1589,1589,31.647499322891278,31.65,Wave Height: 31.65
1590,1590,31.45749926567082,31.46,Wave Height: 31.46
1591,1591,30.862499475479204,30.86,Wave Height: 30.86
1592,1592,30.304374694824308,30.3,Wave Height: 30.3
1593,1593,29.783124923706133,29.78,Wave Height: 29.78
1594,1594,29.473749995231685,29.47,Wave Height: 29.47
1595,1595,29.376249909400975,29.38,Wave Height: 29.38
1596,1596,29.449999570846582,29.45,Wave Height: 29.45
1597,1597,29.694998979568506,29.69,Wave Height: 29.69
1598,1598,29.765623807907133,29.77,Wave Height: 29.77
1599,1599,29.66187405586246,29.66,Wave Height: 29.66
1600,1600,29.86062395572667,29.86,Wave Height: 29.86
1601,1601,30.36187350749976,30.36,Wave Height: 30.36
1602,1602,30.294998645782528,30.29,Wave Height: 30.29
1603,1603,29.659999370574983,29.66,Wave Height: 29.66
1604,1604,29.33562469482424,29.34,Wave Height: 29.34
1605,1605,29.321874618530295,29.32,Wave Height: 29.32
1606,1606,29.153749585151672,29.15,Wave Height: 29.15
1607,1607,28.831249594688376,28.83,Wave Height: 28.83
1608,1608,27.933749675750654,27.93,Wave Height: 27.93
1609,1609,26.46124982833851,26.46,Wave Height: 26.46
1610,1610,24.70249962806691,24.7,Wave Height: 24.7
1611,1611,22.657499074935846,22.66,Wave Height: 22.66
1612,1612,21.46374881267543,21.46,Wave Height: 21.46
1613,1613,21.121248841285674,21.12,Wave Height: 21.12
1614,1614,21.07437396049497,21.07,Wave Height: 21.07
1615,1615,21.323124170303323,21.32,Wave Height: 21.32
1616,1616,21.704999446868868,21.7,Wave Height: 21.7
1617,1617,22.2199997901916,22.22,Wave Height: 22.22
1618,1618,23.02062499523156,23.02,Wave Height: 23.02
1619,1619,24.10687506198876,24.11,Wave Height: 24.11
1620,1620,26.877499818801777,26.88,Wave Height: 26.88
1621,1621,31.332499265670606,31.33,Wave Height: 31.33
1622,1622,37.96249854564646,37.96,Wave Height: 37.96
1623,1623,46.767497658729326,46.77,Wave Height: 46.77
1624,1624,54.79062247276287,54.79,Wave Height: 54.79
1625,1625,62.03187298774711,62.03,Wave Height: 62.03
1626,1626,65.14624834060666,65.15,Wave Height: 65.15
1627,1627,64.13374853134154,64.13,Wave Height: 64.13
1628,1628,61.488748311996474,61.49,Wave Height: 61.49
1629,1629,57.211247682571425,57.21,Wave Height: 57.21
1630,1630,52.13999795913698,52.14,Wave Height: 52.14
1631,1631,46.274999141693115,46.27,Wave Height: 46.27
1632,1632,38.923749566078165,38.92,Wave Height: 38.92
1633,1633,30.08624923229208,30.09,Wave Height: 30.09
1634,1634,22.63124907016731,22.63,Wave Height: 22.63
1635,1635,16.558749079703894,16.56,Wave Height: 16.56
1636,1636,10.141874313354156,10.14,Wave Height: 10.14
1637,1637,3.380624771118084,3.38,Wave Height: 3.38
1638,1638,0.0,0.0,Wave Height: 0.0
1639,1639,0.0,0.0,Wave Height: 0.0
1640,1640,0.0,0.0,Wave Height: 0.0
1641,1641,0.0,0.0,Wave Height: 0.0
1642,1642,0.0,0.0,Wave Height: 0.0
1643,1643,0.0,0.0,Wave Height: 0.0
1644,1644,0.0,0.0,Wave Height: 0.0
1645,1645,0.0,0.0,Wave Height: 0.0
1646,1646,4.221249997615796,4.22,Wave Height: 4.22
1647,1647,12.663749992847507,12.66,Wave Height: 12.66
1648,1648,20.593125045299622,20.59,Wave Height: 20.59
1649,1649,28.00937515497214,28.01,Wave Height: 28.01
1650,1650,30.87875008583078,30.88,Wave Height: 30.88
1651,1651,29.201249837875547,29.2,Wave Height: 29.2
1652,1652,29.393124461174203,29.39,Wave Height: 29.39
1653,1653,31.454373955726744,31.45,Wave Height: 31.45
1654,1654,26.558748960495315,26.56,Wave Height: 26.56
1655,1655,14.706249475479897,14.71,Wave Height: 14.71
1656,1656,36.0256229639054,36.03,Wave Height: 36.03
1657,1657,34.32187354564673,34.32,Wave Height: 34.32
1658,1658,33.30124890804298,33.3,Wave Height: 33.3
1659,1659,32.96374905109413,32.96,Wave Height: 32.96
1660,1660,32.63749909400947,32.64,Wave Height: 32.64
1661,1661,32.32249903678898,32.32,Wave Height: 32.32
1662,1662,32.18249917030339,32.18,Wave Height: 32.18
1663,1663,32.21749949455269,32.22,Wave Height: 32.22
1664,1664,31.853124618530366,31.85,Wave Height: 31.85
1665,1665,31.089374542236403,31.09,Wave Height: 31.09
1666,1666,30.486249566078243,30.49,Wave Height: 30.49
1667,1667,30.04374969005589,30.04,Wave Height: 30.04
1668,1668,29.92499947547915,29.92,Wave Height: 29.92
1669,1669,30.129998922348047,30.13,Wave Height: 30.13
1670,1670,30.236873865127592,30.24,Wave Height: 30.24
1671,1671,30.245624303817785,30.25,Wave Height: 30.25
1672,1672,30.64187419414525,30.64,Wave Height: 30.64
1673,1673,31.425623536109985,31.43,Wave Height: 31.43
1674,1674,31.28499841690069,31.28,Wave Height: 31.28
1675,1675,30.219998836517366,30.22,Wave Height: 30.22
1676,1676,29.68187427520754,29.68,Wave Height: 29.68
1677,1677,29.670624732971213,29.67,Wave Height: 29.67
1678,1678,29.1362498998642,29.14,Wave Height: 29.14
1679,1679,28.0787497758865,28.08,Wave Height: 28.08
1680,1680,26.501249790191576,26.5,Wave Height: 26.5
1681,1681,24.40374994277943,24.4,Wave Height: 24.4
1682,1682,22.69249987602223,22.69,Wave Height: 22.69
1683,1683,21.367499589919976,21.37,Wave Height: 21.37
1684,1684,20.64124929904933,20.64,Wave Height: 20.64
1685,1685,20.513749003410304,20.51,Wave Height: 20.51
1686,1686,20.613124132156344,20.61,Wave Height: 20.61
1687,1687,20.939374685287454,20.94,Wave Height: 20.94
1688,1688,21.184999942779513,21.18,Wave Height: 21.18
1689,1689,21.34999990463252,21.35,Wave Height: 21.35
1690,1690,21.886874794959958,21.89,Wave Height: 21.89
1691,1691,22.795624613761827,22.8,Wave Height: 22.8
1692,1692,24.957499265670666,24.96,Wave Height: 24.96
1693,1693,28.372498750686475,28.37,Wave Height: 28.37
1694,1694,34.30249845981577,34.3,Wave Height: 34.3
1695,1695,42.74749839305855,42.75,Wave Height: 42.75
1696,1696,51.486872911453055,51.49,Wave Height: 51.49
1697,1697,60.520622014999304,60.52,Wave Height: 60.52
1698,1698,64.60874700546262,64.61,Wave Height: 64.61
1699,1699,63.751247882843,63.75,Wave Height: 63.75
1700,1700,61.16124844551088,61.16,Wave Height: 61.16
1701,1701,56.8387486934662,56.84,Wave Height: 56.84
1702,1702,51.62999868392946,51.63,Wave Height: 51.63
1703,1703,45.534998416900635,45.53,Wave Height: 45.53
1704,1704,37.42624843120574,37.43,Wave Height: 37.43
1705,1705,27.303748726844702,27.3,Wave Height: 27.3
1706,1706,17.80874907970407,17.81,Wave Height: 17.81
1707,1707,8.941249489783871,8.94,Wave Height: 8.94
1708,1708,3.380624771117796,3.38,Wave Height: 3.38
1709,1709,1.1268749237059426,1.13,Wave Height: 1.13
1710,1710,0.0,0.0,Wave Height: 0.0
1711,1711,0.0,0.0,Wave Height: 0.0
1712,1712,0.0,0.0,Wave Height: 0.0
1713,1713,0.0,0.0,Wave Height: 0.0
1714,1714,0.0,0.0,Wave Height: 0.0
1715,1715,0.0,0.0,Wave Height: 0.0
1716,1716,0.0,0.0,Wave Height: 0.0
