,ids,Wave Height,height,text
513,513,1.6076140403747559,1.61,Wave Height: 1.61
514,514,1.4054508209228516,1.41,Wave Height: 1.41
515,515,1.7215816974639893,1.72,Wave Height: 1.72
516,516,1.4502943754196167,1.45,Wave Height: 1.45
517,517,0.42905089259147644,0.43,Wave Height: 0.43
518,518,0.05833161622285843,0.06,Wave Height: 0.06
519,519,1.2944155931472778,1.29,Wave Height: 1.29
520,520,1.4289137125015259,1.43,Wave Height: 1.43
521,521,1.50449800491333,1.5,Wave Height: 1.5
522,522,1.514538288116455,1.51,Wave Height: 1.51
523,523,1.4780455827713013,1.48,Wave Height: 1.48
524,524,1.4219369888305664,1.42,Wave Height: 1.42
525,525,1.3340485095977783,1.33,Wave Height: 1.33
526,526,1.2330117225646973,1.23,Wave Height: 1.23
527,527,1.0289332866668701,1.03,Wave Height: 1.03
528,528,0.0,0.0,Wave Height: 0.0
529,529,0.0,0.0,Wave Height: 0.0
530,530,0.0,0.0,Wave Height: 0.0
531,531,0.0,0.0,Wave Height: 0.0
532,532,0.0,0.0,Wave Height: 0.0
533,533,0.17471705377101898,0.17,Wave Height: 0.17
534,534,0.5928148627281189,0.59,Wave Height: 0.59
535,535,1.3168585300445557,1.32,Wave Height: 1.32
536,536,1.2667477130889893,1.27,Wave Height: 1.27
537,537,1.089672565460205,1.09,Wave Height: 1.09
538,538,1.4547348022460938,1.45,Wave Height: 1.45
539,539,1.9298632144927979,1.93,Wave Height: 1.93
540,540,0.9702320694923401,0.97,Wave Height: 0.97
541,541,0.6985481977462769,0.7,Wave Height: 0.7
542,542,0.5924785137176514,0.59,Wave Height: 0.59
543,543,1.3117120265960693,1.31,Wave Height: 1.31
544,544,1.5160754919052124,1.52,Wave Height: 1.52
545,545,1.6038419008255005,1.6,Wave Height: 1.6
546,546,1.5888484716415405,1.59,Wave Height: 1.59
547,547,1.5199236869812012,1.52,Wave Height: 1.52
548,548,1.4675785303115845,1.47,Wave Height: 1.47
549,549,1.3814924955368042,1.38,Wave Height: 1.38
550,550,1.2741039991378784,1.27,Wave Height: 1.27
551,551,1.0481348037719727,1.05,Wave Height: 1.05
552,552,0.0,0.0,Wave Height: 0.0
553,553,0.0,0.0,Wave Height: 0.0
554,554,0.0,0.0,Wave Height: 0.0
555,555,0.0,0.0,Wave Height: 0.0
556,556,0.0,0.0,Wave Height: 0.0
557,557,0.0,0.0,Wave Height: 0.0
558,558,0.0,0.0,Wave Height: 0.0
559,559,0.5413661003112793,0.54,Wave Height: 0.54
560,560,0.8987928032875061,0.9,Wave Height: 0.9
561,561,0.9648572206497192,0.96,Wave Height: 0.96
562,562,1.0143942832946777,1.01,Wave Height: 1.01
563,563,1.076007604598999,1.08,Wave Height: 1.08
564,564,0.0,0.0,Wave Height: 0.0
565,565,0.0,0.0,Wave Height: 0.0
566,566,0.8975602388381958,0.9,Wave Height: 0.9
567,567,1.2998402118682861,1.3,Wave Height: 1.3
568,568,1.568172574043274,1.57,Wave Height: 1.57
569,569,1.682450532913208,1.68,Wave Height: 1.68
570,570,1.6468119621276855,1.65,Wave Height: 1.65
571,571,1.5687005519866943,1.57,Wave Height: 1.57
572,572,1.4755494594573975,1.48,Wave Height: 1.48
573,573,1.370989203453064,1.37,Wave Height: 1.37
574,574,1.2616887092590332,1.26,Wave Height: 1.26
575,575,1.0252978801727295,1.03,Wave Height: 1.03
