,time,crumb_id,geometry,Longitude,Latitude
389,389,389,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395
390,390,390,POINT (-85.66486999999999 3.8630395),-85.66487,3.8630395
391,391,391,POINT (-84.73487 3.8630395),-84.73487,3.8630395
392,392,392,POINT (-85.66486999999999 3.8630395),-85.66487,3.8630395
393,393,393,POINT (-85.66486999999999 2.9830395),-85.66487,2.9830395
394,394,394,POINT (-86.59487 2.9830395),-86.59487,2.9830395
395,395,395,POINT (-85.66486999999999 2.9830395),-85.66487,2.9830395
396,396,396,POINT (-85.66486999999999 2.1030395),-85.66487,2.1030395
397,397,397,POINT (-84.73487 2.1030395),-84.73487,2.1030395
398,398,398,POINT (-84.73487 1.2230395),-84.73487,1.2230395
399,399,399,POINT (-84.73487 2.1030395),-84.73487,2.1030395
400,400,400,POINT (-84.73487 1.2230395),-84.73487,1.2230395
401,401,401,POINT (-84.73487 0.3430395),-84.73487,0.3430395
402,402,402,POINT (-83.80486999999999 0.3430395),-83.80487,0.3430395
403,403,403,POINT (-83.80486999999999 -0.5369605),-83.80487,-0.5369605
404,404,404,POINT (-84.73487 -0.5369605),-84.73487,-0.5369605
405,405,405,POINT (-83.80486999999999 -0.5369605),-83.80487,-0.5369605
406,406,406,POINT (-84.73487 -0.5369605),-84.73487,-0.5369605
407,407,407,POINT (-85.66486999999999 -0.5369605),-85.66487,-0.5369605
408,408,408,POINT (-85.66486999999999 -1.4169605),-85.66487,-1.4169605
409,409,409,POINT (-85.66486999999999 -0.5369605),-85.66487,-0.5369605
410,410,410,POINT (-85.66486999999999 -1.4169605),-85.66487,-1.4169605
411,411,411,POINT (-86.59487 -1.4169605),-86.59487,-1.4169605
412,412,412,POINT (-86.59487 -2.2969605),-86.59487,-2.2969605
413,413,413,POINT (-86.59487 -1.4169605),-86.59487,-1.4169605
414,414,414,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605
415,415,415,POINT (-87.52487000000001 -0.5369605),-87.52487,-0.5369605
416,416,416,POINT (-87.52487000000001 0.3430395),-87.52487,0.3430395
417,417,417,POINT (-87.52487000000001 1.2230395),-87.52487,1.2230395
418,418,418,POINT (-88.45487 1.2230395),-88.45487,1.2230395
419,419,419,POINT (-88.45487 2.1030395),-88.45487,2.1030395
420,420,420,POINT (-88.45487 2.9830395),-88.45487,2.9830395
421,421,421,POINT (-87.52487000000001 2.9830395),-87.52487,2.9830395
422,422,422,POINT (-86.59487 2.9830395),-86.59487,2.9830395
423,423,423,POINT (-85.66486999999999 2.9830395),-85.66487,2.9830395
424,424,424,POINT (-86.59487 2.9830395),-86.59487,2.9830395
425,425,425,POINT (-87.52487000000001 2.9830395),-87.52487,2.9830395
426,426,426,POINT (-87.52487000000001 3.8630395),-87.52487,3.8630395
427,427,427,POINT (-88.45487 3.8630395),-88.45487,3.8630395
428,428,428,POINT (-87.52487000000001 3.8630395),-87.52487,3.8630395
429,429,429,POINT (-88.45487 3.8630395),-88.45487,3.8630395
430,430,430,POINT (-88.45487 2.9830395),-88.45487,2.9830395
431,431,431,POINT (-88.45487 2.1030395),-88.45487,2.1030395
432,432,432,POINT (-89.38487000000001 2.1030395),-89.38487,2.1030395
433,433,433,POINT (-88.45487 2.1030395),-88.45487,2.1030395
434,434,434,POINT (-89.38487000000001 2.1030395),-89.38487,2.1030395
435,435,435,POINT (-88.45487 2.1030395),-88.45487,2.1030395
436,436,436,POINT (-87.52487000000001 2.1030395),-87.52487,2.1030395
437,437,437,POINT (-87.52487000000001 2.9830395),-87.52487,2.9830395
438,438,438,POINT (-87.52487000000001 2.1030395),-87.52487,2.1030395
439,439,439,POINT (-86.59487 2.1030395),-86.59487,2.1030395
440,440,440,POINT (-87.52487000000001 2.1030395),-87.52487,2.1030395
441,441,441,POINT (-87.52487000000001 1.2230395),-87.52487,1.2230395
442,442,442,POINT (-88.45487 1.2230395),-88.45487,1.2230395
443,443,443,POINT (-88.45487 2.1030395),-88.45487,2.1030395
444,444,444,POINT (-88.45487 2.9830395),-88.45487,2.9830395
445,445,445,POINT (-88.45487 3.8630395),-88.45487,3.8630395
446,446,446,POINT (-87.52487000000001 3.8630395),-87.52487,3.8630395
447,447,447,POINT (-88.45487 3.8630395),-88.45487,3.8630395
448,448,448,POINT (-87.52487000000001 3.8630395),-87.52487,3.8630395
449,449,449,POINT (-87.52487000000001 4.7430395),-87.52487,4.7430395
450,450,450,POINT (-86.59487 4.7430395),-86.59487,4.7430395
451,451,451,POINT (-86.59487 5.6230395),-86.59487,5.6230395
452,452,452,POINT (-86.59487 4.7430395),-86.59487,4.7430395
453,453,453,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395
454,454,454,POINT (-86.59487 4.7430395),-86.59487,4.7430395
455,455,455,POINT (-86.59487 5.6230395),-86.59487,5.6230395
456,456,456,POINT (-86.59487 6.5030395),-86.59487,6.5030395
457,457,457,POINT (-86.59487 7.3830395),-86.59487,7.3830395
458,458,458,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395
459,459,459,POINT (-84.73487 7.3830395),-84.73487,7.3830395
460,460,460,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395
461,461,461,POINT (-85.66486999999999 6.5030395),-85.66487,6.5030395
462,462,462,POINT (-85.66486999999999 5.6230395),-85.66487,5.6230395
463,463,463,POINT (-84.73487 5.6230395),-84.73487,5.6230395
464,464,464,POINT (-84.73487 4.7430395),-84.73487,4.7430395
465,465,465,POINT (-84.73487 5.6230395),-84.73487,5.6230395
466,466,466,POINT (-85.66486999999999 5.6230395),-85.66487,5.6230395
467,467,467,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395
468,468,468,POINT (-85.66486999999999 3.8630395),-85.66487,3.8630395
469,469,469,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395
470,470,470,POINT (-85.66486999999999 3.8630395),-85.66487,3.8630395
471,471,471,POINT (-84.73487 3.8630395),-84.73487,3.8630395
472,472,472,POINT (-83.80486999999999 3.8630395),-83.80487,3.8630395
473,473,473,POINT (-84.73487 3.8630395),-84.73487,3.8630395
474,474,474,POINT (-83.80486999999999 3.8630395),-83.80487,3.8630395
475,475,475,POINT (-84.73487 3.8630395),-84.73487,3.8630395
476,476,476,POINT (-84.73487 4.7430395),-84.73487,4.7430395
477,477,477,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395
478,478,478,POINT (-85.66486999999999 3.8630395),-85.66487,3.8630395
479,479,479,POINT (-84.73487 3.8630395),-84.73487,3.8630395
480,480,480,POINT (-84.73487 4.7430395),-84.73487,4.7430395
481,481,481,POINT (-83.80486999999999 4.7430395),-83.80487,4.7430395
