,Unnamed: 0_x,Time,Longitude,Latitude,ids,Unnamed: 0_y,cloud_ceilings,Altitude,sensor1,sensor2,velocity,stationtime,altitude
263,263,65.75,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
264,264,66.0,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
265,265,66.25,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,108,3.5,0.0
266,266,66.5,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
267,267,66.75,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
268,268,67.0,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
269,269,67.25,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
270,270,67.5,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
271,271,67.75,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
272,272,68.0,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
273,273,68.25,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
274,274,68.5,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
275,275,68.75,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
276,276,69.0,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
277,277,69.25,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
278,278,69.5,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,0,3.5,0.0
279,279,69.75,-76.875,12.625,4802,4802,10225.2075881958,9925.21,0.0,45,108,3.5,0.0
280,280,70.0,-76.625,12.625,4874,4874,20000.107421875,13700.0,0.0,45,0,3.5,0.0
281,281,70.25,-76.625,12.625,4874,4874,20000.107421875,13700.0,0.0,45,0,3.5,0.0
282,282,70.5,-76.625,12.625,4874,4874,20000.107421875,13700.0,0.0,45,0,3.5,0.0
283,283,70.75,-76.625,12.625,4874,4874,20000.107421875,13700.0,0.0,45,0,3.5,0.0
284,284,71.0,-76.625,12.625,4874,4874,20000.107421875,13700.0,0.0,45,0,3.5,0.0
285,285,71.25,-76.625,12.625,4874,4874,20000.107421875,13700.0,0.0,45,0,3.5,0.0
286,286,71.5,-76.625,12.625,4874,4874,20000.107421875,13700.0,0.0,45,0,3.5,0.0
287,287,71.75,-76.625,12.625,4874,4874,20000.107421875,13700.0,0.0,45,0,3.5,0.0
288,288,72.0,-76.625,12.625,4874,4874,20000.107421875,13700.0,0.0,45,250,3.5,0.0
