,time,crumb_id,geometry,Longitude,Latitude,Iteration,rank
30,30,30,POINT (-94.23999999999999 7.89),-94.24,7.89,track_1200,1200
31,31,31,POINT (-93.36 7.89),-93.36,7.89,track_1200,1200
32,32,32,POINT (-93.36 8.710000000000001),-93.36,8.71,track_1200,1200
33,33,33,POINT (-93.36 9.529999999999999),-93.36,9.53,track_1200,1200
34,34,34,POINT (-93.36 10.35),-93.36,10.35,track_1200,1200
35,35,35,POINT (-93.36 11.17),-93.36,11.17,track_1200,1200
36,36,36,POINT (-93.36 11.99),-93.36,11.99,track_1200,1200
37,37,37,POINT (-93.36 12.81),-93.36,12.81,track_1200,1200
38,38,38,POINT (-93.36 13.63),-93.36,13.63,track_1200,1200
39,39,39,POINT (-94.23999999999999 13.63),-94.24,13.63,track_1200,1200
40,40,40,POINT (-95.12 13.63),-95.12,13.63,track_1200,1200
41,41,41,POINT (-95.12 14.45),-95.12,14.45,track_1200,1200
42,42,42,POINT (-95.12 15.27),-95.12,15.27,track_1200,1200
43,43,43,POINT (-95.12 16.09),-95.12,16.09,track_1200,1200
0,0,0,POINT (-81.04000000000001 -2.77),-81.04,-2.77,track_1600,1600
1,1,1,POINT (-81.04000000000001 -1.95),-81.04,-1.95,track_1600,1600
2,2,2,POINT (-81.92 -1.95),-81.92,-1.95,track_1600,1600
3,3,3,POINT (-82.8 -1.95),-82.8,-1.95,track_1600,1600
4,4,4,POINT (-83.68000000000001 -1.95),-83.68,-1.95,track_1600,1600
5,5,5,POINT (-84.56 -1.95),-84.56,-1.95,track_1600,1600
6,6,6,POINT (-84.56 -1.13),-84.56,-1.13,track_1600,1600
7,7,7,POINT (-85.44 -1.13),-85.44,-1.13,track_1600,1600
8,8,8,POINT (-85.44 -0.31),-85.44,-0.31,track_1600,1600
9,9,9,POINT (-86.31999999999999 -0.31),-86.32,-0.31,track_1600,1600
10,10,10,POINT (-87.2 -0.31),-87.2,-0.31,track_1600,1600
11,11,11,POINT (-87.2 0.51),-87.2,0.51,track_1600,1600
12,12,12,POINT (-87.2 1.33),-87.2,1.33,track_1600,1600
13,13,13,POINT (-88.08 1.33),-88.08,1.33,track_1600,1600
14,14,14,POINT (-88.95999999999999 1.33),-88.96,1.33,track_1600,1600
15,15,15,POINT (-88.95999999999999 2.15),-88.96,2.15,track_1600,1600
16,16,16,POINT (-88.95999999999999 1.33),-88.96,1.33,track_1600,1600
17,17,17,POINT (-88.95999999999999 2.15),-88.96,2.15,track_1600,1600
18,18,18,POINT (-88.95999999999999 2.97),-88.96,2.97,track_1600,1600
19,19,19,POINT (-89.84 2.97),-89.84,2.97,track_1600,1600
20,20,20,POINT (-90.72 2.97),-90.72,2.97,track_1600,1600
21,21,21,POINT (-90.72 3.79),-90.72,3.79,track_1600,1600
22,22,22,POINT (-91.59999999999999 3.79),-91.6,3.79,track_1600,1600
23,23,23,POINT (-91.59999999999999 4.61),-91.6,4.61,track_1600,1600
24,24,24,POINT (-91.59999999999999 5.43),-91.6,5.43,track_1600,1600
25,25,25,POINT (-92.48 5.43),-92.48,5.43,track_1600,1600
26,26,26,POINT (-93.36 5.43),-93.36,5.43,track_1600,1600
27,27,27,POINT (-93.36 6.25),-93.36,6.25,track_1600,1600
28,28,28,POINT (-94.23999999999999 6.25),-94.24,6.25,track_1600,1600
29,29,29,POINT (-94.23999999999999 7.07),-94.24,7.07,track_1600,1600
30,30,30,POINT (-94.23999999999999 7.89),-94.24,7.89,track_1600,1600
31,31,31,POINT (-93.36 7.89),-93.36,7.89,track_1600,1600
32,32,32,POINT (-93.36 8.710000000000001),-93.36,8.71,track_1600,1600
33,33,33,POINT (-93.36 9.529999999999999),-93.36,9.53,track_1600,1600
34,34,34,POINT (-93.36 10.35),-93.36,10.35,track_1600,1600
35,35,35,POINT (-93.36 11.17),-93.36,11.17,track_1600,1600
36,36,36,POINT (-93.36 11.99),-93.36,11.99,track_1600,1600
37,37,37,POINT (-93.36 12.81),-93.36,12.81,track_1600,1600
38,38,38,POINT (-93.36 13.63),-93.36,13.63,track_1600,1600
39,39,39,POINT (-94.23999999999999 13.63),-94.24,13.63,track_1600,1600
40,40,40,POINT (-95.12 13.63),-95.12,13.63,track_1600,1600
41,41,41,POINT (-95.12 14.45),-95.12,14.45,track_1600,1600
42,42,42,POINT (-95.12 15.27),-95.12,15.27,track_1600,1600
43,43,43,POINT (-95.12 16.09),-95.12,16.09,track_1600,1600
0,0,0,POINT (-81.04000000000001 -2.77),-80.94000000000001,-2.67,track_2000,2000
1,1,1,POINT (-81.04000000000001 -1.95),-80.94000000000001,-1.8499999999999999,track_2000,2000
2,2,2,POINT (-81.92 -1.95),-81.82000000000001,-1.8499999999999999,track_2000,2000
3,3,3,POINT (-82.8 -1.95),-82.7,-1.8499999999999999,track_2000,2000
4,4,4,POINT (-82.8 -1.13),-82.7,-1.0299999999999998,track_2000,2000
5,5,5,POINT (-82.8 -1.95),-82.7,-1.8499999999999999,track_2000,2000
6,6,6,POINT (-83.68000000000001 -1.95),-83.58000000000001,-1.8499999999999999,track_2000,2000
7,7,7,POINT (-84.56 -1.95),-84.46000000000001,-1.8499999999999999,track_2000,2000
8,8,8,POINT (-84.56 -1.13),-84.46000000000001,-1.0299999999999998,track_2000,2000
9,9,9,POINT (-85.44 -1.13),-85.34,-1.0299999999999998,track_2000,2000
10,10,10,POINT (-85.44 -0.31),-85.34,-0.21,track_2000,2000
11,11,11,POINT (-86.31999999999999 -0.31),-86.22,-0.21,track_2000,2000
12,12,12,POINT (-87.2 -0.31),-87.10000000000001,-0.21,track_2000,2000
13,13,13,POINT (-87.2 0.51),-87.10000000000001,0.61,track_2000,2000
14,14,14,POINT (-87.2 1.33),-87.10000000000001,1.4300000000000002,track_2000,2000
15,15,15,POINT (-88.08 1.33),-87.98,1.4300000000000002,track_2000,2000
16,16,16,POINT (-88.08 0.51),-87.98,0.61,track_2000,2000
17,17,17,POINT (-88.08 1.33),-87.98,1.4300000000000002,track_2000,2000
18,18,18,POINT (-88.95999999999999 1.33),-88.86,1.4300000000000002,track_2000,2000
19,19,19,POINT (-88.95999999999999 2.15),-88.86,2.25,track_2000,2000
20,20,20,POINT (-88.95999999999999 2.97),-88.86,3.0700000000000003,track_2000,2000
21,21,21,POINT (-89.84 2.97),-89.74000000000001,3.0700000000000003,track_2000,2000
22,22,22,POINT (-89.84 2.15),-89.74000000000001,2.25,track_2000,2000
23,23,23,POINT (-88.95999999999999 2.15),-88.86,2.25,track_2000,2000
24,24,24,POINT (-88.95999999999999 2.97),-88.86,3.0700000000000003,track_2000,2000
25,25,25,POINT (-89.84 2.97),-89.74000000000001,3.0700000000000003,track_2000,2000
26,26,26,POINT (-90.72 2.97),-90.62,3.0700000000000003,track_2000,2000
27,27,27,POINT (-90.72 3.79),-90.62,3.89,track_2000,2000
28,28,28,POINT (-91.59999999999999 3.79),-91.5,3.89,track_2000,2000
29,29,29,POINT (-91.59999999999999 4.61),-91.5,4.71,track_2000,2000
30,30,30,POINT (-91.59999999999999 5.43),-91.5,5.529999999999999,track_2000,2000
31,31,31,POINT (-92.48 5.43),-92.38000000000001,5.529999999999999,track_2000,2000
32,32,32,POINT (-93.36 5.43),-93.26,5.529999999999999,track_2000,2000
33,33,33,POINT (-93.36 6.25),-93.26,6.35,track_2000,2000
34,34,34,POINT (-94.23999999999999 6.25),-94.14,6.35,track_2000,2000
35,35,35,POINT (-94.23999999999999 7.07),-94.14,7.17,track_2000,2000
36,36,36,POINT (-94.23999999999999 7.89),-94.14,7.989999999999999,track_2000,2000
37,37,37,POINT (-93.36 7.89),-93.26,7.989999999999999,track_2000,2000
38,38,38,POINT (-93.36 7.07),-93.26,7.17,track_2000,2000
39,39,39,POINT (-93.36 6.25),-93.26,6.35,track_2000,2000
40,40,40,POINT (-94.23999999999999 6.25),-94.14,6.35,track_2000,2000
41,41,41,POINT (-94.23999999999999 7.07),-94.14,7.17,track_2000,2000
42,42,42,POINT (-94.23999999999999 7.89),-94.14,7.989999999999999,track_2000,2000
43,43,43,POINT (-93.36 7.89),-93.26,7.989999999999999,track_2000,2000
44,44,44,POINT (-93.36 8.710000000000001),-93.26,8.81,track_2000,2000
45,45,45,POINT (-93.36 9.529999999999999),-93.26,9.629999999999999,track_2000,2000
46,46,46,POINT (-93.36 10.35),-93.26,10.45,track_2000,2000
47,47,47,POINT (-93.36 11.17),-93.26,11.27,track_2000,2000
48,48,48,POINT (-93.36 11.99),-93.26,12.09,track_2000,2000
49,49,49,POINT (-93.36 12.81),-93.26,12.91,track_2000,2000
50,50,50,POINT (-93.36 13.63),-93.26,13.73,track_2000,2000
51,51,51,POINT (-94.23999999999999 13.63),-94.14,13.73,track_2000,2000
52,52,52,POINT (-95.12 13.63),-95.02000000000001,13.73,track_2000,2000
53,53,53,POINT (-95.12 14.45),-95.02000000000001,14.549999999999999,track_2000,2000
54,54,54,POINT (-96 14.45),-95.9,14.549999999999999,track_2000,2000
55,55,55,POINT (-96 15.27),-95.9,15.37,track_2000,2000
56,56,56,POINT (-95.12 15.27),-95.02000000000001,15.37,track_2000,2000
57,57,57,POINT (-95.12 16.09),-95.02000000000001,16.19,track_2000,2000
0,0,0,POINT (-81.04000000000001 -2.77),-81.04,-2.77,track_2400,2400
1,1,1,POINT (-81.04000000000001 -1.95),-81.04,-1.95,track_2400,2400
2,2,2,POINT (-81.92 -1.95),-81.92,-1.95,track_2400,2400
3,3,3,POINT (-82.8 -1.95),-82.8,-1.95,track_2400,2400
4,4,4,POINT (-83.68000000000001 -1.95),-83.68,-1.95,track_2400,2400
5,5,5,POINT (-84.56 -1.95),-84.56,-1.95,track_2400,2400
6,6,6,POINT (-84.56 -1.13),-84.56,-1.13,track_2400,2400
7,7,7,POINT (-85.44 -1.13),-85.44,-1.13,track_2400,2400
8,8,8,POINT (-85.44 -0.31),-85.44,-0.31,track_2400,2400
9,9,9,POINT (-86.31999999999999 -0.31),-86.32,-0.31,track_2400,2400
10,10,10,POINT (-87.2 -0.31),-87.2,-0.31,track_2400,2400
11,11,11,POINT (-87.2 0.51),-87.2,0.51,track_2400,2400
12,12,12,POINT (-87.2 1.33),-87.2,1.33,track_2400,2400
13,13,13,POINT (-88.08 1.33),-88.08,1.33,track_2400,2400
14,14,14,POINT (-88.95999999999999 1.33),-88.96,1.33,track_2400,2400
15,15,15,POINT (-88.95999999999999 2.15),-88.96,2.15,track_2400,2400
16,16,16,POINT (-88.95999999999999 2.97),-88.96,2.97,track_2400,2400
17,17,17,POINT (-89.84 2.97),-89.84,2.97,track_2400,2400
18,18,18,POINT (-90.72 2.97),-90.72,2.97,track_2400,2400
19,19,19,POINT (-90.72 3.79),-90.72,3.79,track_2400,2400
20,20,20,POINT (-91.59999999999999 3.79),-91.6,3.79,track_2400,2400
21,21,21,POINT (-91.59999999999999 4.61),-91.6,4.61,track_2400,2400
22,22,22,POINT (-91.59999999999999 5.43),-91.6,5.43,track_2400,2400
23,23,23,POINT (-92.48 5.43),-92.48,5.43,track_2400,2400
24,24,24,POINT (-93.36 5.43),-93.36,5.43,track_2400,2400
25,25,25,POINT (-93.36 6.25),-93.36,6.25,track_2400,2400
26,26,26,POINT (-94.23999999999999 6.25),-94.24,6.25,track_2400,2400
27,27,27,POINT (-94.23999999999999 7.07),-94.24,7.07,track_2400,2400
28,28,28,POINT (-94.23999999999999 7.89),-94.24,7.89,track_2400,2400
29,29,29,POINT (-93.36 7.89),-93.36,7.89,track_2400,2400
30,30,30,POINT (-93.36 8.710000000000001),-93.36,8.71,track_2400,2400
31,31,31,POINT (-93.36 9.529999999999999),-93.36,9.53,track_2400,2400
32,32,32,POINT (-93.36 10.35),-93.36,10.35,track_2400,2400
33,33,33,POINT (-93.36 11.17),-93.36,11.17,track_2400,2400
34,34,34,POINT (-93.36 11.99),-93.36,11.99,track_2400,2400
35,35,35,POINT (-93.36 12.81),-93.36,12.81,track_2400,2400
36,36,36,POINT (-93.36 13.63),-93.36,13.63,track_2400,2400
37,37,37,POINT (-94.23999999999999 13.63),-94.24,13.63,track_2400,2400
38,38,38,POINT (-95.12 13.63),-95.12,13.63,track_2400,2400
39,39,39,POINT (-95.12 14.45),-95.12,14.45,track_2400,2400
40,40,40,POINT (-95.12 15.27),-95.12,15.27,track_2400,2400
41,41,41,POINT (-95.12 16.09),-95.12,16.09,track_2400,2400
0,0,0,POINT (-81.04000000000001 -2.77),-81.04,-2.77,track_2800,2800
1,1,1,POINT (-81.04000000000001 -1.95),-81.04,-1.95,track_2800,2800
2,2,2,POINT (-81.92 -1.95),-81.92,-1.95,track_2800,2800
3,3,3,POINT (-82.8 -1.95),-82.8,-1.95,track_2800,2800
4,4,4,POINT (-83.68000000000001 -1.95),-83.68,-1.95,track_2800,2800
5,5,5,POINT (-82.8 -1.95),-82.8,-1.95,track_2800,2800
6,6,6,POINT (-83.68000000000001 -1.95),-83.68,-1.95,track_2800,2800
7,7,7,POINT (-84.56 -1.95),-84.56,-1.95,track_2800,2800
8,8,8,POINT (-84.56 -1.13),-84.56,-1.13,track_2800,2800
9,9,9,POINT (-85.44 -1.13),-85.44,-1.13,track_2800,2800
10,10,10,POINT (-85.44 -0.31),-85.44,-0.31,track_2800,2800
11,11,11,POINT (-86.31999999999999 -0.31),-86.32,-0.31,track_2800,2800
12,12,12,POINT (-87.2 -0.31),-87.2,-0.31,track_2800,2800
13,13,13,POINT (-87.2 0.51),-87.2,0.51,track_2800,2800
14,14,14,POINT (-87.2 1.33),-87.2,1.33,track_2800,2800
15,15,15,POINT (-88.08 1.33),-88.08,1.33,track_2800,2800
16,16,16,POINT (-88.95999999999999 1.33),-88.96,1.33,track_2800,2800
17,17,17,POINT (-88.95999999999999 2.15),-88.96,2.15,track_2800,2800
18,18,18,POINT (-88.95999999999999 2.97),-88.96,2.97,track_2800,2800
19,19,19,POINT (-89.84 2.97),-89.84,2.97,track_2800,2800
20,20,20,POINT (-89.84 2.15),-89.84,2.15,track_2800,2800
21,21,21,POINT (-88.95999999999999 2.15),-88.96,2.15,track_2800,2800
22,22,22,POINT (-88.95999999999999 2.97),-88.96,2.97,track_2800,2800
23,23,23,POINT (-89.84 2.97),-89.84,2.97,track_2800,2800
24,24,24,POINT (-90.72 2.97),-90.72,2.97,track_2800,2800
25,25,25,POINT (-90.72 3.79),-90.72,3.79,track_2800,2800
26,26,26,POINT (-91.59999999999999 3.79),-91.6,3.79,track_2800,2800
27,27,27,POINT (-91.59999999999999 4.61),-91.6,4.61,track_2800,2800
28,28,28,POINT (-91.59999999999999 5.43),-91.6,5.43,track_2800,2800
29,29,29,POINT (-92.48 5.43),-92.48,5.43,track_2800,2800
30,30,30,POINT (-93.36 5.43),-93.36,5.43,track_2800,2800
31,31,31,POINT (-93.36 6.25),-93.36,6.25,track_2800,2800
32,32,32,POINT (-93.36 5.43),-93.36,5.43,track_2800,2800
33,33,33,POINT (-93.36 6.25),-93.36,6.25,track_2800,2800
34,34,34,POINT (-94.23999999999999 6.25),-94.24,6.25,track_2800,2800
35,35,35,POINT (-94.23999999999999 7.07),-94.24,7.07,track_2800,2800
36,36,36,POINT (-94.23999999999999 7.89),-94.24,7.89,track_2800,2800
37,37,37,POINT (-93.36 7.89),-93.36,7.89,track_2800,2800
38,38,38,POINT (-93.36 8.710000000000001),-93.36,8.71,track_2800,2800
39,39,39,POINT (-93.36 9.529999999999999),-93.36,9.53,track_2800,2800
40,40,40,POINT (-93.36 10.35),-93.36,10.35,track_2800,2800
41,41,41,POINT (-93.36 11.17),-93.36,11.17,track_2800,2800
42,42,42,POINT (-93.36 11.99),-93.36,11.99,track_2800,2800
43,43,43,POINT (-93.36 12.81),-93.36,12.81,track_2800,2800
44,44,44,POINT (-93.36 13.63),-93.36,13.63,track_2800,2800
45,45,45,POINT (-94.23999999999999 13.63),-94.24,13.63,track_2800,2800
46,46,46,POINT (-95.12 13.63),-95.12,13.63,track_2800,2800
47,47,47,POINT (-95.12 14.45),-95.12,14.45,track_2800,2800
48,48,48,POINT (-95.12 15.27),-95.12,15.27,track_2800,2800
49,49,49,POINT (-95.12 16.09),-95.12,16.09,track_2800,2800
0,0,0,POINT (-81.04000000000001 -2.77),-81.04,-2.77,track_3200,3200
1,1,1,POINT (-81.04000000000001 -1.95),-81.04,-1.95,track_3200,3200
2,2,2,POINT (-81.92 -1.95),-81.92,-1.95,track_3200,3200
3,3,3,POINT (-82.8 -1.95),-82.8,-1.95,track_3200,3200
4,4,4,POINT (-83.68000000000001 -1.95),-83.68,-1.95,track_3200,3200
5,5,5,POINT (-84.56 -1.95),-84.56,-1.95,track_3200,3200
6,6,6,POINT (-84.56 -1.13),-84.56,-1.13,track_3200,3200
7,7,7,POINT (-85.44 -1.13),-85.44,-1.13,track_3200,3200
8,8,8,POINT (-85.44 -0.31),-85.44,-0.31,track_3200,3200
9,9,9,POINT (-86.31999999999999 -0.31),-86.32,-0.31,track_3200,3200
10,10,10,POINT (-87.2 -0.31),-87.2,-0.31,track_3200,3200
11,11,11,POINT (-87.2 0.51),-87.2,0.51,track_3200,3200
12,12,12,POINT (-87.2 1.33),-87.2,1.33,track_3200,3200
13,13,13,POINT (-88.08 1.33),-88.08,1.33,track_3200,3200
14,14,14,POINT (-88.95999999999999 1.33),-88.96,1.33,track_3200,3200
15,15,15,POINT (-88.95999999999999 2.15),-88.96,2.15,track_3200,3200
16,16,16,POINT (-88.95999999999999 2.97),-88.96,2.97,track_3200,3200
17,17,17,POINT (-89.84 2.97),-89.84,2.97,track_3200,3200
18,18,18,POINT (-90.72 2.97),-90.72,2.97,track_3200,3200
19,19,19,POINT (-90.72 3.79),-90.72,3.79,track_3200,3200
20,20,20,POINT (-91.59999999999999 3.79),-91.6,3.79,track_3200,3200
21,21,21,POINT (-91.59999999999999 4.61),-91.6,4.61,track_3200,3200
22,22,22,POINT (-91.59999999999999 5.43),-91.6,5.43,track_3200,3200
23,23,23,POINT (-92.48 5.43),-92.48,5.43,track_3200,3200
24,24,24,POINT (-93.36 5.43),-93.36,5.43,track_3200,3200
25,25,25,POINT (-93.36 6.25),-93.36,6.25,track_3200,3200
26,26,26,POINT (-94.23999999999999 6.25),-94.24,6.25,track_3200,3200
27,27,27,POINT (-94.23999999999999 7.07),-94.24,7.07,track_3200,3200
28,28,28,POINT (-94.23999999999999 7.89),-94.24,7.89,track_3200,3200
29,29,29,POINT (-93.36 7.89),-93.36,7.89,track_3200,3200
30,30,30,POINT (-93.36 8.710000000000001),-93.36,8.71,track_3200,3200
31,31,31,POINT (-93.36 9.529999999999999),-93.36,9.53,track_3200,3200
32,32,32,POINT (-93.36 10.35),-93.36,10.35,track_3200,3200
33,33,33,POINT (-93.36 11.17),-93.36,11.17,track_3200,3200
34,34,34,POINT (-93.36 11.99),-93.36,11.99,track_3200,3200
35,35,35,POINT (-93.36 12.81),-93.36,12.81,track_3200,3200
36,36,36,POINT (-93.36 13.63),-93.36,13.63,track_3200,3200
37,37,37,POINT (-94.23999999999999 13.63),-94.24,13.63,track_3200,3200
38,38,38,POINT (-95.12 13.63),-95.12,13.63,track_3200,3200
39,39,39,POINT (-95.12 14.45),-95.12,14.45,track_3200,3200
40,40,40,POINT (-95.12 15.27),-95.12,15.27,track_3200,3200
41,41,41,POINT (-95.12 16.09),-95.12,16.09,track_3200,3200
0,0,0,POINT (-81.04000000000001 -2.77),-81.04,-2.77,track_3600,3600
1,1,1,POINT (-81.04000000000001 -1.95),-81.04,-1.95,track_3600,3600
2,2,2,POINT (-81.92 -1.95),-81.92,-1.95,track_3600,3600
3,3,3,POINT (-82.8 -1.95),-82.8,-1.95,track_3600,3600
4,4,4,POINT (-83.68000000000001 -1.95),-83.68,-1.95,track_3600,3600
5,5,5,POINT (-84.56 -1.95),-84.56,-1.95,track_3600,3600
6,6,6,POINT (-84.56 -1.13),-84.56,-1.13,track_3600,3600
7,7,7,POINT (-85.44 -1.13),-85.44,-1.13,track_3600,3600
8,8,8,POINT (-85.44 -0.31),-85.44,-0.31,track_3600,3600
9,9,9,POINT (-86.31999999999999 -0.31),-86.32,-0.31,track_3600,3600
10,10,10,POINT (-87.2 -0.31),-87.2,-0.31,track_3600,3600
11,11,11,POINT (-87.2 0.51),-87.2,0.51,track_3600,3600
12,12,12,POINT (-87.2 1.33),-87.2,1.33,track_3600,3600
13,13,13,POINT (-88.08 1.33),-88.08,1.33,track_3600,3600
14,14,14,POINT (-88.95999999999999 1.33),-88.96,1.33,track_3600,3600
15,15,15,POINT (-88.95999999999999 2.15),-88.96,2.15,track_3600,3600
16,16,16,POINT (-88.95999999999999 2.97),-88.96,2.97,track_3600,3600
17,17,17,POINT (-89.84 2.97),-89.84,2.97,track_3600,3600
18,18,18,POINT (-90.72 2.97),-90.72,2.97,track_3600,3600
19,19,19,POINT (-90.72 3.79),-90.72,3.79,track_3600,3600
20,20,20,POINT (-91.59999999999999 3.79),-91.6,3.79,track_3600,3600
21,21,21,POINT (-91.59999999999999 4.61),-91.6,4.61,track_3600,3600
22,22,22,POINT (-91.59999999999999 5.43),-91.6,5.43,track_3600,3600
23,23,23,POINT (-92.48 5.43),-92.48,5.43,track_3600,3600
24,24,24,POINT (-92.48 6.25),-92.48,6.25,track_3600,3600
25,25,25,POINT (-92.48 5.43),-92.48,5.43,track_3600,3600
26,26,26,POINT (-92.48 6.25),-92.48,6.25,track_3600,3600
27,27,27,POINT (-92.48 5.43),-92.48,5.43,track_3600,3600
28,28,28,POINT (-93.36 5.43),-93.36,5.43,track_3600,3600
29,29,29,POINT (-93.36 6.25),-93.36,6.25,track_3600,3600
30,30,30,POINT (-94.23999999999999 6.25),-94.24,6.25,track_3600,3600
31,31,31,POINT (-94.23999999999999 7.07),-94.24,7.07,track_3600,3600
32,32,32,POINT (-94.23999999999999 7.89),-94.24,7.89,track_3600,3600
33,33,33,POINT (-93.36 7.89),-93.36,7.89,track_3600,3600
34,34,34,POINT (-93.36 8.710000000000001),-93.36,8.71,track_3600,3600
35,35,35,POINT (-93.36 9.529999999999999),-93.36,9.53,track_3600,3600
36,36,36,POINT (-93.36 10.35),-93.36,10.35,track_3600,3600
37,37,37,POINT (-93.36 11.17),-93.36,11.17,track_3600,3600
38,38,38,POINT (-93.36 11.99),-93.36,11.99,track_3600,3600
39,39,39,POINT (-93.36 12.81),-93.36,12.81,track_3600,3600
40,40,40,POINT (-93.36 13.63),-93.36,13.63,track_3600,3600
41,41,41,POINT (-94.23999999999999 13.63),-94.24,13.63,track_3600,3600
42,42,42,POINT (-95.12 13.63),-95.12,13.63,track_3600,3600
43,43,43,POINT (-95.12 14.45),-95.12,14.45,track_3600,3600
44,44,44,POINT (-95.12 15.27),-95.12,15.27,track_3600,3600
45,45,45,POINT (-95.12 16.09),-95.12,16.09,track_3600,3600
0,0,0,POINT (-81.04000000000001 -2.77),-81.04,-2.77,track_3999,3600
1,1,1,POINT (-81.04000000000001 -1.95),-81.04,-1.95,track_3999,3600
2,2,2,POINT (-81.92 -1.95),-81.92,-1.95,track_3999,3600
3,3,3,POINT (-82.8 -1.95),-82.8,-1.95,track_3999,3600
4,4,4,POINT (-83.68000000000001 -1.95),-83.68,-1.95,track_3999,3600
5,5,5,POINT (-84.56 -1.95),-84.56,-1.95,track_3999,3600
6,6,6,POINT (-84.56 -1.13),-84.56,-1.13,track_3999,3600
7,7,7,POINT (-85.44 -1.13),-85.44,-1.13,track_3999,3600
8,8,8,POINT (-85.44 -0.31),-85.44,-0.31,track_3999,3600
9,9,9,POINT (-86.31999999999999 -0.31),-86.32,-0.31,track_3999,3600
10,10,10,POINT (-87.2 -0.31),-87.2,-0.31,track_3999,3600
11,11,11,POINT (-87.2 0.51),-87.2,0.51,track_3999,3600
12,12,12,POINT (-87.2 1.33),-87.2,1.33,track_3999,3600
13,13,13,POINT (-88.08 1.33),-88.08,1.33,track_3999,3600
14,14,14,POINT (-88.95999999999999 1.33),-88.96,1.33,track_3999,3600
15,15,15,POINT (-88.95999999999999 2.15),-88.96,2.15,track_3999,3600
16,16,16,POINT (-88.95999999999999 2.97),-88.96,2.97,track_3999,3600
17,17,17,POINT (-89.84 2.97),-89.84,2.97,track_3999,3600
18,18,18,POINT (-90.72 2.97),-90.72,2.97,track_3999,3600
19,19,19,POINT (-90.72 3.79),-90.72,3.79,track_3999,3600
20,20,20,POINT (-91.59999999999999 3.79),-91.6,3.79,track_3999,3600
21,21,21,POINT (-91.59999999999999 4.61),-91.6,4.61,track_3999,3600
22,22,22,POINT (-91.59999999999999 3.79),-91.6,3.79,track_3999,3600
23,23,23,POINT (-91.59999999999999 4.61),-91.6,4.61,track_3999,3600
24,24,24,POINT (-91.59999999999999 5.43),-91.6,5.43,track_3999,3600
25,25,25,POINT (-92.48 5.43),-92.48,5.43,track_3999,3600
26,26,26,POINT (-93.36 5.43),-93.36,5.43,track_3999,3600
27,27,27,POINT (-93.36 6.25),-93.36,6.25,track_3999,3600
28,28,28,POINT (-94.23999999999999 6.25),-94.24,6.25,track_3999,3600
29,29,29,POINT (-94.23999999999999 7.07),-94.24,7.07,track_3999,3600
30,30,30,POINT (-94.23999999999999 7.89),-94.24,7.89,track_3999,3600
31,31,31,POINT (-93.36 7.89),-93.36,7.89,track_3999,3600
32,32,32,POINT (-93.36 8.710000000000001),-93.36,8.71,track_3999,3600
33,33,33,POINT (-93.36 9.529999999999999),-93.36,9.53,track_3999,3600
34,34,34,POINT (-93.36 10.35),-93.36,10.35,track_3999,3600
35,35,35,POINT (-93.36 11.17),-93.36,11.17,track_3999,3600
36,36,36,POINT (-93.36 11.99),-93.36,11.99,track_3999,3600
37,37,37,POINT (-93.36 12.81),-93.36,12.81,track_3999,3600
38,38,38,POINT (-93.36 13.63),-93.36,13.63,track_3999,3600
39,39,39,POINT (-94.23999999999999 13.63),-94.24,13.63,track_3999,3600
40,40,40,POINT (-95.12 13.63),-95.12,13.63,track_3999,3600
41,41,41,POINT (-95.12 14.45),-95.12,14.45,track_3999,3600
42,42,42,POINT (-95.12 15.27),-95.12,15.27,track_3999,3600
43,43,43,POINT (-95.12 16.09),-95.12,16.09,track_3999,3600
