,time,crumb_id,geometry,Longitude,Latitude,Iteration
358,358,358,POINT (-94.96487 8.2630395),-94.96487,8.2630395,track_50
359,359,359,POINT (-95.89487 8.2630395),-95.89487,8.2630395,track_50
360,360,360,POINT (-94.96487 8.2630395),-94.96487,8.2630395,track_50
361,361,361,POINT (-94.03487 8.2630395),-94.03487,8.2630395,track_50
362,362,362,POINT (-93.10487000000001 8.2630395),-93.10487,8.2630395,track_50
363,363,363,POINT (-94.03487 8.2630395),-94.03487,8.2630395,track_50
364,364,364,POINT (-94.03487 7.3830395),-94.03487,7.3830395,track_50
365,365,365,POINT (-94.03487 6.5030395),-94.03487,6.5030395,track_50
366,366,366,POINT (-94.03487 7.3830395),-94.03487,7.3830395,track_50
367,367,367,POINT (-94.96487 7.3830395),-94.96487,7.3830395,track_50
368,368,368,POINT (-94.03487 7.3830395),-94.03487,7.3830395,track_50
369,369,369,POINT (-94.03487 8.2630395),-94.03487,8.2630395,track_50
370,370,370,POINT (-94.03487 9.1430395),-94.03487,9.1430395,track_50
371,371,371,POINT (-93.10487000000001 9.1430395),-93.10487,9.1430395,track_50
372,372,372,POINT (-93.10487000000001 10.0230395),-93.10487,10.0230395,track_50
373,373,373,POINT (-93.10487000000001 10.9030395),-93.10487,10.9030395,track_50
374,374,374,POINT (-93.10487000000001 10.0230395),-93.10487,10.0230395,track_50
375,375,375,POINT (-93.10487000000001 9.1430395),-93.10487,9.1430395,track_50
376,376,376,POINT (-93.10487000000001 10.0230395),-93.10487,10.0230395,track_50
377,377,377,POINT (-92.17487 10.0230395),-92.17487,10.0230395,track_50
378,378,378,POINT (-91.24487000000001 10.0230395),-91.24487,10.0230395,track_50
379,379,379,POINT (-91.24487000000001 9.1430395),-91.24487,9.1430395,track_50
380,380,380,POINT (-90.31487 9.1430395),-90.31487,9.1430395,track_50
381,381,381,POINT (-90.31487 10.0230395),-90.31487,10.0230395,track_50
382,382,382,POINT (-89.38487000000001 10.0230395),-89.38487,10.0230395,track_50
383,383,383,POINT (-89.38487000000001 10.9030395),-89.38487,10.9030395,track_50
384,384,384,POINT (-89.38487000000001 11.7830395),-89.38487,11.7830395,track_50
385,385,385,POINT (-88.45487 11.7830395),-88.45487,11.7830395,track_50
386,386,386,POINT (-87.52487000000001 11.7830395),-87.52487,11.7830395,track_50
387,387,387,POINT (-87.52487000000001 10.9030395),-87.52487,10.9030395,track_50
388,388,388,POINT (-86.59487 10.9030395),-86.59487,10.9030395,track_50
389,389,389,POINT (-86.59487 10.0230395),-86.59487,10.0230395,track_50
390,390,390,POINT (-86.59487 9.1430395),-86.59487,9.1430395,track_50
391,391,391,POINT (-87.52487000000001 9.1430395),-87.52487,9.1430395,track_50
392,392,392,POINT (-87.52487000000001 10.0230395),-87.52487,10.0230395,track_50
393,393,393,POINT (-87.52487000000001 9.1430395),-87.52487,9.1430395,track_50
394,394,394,POINT (-86.59487 9.1430395),-86.59487,9.1430395,track_50
395,395,395,POINT (-87.52487000000001 9.1430395),-87.52487,9.1430395,track_50
396,396,396,POINT (-87.52487000000001 8.2630395),-87.52487,8.2630395,track_50
397,397,397,POINT (-88.45487 8.2630395),-88.45487,8.2630395,track_50
398,398,398,POINT (-88.45487 7.3830395),-88.45487,7.3830395,track_50
399,399,399,POINT (-88.45487 6.5030395),-88.45487,6.5030395,track_50
400,400,400,POINT (-88.45487 7.3830395),-88.45487,7.3830395,track_50
401,401,401,POINT (-89.38487000000001 7.3830395),-89.38487,7.3830395,track_50
402,402,402,POINT (-90.31487 7.3830395),-90.31487,7.3830395,track_50
403,403,403,POINT (-89.38487000000001 7.3830395),-89.38487,7.3830395,track_50
404,404,404,POINT (-88.45487 7.3830395),-88.45487,7.3830395,track_50
405,405,405,POINT (-87.52487000000001 7.3830395),-87.52487,7.3830395,track_50
406,406,406,POINT (-87.52487000000001 8.2630395),-87.52487,8.2630395,track_50
407,407,407,POINT (-87.52487000000001 7.3830395),-87.52487,7.3830395,track_50
408,408,408,POINT (-87.52487000000001 6.5030395),-87.52487,6.5030395,track_50
409,409,409,POINT (-87.52487000000001 5.6230395),-87.52487,5.6230395,track_50
410,410,410,POINT (-86.59487 5.6230395),-86.59487,5.6230395,track_50
411,411,411,POINT (-86.59487 6.5030395),-86.59487,6.5030395,track_50
412,412,412,POINT (-87.52487000000001 6.5030395),-87.52487,6.5030395,track_50
413,413,413,POINT (-87.52487000000001 5.6230395),-87.52487,5.6230395,track_50
414,414,414,POINT (-86.59487 5.6230395),-86.59487,5.6230395,track_50
415,415,415,POINT (-86.59487 4.7430395),-86.59487,4.7430395,track_50
416,416,416,POINT (-87.52487000000001 4.7430395),-87.52487,4.7430395,track_50
417,417,417,POINT (-87.52487000000001 5.6230395),-87.52487,5.6230395,track_50
418,418,418,POINT (-87.52487000000001 4.7430395),-87.52487,4.7430395,track_50
419,419,419,POINT (-86.59487 4.7430395),-86.59487,4.7430395,track_50
420,420,420,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395,track_50
421,421,421,POINT (-86.59487 4.7430395),-86.59487,4.7430395,track_50
422,422,422,POINT (-86.59487 5.6230395),-86.59487,5.6230395,track_50
423,423,423,POINT (-85.66486999999999 5.6230395),-85.66487,5.6230395,track_50
424,424,424,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395,track_50
425,425,425,POINT (-84.73487 4.7430395),-84.73487,4.7430395,track_50
426,426,426,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395,track_50
427,427,427,POINT (-85.66486999999999 3.8630395),-85.66487,3.8630395,track_50
428,428,428,POINT (-84.73487 3.8630395),-84.73487,3.8630395,track_50
429,429,429,POINT (-84.73487 4.7430395),-84.73487,4.7430395,track_50
430,430,430,POINT (-84.73487 3.8630395),-84.73487,3.8630395,track_50
431,431,431,POINT (-84.73487 4.7430395),-84.73487,4.7430395,track_50
432,432,432,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395,track_50
433,433,433,POINT (-85.66486999999999 5.6230395),-85.66487,5.6230395,track_50
434,434,434,POINT (-86.59487 5.6230395),-86.59487,5.6230395,track_50
435,435,435,POINT (-86.59487 6.5030395),-86.59487,6.5030395,track_50
436,436,436,POINT (-86.59487 7.3830395),-86.59487,7.3830395,track_50
437,437,437,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
438,438,438,POINT (-84.73487 7.3830395),-84.73487,7.3830395,track_50
439,439,439,POINT (-84.73487 8.2630395),-84.73487,8.2630395,track_50
440,440,440,POINT (-84.73487 7.3830395),-84.73487,7.3830395,track_50
441,441,441,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
442,442,442,POINT (-86.59487 7.3830395),-86.59487,7.3830395,track_50
443,443,443,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
444,444,444,POINT (-84.73487 7.3830395),-84.73487,7.3830395,track_50
445,445,445,POINT (-84.73487 8.2630395),-84.73487,8.2630395,track_50
446,446,446,POINT (-84.73487 7.3830395),-84.73487,7.3830395,track_50
447,447,447,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
448,448,448,POINT (-85.66486999999999 6.5030395),-85.66487,6.5030395,track_50
449,449,449,POINT (-85.66486999999999 5.6230395),-85.66487,5.6230395,track_50
450,450,450,POINT (-84.73487 5.6230395),-84.73487,5.6230395,track_50
451,451,451,POINT (-83.80486999999999 5.6230395),-83.80487,5.6230395,track_50
452,452,452,POINT (-84.73487 5.6230395),-84.73487,5.6230395,track_50
453,453,453,POINT (-83.80486999999999 5.6230395),-83.80487,5.6230395,track_50
454,454,454,POINT (-83.80486999999999 6.5030395),-83.80487,6.5030395,track_50
455,455,455,POINT (-83.80486999999999 7.3830395),-83.80487,7.3830395,track_50
456,456,456,POINT (-82.87487 7.3830395),-82.87487,7.3830395,track_50
457,457,457,POINT (-81.94486999999999 7.3830395),-81.94487,7.3830395,track_50
458,458,458,POINT (-81.94486999999999 6.5030395),-81.94487,6.5030395,track_50
459,459,459,POINT (-82.87487 6.5030395),-82.87487,6.5030395,track_50
460,460,460,POINT (-83.80486999999999 6.5030395),-83.80487,6.5030395,track_50
461,461,461,POINT (-82.87487 6.5030395),-82.87487,6.5030395,track_50
462,462,462,POINT (-82.87487 5.6230395),-82.87487,5.6230395,track_50
463,463,463,POINT (-82.87487 4.7430395),-82.87487,4.7430395,track_50
464,464,464,POINT (-82.87487 5.6230395),-82.87487,5.6230395,track_50
465,465,465,POINT (-83.80486999999999 5.6230395),-83.80487,5.6230395,track_50
466,466,466,POINT (-84.73487 5.6230395),-84.73487,5.6230395,track_50
467,467,467,POINT (-85.66486999999999 5.6230395),-85.66487,5.6230395,track_50
468,468,468,POINT (-86.59487 5.6230395),-86.59487,5.6230395,track_50
469,469,469,POINT (-85.66486999999999 5.6230395),-85.66487,5.6230395,track_50
470,470,470,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395,track_50
471,471,471,POINT (-84.73487 4.7430395),-84.73487,4.7430395,track_50
472,472,472,POINT (-84.73487 3.8630395),-84.73487,3.8630395,track_50
473,473,473,POINT (-84.73487 4.7430395),-84.73487,4.7430395,track_50
474,474,474,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395,track_50
475,475,475,POINT (-85.66486999999999 5.6230395),-85.66487,5.6230395,track_50
476,476,476,POINT (-84.73487 5.6230395),-84.73487,5.6230395,track_50
477,477,477,POINT (-84.73487 6.5030395),-84.73487,6.5030395,track_50
478,478,478,POINT (-85.66486999999999 6.5030395),-85.66487,6.5030395,track_50
479,479,479,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
480,480,480,POINT (-84.73487 7.3830395),-84.73487,7.3830395,track_50
481,481,481,POINT (-84.73487 8.2630395),-84.73487,8.2630395,track_50
482,482,482,POINT (-84.73487 7.3830395),-84.73487,7.3830395,track_50
483,483,483,POINT (-84.73487 8.2630395),-84.73487,8.2630395,track_50
484,484,484,POINT (-84.73487 7.3830395),-84.73487,7.3830395,track_50
485,485,485,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
486,486,486,POINT (-85.66486999999999 8.2630395),-85.66487,8.2630395,track_50
487,487,487,POINT (-84.73487 8.2630395),-84.73487,8.2630395,track_50
488,488,488,POINT (-84.73487 7.3830395),-84.73487,7.3830395,track_50
489,489,489,POINT (-84.73487 8.2630395),-84.73487,8.2630395,track_50
490,490,490,POINT (-83.80486999999999 8.2630395),-83.80487,8.2630395,track_50
491,491,491,POINT (-84.73487 8.2630395),-84.73487,8.2630395,track_50
492,492,492,POINT (-84.73487 9.1430395),-84.73487,9.1430395,track_50
493,493,493,POINT (-83.80486999999999 9.1430395),-83.80487,9.1430395,track_50
494,494,494,POINT (-84.73487 9.1430395),-84.73487,9.1430395,track_50
495,495,495,POINT (-85.66486999999999 9.1430395),-85.66487,9.1430395,track_50
496,496,496,POINT (-85.66486999999999 8.2630395),-85.66487,8.2630395,track_50
497,497,497,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
498,498,498,POINT (-86.59487 7.3830395),-86.59487,7.3830395,track_50
499,499,499,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
500,500,500,POINT (-86.59487 7.3830395),-86.59487,7.3830395,track_50
501,501,501,POINT (-86.59487 6.5030395),-86.59487,6.5030395,track_50
502,502,502,POINT (-85.66486999999999 6.5030395),-85.66487,6.5030395,track_50
503,503,503,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
504,504,504,POINT (-84.73487 7.3830395),-84.73487,7.3830395,track_50
505,505,505,POINT (-84.73487 8.2630395),-84.73487,8.2630395,track_50
506,506,506,POINT (-84.73487 7.3830395),-84.73487,7.3830395,track_50
507,507,507,POINT (-84.73487 6.5030395),-84.73487,6.5030395,track_50
508,508,508,POINT (-84.73487 5.6230395),-84.73487,5.6230395,track_50
509,509,509,POINT (-84.73487 4.7430395),-84.73487,4.7430395,track_50
510,510,510,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395,track_50
511,511,511,POINT (-84.73487 4.7430395),-84.73487,4.7430395,track_50
512,512,512,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395,track_50
513,513,513,POINT (-84.73487 4.7430395),-84.73487,4.7430395,track_50
514,514,514,POINT (-84.73487 5.6230395),-84.73487,5.6230395,track_50
515,515,515,POINT (-84.73487 6.5030395),-84.73487,6.5030395,track_50
516,516,516,POINT (-85.66486999999999 6.5030395),-85.66487,6.5030395,track_50
517,517,517,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
518,518,518,POINT (-85.66486999999999 6.5030395),-85.66487,6.5030395,track_50
519,519,519,POINT (-85.66486999999999 7.3830395),-85.66487,7.3830395,track_50
520,520,520,POINT (-85.66486999999999 6.5030395),-85.66487,6.5030395,track_50
521,521,521,POINT (-86.59487 6.5030395),-86.59487,6.5030395,track_50
522,522,522,POINT (-87.52487000000001 6.5030395),-87.52487,6.5030395,track_50
523,523,523,POINT (-87.52487000000001 5.6230395),-87.52487,5.6230395,track_50
524,524,524,POINT (-87.52487000000001 4.7430395),-87.52487,4.7430395,track_50
525,525,525,POINT (-86.59487 4.7430395),-86.59487,4.7430395,track_50
526,526,526,POINT (-85.66486999999999 4.7430395),-85.66487,4.7430395,track_50
527,527,527,POINT (-85.66486999999999 3.8630395),-85.66487,3.8630395,track_50
528,528,528,POINT (-85.66486999999999 2.9830395),-85.66487,2.9830395,track_50
529,529,529,POINT (-84.73487 2.9830395),-84.73487,2.9830395,track_50
530,530,530,POINT (-84.73487 3.8630395),-84.73487,3.8630395,track_50
531,531,531,POINT (-84.73487 2.9830395),-84.73487,2.9830395,track_50
532,532,532,POINT (-84.73487 3.8630395),-84.73487,3.8630395,track_50
533,533,533,POINT (-84.73487 4.7430395),-84.73487,4.7430395,track_50
534,534,534,POINT (-84.73487 3.8630395),-84.73487,3.8630395,track_50
535,535,535,POINT (-85.66486999999999 3.8630395),-85.66487,3.8630395,track_50
536,536,536,POINT (-85.66486999999999 2.9830395),-85.66487,2.9830395,track_50
537,537,537,POINT (-86.59487 2.9830395),-86.59487,2.9830395,track_50
538,538,538,POINT (-86.59487 3.8630395),-86.59487,3.8630395,track_50
539,539,539,POINT (-86.59487 2.9830395),-86.59487,2.9830395,track_50
540,540,540,POINT (-87.52487000000001 2.9830395),-87.52487,2.9830395,track_50
541,541,541,POINT (-88.45487 2.9830395),-88.45487,2.9830395,track_50
542,542,542,POINT (-88.45487 2.1030395),-88.45487,2.1030395,track_50
543,543,543,POINT (-88.45487 1.2230395),-88.45487,1.2230395,track_50
544,544,544,POINT (-89.38487000000001 1.2230395),-89.38487,1.2230395,track_50
545,545,545,POINT (-89.38487000000001 0.3430395),-89.38487,0.3430395,track_50
546,546,546,POINT (-90.31487 0.3430395),-90.31487,0.3430395,track_50
547,547,547,POINT (-89.38487000000001 0.3430395),-89.38487,0.3430395,track_50
548,548,548,POINT (-88.45487 0.3430395),-88.45487,0.3430395,track_50
549,549,549,POINT (-88.45487 1.2230395),-88.45487,1.2230395,track_50
550,550,550,POINT (-87.52487000000001 1.2230395),-87.52487,1.2230395,track_50
551,551,551,POINT (-88.45487 1.2230395),-88.45487,1.2230395,track_50
552,552,552,POINT (-88.45487 2.1030395),-88.45487,2.1030395,track_50
553,553,553,POINT (-88.45487 1.2230395),-88.45487,1.2230395,track_50
554,554,554,POINT (-88.45487 0.3430395),-88.45487,0.3430395,track_50
555,555,555,POINT (-88.45487 -0.5369605),-88.45487,-0.5369605,track_50
556,556,556,POINT (-88.45487 -1.4169605),-88.45487,-1.4169605,track_50
557,557,557,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605,track_50
558,558,558,POINT (-86.59487 -1.4169605),-86.59487,-1.4169605,track_50
559,559,559,POINT (-86.59487 -0.5369605),-86.59487,-0.5369605,track_50
560,560,560,POINT (-87.52487000000001 -0.5369605),-87.52487,-0.5369605,track_50
561,561,561,POINT (-87.52487000000001 0.3430395),-87.52487,0.3430395,track_50
562,562,562,POINT (-87.52487000000001 -0.5369605),-87.52487,-0.5369605,track_50
563,563,563,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605,track_50
564,564,564,POINT (-86.59487 -1.4169605),-86.59487,-1.4169605,track_50
565,565,565,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605,track_50
566,566,566,POINT (-87.52487000000001 -0.5369605),-87.52487,-0.5369605,track_50
567,567,567,POINT (-86.59487 -0.5369605),-86.59487,-0.5369605,track_50
568,568,568,POINT (-86.59487 0.3430395),-86.59487,0.3430395,track_50
569,569,569,POINT (-86.59487 -0.5369605),-86.59487,-0.5369605,track_50
570,570,570,POINT (-87.52487000000001 -0.5369605),-87.52487,-0.5369605,track_50
571,571,571,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605,track_50
572,572,572,POINT (-88.45487 -1.4169605),-88.45487,-1.4169605,track_50
573,573,573,POINT (-88.45487 -0.5369605),-88.45487,-0.5369605,track_50
574,574,574,POINT (-88.45487 0.3430395),-88.45487,0.3430395,track_50
575,575,575,POINT (-88.45487 1.2230395),-88.45487,1.2230395,track_50
576,576,576,POINT (-88.45487 0.3430395),-88.45487,0.3430395,track_50
577,577,577,POINT (-88.45487 -0.5369605),-88.45487,-0.5369605,track_50
578,578,578,POINT (-88.45487 0.3430395),-88.45487,0.3430395,track_50
579,579,579,POINT (-88.45487 -0.5369605),-88.45487,-0.5369605,track_50
580,580,580,POINT (-87.52487000000001 -0.5369605),-87.52487,-0.5369605,track_50
581,581,581,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605,track_50
582,582,582,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_50
583,583,583,POINT (-88.45487 -2.2969605),-88.45487,-2.2969605,track_50
584,584,584,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
585,585,585,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
586,586,586,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_50
587,587,587,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_50
588,588,588,POINT (-89.38487000000001 -2.2969605),-89.38487,-2.2969605,track_50
589,589,589,POINT (-90.31487 -2.2969605),-90.31487,-2.2969605,track_50
590,590,590,POINT (-90.31487 -3.1769605),-90.31487,-3.1769605,track_50
591,591,591,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_50
592,592,592,POINT (-90.31487 -3.1769605),-90.31487,-3.1769605,track_50
593,593,593,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_50
594,594,594,POINT (-89.38487000000001 -2.2969605),-89.38487,-2.2969605,track_50
595,595,595,POINT (-88.45487 -2.2969605),-88.45487,-2.2969605,track_50
596,596,596,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
597,597,597,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
598,598,598,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
599,599,599,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_50
600,600,600,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
601,601,601,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
602,602,602,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_50
603,603,603,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_50
604,604,604,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
605,605,605,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
606,606,606,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
607,607,607,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
608,608,608,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
609,609,609,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
610,610,610,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_50
611,611,611,POINT (-90.31487 -3.1769605),-90.31487,-3.1769605,track_50
612,612,612,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_50
613,613,613,POINT (-89.38487000000001 -2.2969605),-89.38487,-2.2969605,track_50
614,614,614,POINT (-89.38487000000001 -1.4169605),-89.38487,-1.4169605,track_50
615,615,615,POINT (-89.38487000000001 -0.5369605),-89.38487,-0.5369605,track_50
616,616,616,POINT (-89.38487000000001 -1.4169605),-89.38487,-1.4169605,track_50
617,617,617,POINT (-89.38487000000001 -2.2969605),-89.38487,-2.2969605,track_50
618,618,618,POINT (-88.45487 -2.2969605),-88.45487,-2.2969605,track_50
619,619,619,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
620,620,620,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
621,621,621,POINT (-88.45487 -2.2969605),-88.45487,-2.2969605,track_50
622,622,622,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_50
623,623,623,POINT (-86.59487 -2.2969605),-86.59487,-2.2969605,track_50
624,624,624,POINT (-86.59487 -3.1769605),-86.59487,-3.1769605,track_50
625,625,625,POINT (-86.59487 -3.1769605),-86.59487,-3.1769605,track_50
626,626,626,POINT (-85.66486999999999 -3.1769605),-85.66487,-3.1769605,track_50
627,627,627,POINT (-86.59487 -3.1769605),-86.59487,-3.1769605,track_50
628,628,628,POINT (-85.66486999999999 -3.1769605),-85.66487,-3.1769605,track_50
629,629,629,POINT (-85.66486999999999 -3.1769605),-85.66487,-3.1769605,track_50
630,630,630,POINT (-86.59487 -3.1769605),-86.59487,-3.1769605,track_50
631,631,631,POINT (-85.66486999999999 -3.1769605),-85.66487,-3.1769605,track_50
632,632,632,POINT (-85.66486999999999 -2.2969605),-85.66487,-2.2969605,track_50
633,633,633,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
634,634,634,POINT (-83.80486999999999 -2.2969605),-83.80487,-2.2969605,track_50
635,635,635,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
636,636,636,POINT (-84.73487 -3.1769605),-84.73487,-3.1769605,track_50
637,637,637,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
638,638,638,POINT (-85.66486999999999 -2.2969605),-85.66487,-2.2969605,track_50
639,639,639,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
640,640,640,POINT (-85.66486999999999 -2.2969605),-85.66487,-2.2969605,track_50
641,641,641,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
642,642,642,POINT (-83.80486999999999 -2.2969605),-83.80487,-2.2969605,track_50
643,643,643,POINT (-83.80486999999999 -3.1769605),-83.80487,-3.1769605,track_50
644,644,644,POINT (-83.80486999999999 -2.2969605),-83.80487,-2.2969605,track_50
645,645,645,POINT (-83.80486999999999 -1.4169605),-83.80487,-1.4169605,track_50
646,646,646,POINT (-83.80486999999999 -2.2969605),-83.80487,-2.2969605,track_50
647,647,647,POINT (-83.80486999999999 -1.4169605),-83.80487,-1.4169605,track_50
648,648,648,POINT (-84.73487 -1.4169605),-84.73487,-1.4169605,track_50
649,649,649,POINT (-84.73487 -0.5369605),-84.73487,-0.5369605,track_50
650,650,650,POINT (-84.73487 -1.4169605),-84.73487,-1.4169605,track_50
651,651,651,POINT (-83.80486999999999 -1.4169605),-83.80487,-1.4169605,track_50
652,652,652,POINT (-83.80486999999999 -2.2969605),-83.80487,-2.2969605,track_50
653,653,653,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
654,654,654,POINT (-83.80486999999999 -2.2969605),-83.80487,-2.2969605,track_50
655,655,655,POINT (-83.80486999999999 -3.1769605),-83.80487,-3.1769605,track_50
656,656,656,POINT (-83.80486999999999 -3.1769605),-83.80487,-3.1769605,track_50
657,657,657,POINT (-82.87487 -3.1769605),-82.87487,-3.1769605,track_50
658,658,658,POINT (-83.80486999999999 -3.1769605),-83.80487,-3.1769605,track_50
659,659,659,POINT (-82.87487 -3.1769605),-82.87487,-3.1769605,track_50
660,660,660,POINT (-81.94486999999999 -3.1769605),-81.94487,-3.1769605,track_50
661,661,661,POINT (-82.87487 -3.1769605),-82.87487,-3.1769605,track_50
662,662,662,POINT (-81.94486999999999 -3.1769605),-81.94487,-3.1769605,track_50
663,663,663,POINT (-82.87487 -3.1769605),-82.87487,-3.1769605,track_50
664,664,664,POINT (-82.87487 -2.2969605),-82.87487,-2.2969605,track_50
665,665,665,POINT (-83.80486999999999 -2.2969605),-83.80487,-2.2969605,track_50
666,666,666,POINT (-83.80486999999999 -3.1769605),-83.80487,-3.1769605,track_50
667,667,667,POINT (-84.73487 -3.1769605),-84.73487,-3.1769605,track_50
668,668,668,POINT (-84.73487 -3.1769605),-84.73487,-3.1769605,track_50
669,669,669,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
670,670,670,POINT (-84.73487 -3.1769605),-84.73487,-3.1769605,track_50
671,671,671,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
672,672,672,POINT (-84.73487 -1.4169605),-84.73487,-1.4169605,track_50
673,673,673,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
674,674,674,POINT (-83.80486999999999 -2.2969605),-83.80487,-2.2969605,track_50
675,675,675,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
676,676,676,POINT (-83.80486999999999 -2.2969605),-83.80487,-2.2969605,track_50
677,677,677,POINT (-83.80486999999999 -3.1769605),-83.80487,-3.1769605,track_50
678,678,678,POINT (-83.80486999999999 -2.2969605),-83.80487,-2.2969605,track_50
679,679,679,POINT (-83.80486999999999 -1.4169605),-83.80487,-1.4169605,track_50
680,680,680,POINT (-83.80486999999999 -0.5369605),-83.80487,-0.5369605,track_50
681,681,681,POINT (-84.73487 -0.5369605),-84.73487,-0.5369605,track_50
682,682,682,POINT (-84.73487 -1.4169605),-84.73487,-1.4169605,track_50
683,683,683,POINT (-84.73487 -2.2969605),-84.73487,-2.2969605,track_50
684,684,684,POINT (-84.73487 -1.4169605),-84.73487,-1.4169605,track_50
685,685,685,POINT (-85.66486999999999 -1.4169605),-85.66487,-1.4169605,track_50
686,686,686,POINT (-86.59487 -1.4169605),-86.59487,-1.4169605,track_50
687,687,687,POINT (-86.59487 -2.2969605),-86.59487,-2.2969605,track_50
688,688,688,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_50
689,689,689,POINT (-86.59487 -2.2969605),-86.59487,-2.2969605,track_50
690,690,690,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_50
691,691,691,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605,track_50
692,692,692,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_50
693,693,693,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
694,694,694,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
695,695,695,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
696,696,696,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_50
697,697,697,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
698,698,698,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
699,699,699,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
700,700,700,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_50
701,701,701,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_50
702,702,702,POINT (-86.59487 -2.2969605),-86.59487,-2.2969605,track_50
703,703,703,POINT (-86.59487 -1.4169605),-86.59487,-1.4169605,track_50
704,704,704,POINT (-85.66486999999999 -1.4169605),-85.66487,-1.4169605,track_50
